text,text_clean,text_ents
"Léta-ya ka fè an téyori lagèr-a a ròt Léta, pa o endividi ni o fanmi ki ka konpozé yé.",Létaya ka fè an téyori lagèra a ròt Léta pa o endividi ni o fanmi ki ka konpozé yé,Létaya ka fè an téyori lagèra a ròt Léta pa o endividi ni o fanmi ki ka konpozé yé
"[[Ensi]], lagèr-a sa défini kou roun ak diplomatik di dannyé rékour aprè iltim négosyasyon-yan.",Ensi lagèra sa défini kou roun ak diplomatik di dannyé rékour aprè iltim négosyasyonyan,Ensi lagèra sa défini kou roun ak diplomatik di dannyé rékour aprè iltim négosyasyonyan
"Lagèr-ya [[é yé]] mwayen sa jouridikman soumiz à dé règ di lonnò ansyenn é taktikman admiz, lalwa-ya di lagèr-a, divini fonnman di drwè entèrnasyonal piblik.",Lagèrya é yé mwayen sa jouridikman soumiz à dé règ di lonnò ansyenn é taktikman admiz lalwaya di lagèra divini fonnman di drwè entèrnasyonal piblik,Lagèrya é_yé mwayen sa jouridikman soumiz à dé règ di lonnò ansyenn é taktikman admiz lalwaya di lagèra divini fonnman di drwè entèrnasyonal piblik
"Himalaya (sanskrit : हिमालय di hima (lanèj) ké ālaya (démèr), litéralman « démèr di lanèj », népalè : हिमालय, hindi : हिमालय, ourdou : ہمالیہ), ou chèn di Himalaya, sa oun ansanm di chenn di montangn ki ka étiré so kò asou pli di 2 400 km di long é sa larj di 250 a 400 km, ki ka séparé sou-kontinan endyen di plato tibéten annan sid di [[Lazi]].",Himalaya sanskrit हिमालय di hima lanèj ké ālaya démèr litéralman « démèr di lanèj » népalè हिमालय hindi हिमालय ourdou ہمالیہ ou chèn di Himalaya sa oun ansanm di chenn di montangn ki ka étiré so kò asou pli di km di long é sa larj di a km ki ka séparé soukontinan endyen di plato tibéten annan sid di Lazi,Himalaya sanskrit हिमालय di hima lanèj ké ālaya démèr litéralman « démèr di lanèj » népalè हिमालय hindi हिमालय ourdou ہمالیہ ou chèn di Himalaya sa oun ansanm di chenn di montangn ki ka étiré so kò asou pli di km di long é sa larj di a km ki ka séparé soukontinan endyen di plato tibéten annan sid di Lazi
Li ka koumansé a lwès o [[Nanga Parbat]] o [[Pakistan]] é ka terminé so kò a lès o [[Namche Barwa]] o [[Tibet]].,Li ka koumansé a lwès o Nanga Parbat o Pakistan é ka terminé so kò a lès o Namche Barwa o Tibet,Li ka koumansé a lwès o Nanga_Parbat o Pakistan é ka terminé so kò a lès o Namche Barwa o Tibet
"Sa ansanm montangné, délimité a lwès pa valé di flèv [[Indus]] é a lès pa valé di flèv [[Brahmapoutre]], ka kouvri oun lè di anviron 600 000 km2.",Sa ansanm montangné délimité a lwès pa valé di flèv Indus é a lès pa valé di flèv Brahmapoutre ka kouvri oun lè di anviron km,Sa ansanm montangné délimité a lwès pa valé di flèv Indus é a lès pa valé di flèv Brahmapoutre ka kouvri oun lè di anviron km
"Somaliland, an form long Répiblik di Somaliland (an somali, Soomaaliland é Jamhuuriyadda Soomaaliland ; an arab, أرض الصومال, Arḍ aṣ-Ṣūmāl, é جمهورية أرض الصومال, Jumhūrīyat Arḍ aṣ-Ṣūmāl), sa roun ansyen téritwar britanik sitchwé annan Korn di [[Lafrik]].",Somaliland an form long Répiblik di Somaliland an somali Soomaaliland é Jamhuuriyadda Soomaaliland an arab أرض الصومال Arḍ aṣṢūmāl é جمهورية أرض الصومال Jumhūrīyat Arḍ aṣṢūmāl sa roun ansyen téritwar britanik sitchwé annan Korn di Lafrik,Somaliland an form long Répiblik di Somaliland an somali Soomaaliland é Jamhuuriyadda Soomaaliland an arab أرض الصومال Arḍ aṣṢūmāl é جمهورية أرض الصومال Jumhūrīyat Arḍ aṣṢūmāl sa roun ansyen téritwar britanik sitchwé annan Korn di Lafrik
Oun motò sa roun aparèy ki ka transfòrmé oun énèrji kèlkonk an énèrji mékanik.,Oun motò sa roun aparèy ki ka transfòrmé oun énèrji kèlkonk an énèrji mékanik,Oun motò sa roun aparèy ki ka transfòrmé oun énèrji kèlkonk an énèrji mékanik
Istorik.,Istorik,Istorik
"Motò-ya ki pli ansyen ka itilizé lafòs-ya natirèl, san ajou di tèknoloji oben près : dé [[motò]] ki ka itilizé oun présyon (vwal, moulen à [[van]]) ; dé [[motò]] à élastik (ark, arbalèt, katapilt à torsyon, òrlòj à résòr) ; dé [[motò]] ki ka itilizé gravité-a (rou à lob asou kour dilo oben asou rézèrv dilo, clepsydre, katapilt à kontpwa, tounenbroch à pwa, lòrlòj à pwa).",Motòya ki pli ansyen ka itilizé lafòsya natirèl san ajou di tèknoloji oben près dé motò ki ka itilizé oun présyon vwal moulen à van dé motò à élastik ark arbalèt katapilt à torsyon òrlòj à résòr dé motò ki ka itilizé gravitéa rou à lob asou kour dilo oben asou rézèrv dilo clepsydre katapilt à kontpwa tounenbroch à pwa lòrlòj à pwa,Motòya ki pli ansyen ka itilizé lafòsya natirèl san ajou di tèknoloji oben près dé motò ki ka itilizé oun présyon vwal moulen à van dé motò à élastik ark arbalèt katapilt à torsyon òrlòj à résòr dé motò ki ka itilizé gravitéa rou à lob asou kour dilo oben asou rézèrv dilo clepsydre katapilt à kontpwa tounenbroch à pwa lòrlòj à pwa
"Pronmyé motò vréman endépandan di lanatir-a, adaptab an sitchwasyon, sa machin à vapò.",Pronmyé motò vréman endépandan di lanatira adaptab an sitchwasyon sa machin à vapò,Pronmyé motò vréman endépandan di lanatira adaptab an sitchwasyon sa machin à vapò
"Lourougwé, an fòrm lonng répiblik oryantal di [[Lourougwé]], an èspangnòl [[Uruguay]] ké [[República Oriental del Uruguay]], sa roun péy di [[Lanmérik di Sid]] ki sitchwé o sid di [[Brézil]] é à lès-a di [[Larjantin]]-an, don li sa séparé pa flòv [[Lourougwé]]-a ki li bay so non.",Lourougwé an fòrm lonng répiblik oryantal di Lourougwé an èspangnòl Uruguay ké República Oriental del Uruguay sa roun péy di Lanmérik di Sid ki sitchwé o sid di Brézil é à lèsa di Larjantinan don li sa séparé pa flòv Lourougwéa ki li bay so non,Lourougwé an fòrm lonng répiblik oryantal di Lourougwé an èspangnòl Uruguay ké República Oriental del Uruguay sa roun péy di Lanmérik di Sid ki sitchwé o sid di Brézil é à lèsa di Larjantinan don li sa séparé pa flòv Lourougwéa ki li bay so non
[[Lourougwé]] ganyen roun sipèrfisi total di 176 220 km2 pou roun popilasyon di 3 477 770 zabitan.,Lourougwé ganyen roun sipèrfisi total di km pou roun popilasyon di zabitan,Lourougwé ganyen roun sipèrfisi total di km pou roun popilasyon di zabitan
Lanng nasyonnal-a sa èspangnòl-a latino-anmériken.,Lanng nasyonnala sa èspangnòla latinoanmériken,Lanng nasyonnala sa èspangnòla latinoanmériken
Nò-a di péy sa fòrtman enfliyansé pa potidjé-a.,Nòa di péy sa fòrtman enfliyansé pa potidjéa,Nòa di péy sa fòrtman enfliyansé pa potidjéa
"Dayò à frontchè-a ké [[Brézil]]-a, lokal-ya ka palé potgnòl (oben potignòl) frontalyé, mélanj di potidjé é di kastiyan.",Dayò à frontchèa ké Brézila lokalya ka palé potgnòl oben potignòl frontalyé mélanj di potidjé é di kastiyan,Dayò à frontchèa ké Brézila lokalya ka palé potgnòl oben potignòl frontalyé mélanj di potidjé é di kastiyan
[[Lourougwé]] bay of potidjé oun èstati égal à èspangnòl/kastiyan annan so sistenm édikatif lonng-an di frontchè nò-a ké [[Brézil]]-a.,Lourougwé bay of potidjé oun èstati égal à èspangnòlkastiyan annan so sistenm édikatif lonngan di frontchè nòa ké Brézila,Lourougwé bay of potidjé oun èstati égal à èspangnòlkastiyan annan so sistenm édikatif lonngan di frontchè nòa ké Brézila
"[[Annan]] rès-a di péy, li sa ansengnen kou roun matchè obligatwè à pati di 6e kolèj/6e lannen primèr.",Annan rèsa di péy li sa ansengnen kou roun matchè obligatwè à pati di e kolèje lannen primèr,Annan rèsa di péy li sa ansengnen kou roun matchè obligatwè à pati di e kolèje lannen primèr
Péryòd kòlonnyal ké lendépandans.,Péryòd kòlonnyal ké lendépandans,Péryòd kòlonnyal ké lendépandans
Listwè di sa péy ka koumansé réyèlman ké sa-a dé Gwaranni é dé [[Charrúas]].,Listwè di sa péy ka koumansé réyèlman ké saa dé Gwaranni é dé Charrúas,Listwè di sa péy ka koumansé réyèlman ké saa dé Gwaranni é dé Charrúas
Sa dannyé té groupman-an ki pli nonbré é pi òrgannizé-a.,Sa dannyé té groupmanan ki pli nonbré é pi òrgannizéa,Sa dannyé té groupmanan ki pli nonbré é pi òrgannizéa
"Jijé inasimilab, yé anniyilasyon te désidé enpé apré déklarasyon-an di lendépandans di péy bò'd 1830.",Jijé inasimilab yé anniyilasyon te désidé enpé apré déklarasyonan di lendépandans di péy bòd,Jijé inasimilab yé anniyilasyon te désidé enpé apré déklarasyonan di lendépandans di péy bòd
"An 1516, Èspangnòl-ya ka dékouvri téritwè-a mé ka délésé li o dépa di fè di féblès-a di so rousours natirèl.",An Èspangnòlya ka dékouvri téritwèa mé ka délésé li o dépa di fè di féblèsa di so rousours natirèl,An Èspangnòlya ka dékouvri téritwèa mé ka délésé li o dépa di fè di féblèsa di so rousours natirèl
Ménas-a ki kozé pa lèspansyon-an dé Potidjé té ka kondjwi [[Conquistadores]] à édifyé lavi-a ki fòrtifyé di [[Montevideo]] an 1726 é à kòlonnizé péy-a.,Ménasa ki kozé pa lèspansyonan dé Potidjé té ka kondjwi Conquistadores à édifyé lavia ki fòrtifyé di Montevideo an é à kòlonnizé péya,Ménasa ki kozé pa lèspansyonan dé Potidjé té ka kondjwi Conquistadores à édifyé lavia ki fòrtifyé di Montevideo an é à kòlonnizé péya
"Koumansman-an di xixe syèk wè lémèrjans-a di mouvman endépandantis enpé toupatou an [[Lanmérik di Sid]], menm atè [[Lourougwé]] (ki déziyen alò anba non-an di Banda Oriental, ki-lé-di « Réjyon oryantal »).",Koumansmanan di xixe syèk wè lémèrjansa di mouvman endépandantis enpé toupatou an Lanmérik di Sid menm atè Lourougwé ki déziyen alò anba nonan di Banda Oriental kilédi « Réjyon oryantal »,Koumansmanan di xixe syèk wè lémèrjansa di mouvman endépandantis enpé toupatou an Lanmérik_di_Sid menm atè Lourougwé ki déziyen alò anba nonan di Banda Oriental kilédi « Réjyon oryantal »
"Ant 1811 ké 1817, léro nasyonnal-a di lendépandans-a, [[José Gervasio Artigas]], ka òrgannizé Oryantal-ya annan lòbjègtif-a di òbténi lendépandans-a dé [[Provincias Unidas del Rio de la Plata(atchwèlman]], roun bon pati di [[Larjantin]]-an ké [[Lourougwé]]-a).",Ant ké léro nasyonnala di lendépandansa José Gervasio Artigas ka òrgannizé Oryantalya annan lòbjègtifa di òbténi lendépandansa dé Provincias Unidas del Rio de la Plataatchwèlman roun bon pati di Larjantinan ké Lourougwéa,Ant ké léro nasyonnala di lendépandansa José_Gervasio_Artigas ka òrgannizé Oryantalya annan lòbjègtifa di òbténi lendépandansa dé Provincias Unidas del Rio de la Plataatchwèlman roun bon pati di Larjantinan ké Lourougwéa
Pròspérité ékonnonmik ké kriz.,Pròspérité ékonnonmik ké kriz,Pròspérité ékonnonmik ké kriz
"Ant 1839 ké 1851, [[Lourougwé]] ka konnèt roun lagèr sivil ki nonmen « Gran Lagèr » pannan lakèl [[Kolorado]]-ya, partizan di [[Fructuoso Rivera]], ké [[Blancos]], partizan di [[Manuel Oribe]], ki apiyé pa [[Larjantin]] ki ka afronté yé kò, ké lèd-a di volontèr étranjé don Lalig italyen ki koumandé pa Garibaldi.",Ant ké Lourougwé ka konnèt roun lagèr sivil ki nonmen « Gran Lagèr » pannan lakèl Koloradoya partizan di Fructuoso Rivera ké Blancos partizan di Manuel Oribe ki apiyé pa Larjantin ki ka afronté yé kò ké lèda di volontèr étranjé don Lalig italyen ki koumandé pa Garibaldi,Ant ké Lourougwé ka konnèt roun lagèr sivil ki nonmen « Gran Lagèr » pannan lakèl Koloradoya partizan di Fructuoso Rivera ké Blancos partizan di Manuel Oribe ki apiyé pa Larjantin ki ka afronté yé kò ké lèda di volontèr étranjé don Lalig italyen ki koumandé pa Garibaldi
[[Kolorado]]-ya ka fini pa anpòrté li.,Koloradoya ka fini pa anpòrté li,Koloradoya ka fini pa anpòrté li
"An finisman-an di syèk, péy-a ka partisipé à lagèr di Trip-Alyans contre le [[Paraguay]].",An finismanan di syèk péya ka partisipé à lagèr di TripAlyans contre le Paraguay,An finismanan di syèk péya ka partisipé à lagèr di TripAlyans contre le Paraguay
"Lourougwé ka sitchwé so kò annan kontinwité jéyografik-a di [[Pampa]] arjantin, ki-lé-di ki péy-a sa prensipalman konstitchwé di gran plenn.",Lourougwé ka sitchwé so kò annan kontinwité jéyografika di Pampa arjantin kilédi ki péya sa prensipalman konstitchwé di gran plenn,Lourougwé ka sitchwé so kò annan kontinwité jéyografika di Pampa arjantin kilédi ki péya sa prensipalman konstitchwé di gran plenn
"Nou ka trouvé osi dé montangn di fèb laltitid mé [[tré]] èskarpé, kou [[Cuchilla de Haedo]] ké [[Cuchilla Grande]] (en).",Nou ka trouvé osi dé montangn di fèb laltitid mé tré èskarpé kou Cuchilla de Haedo ké Cuchilla Grande en,Nou ka trouvé osi dé montangn di fèb laltitid mé tré èskarpé kou Cuchilla de Haedo ké Cuchilla Grande en
"Pwen kilminan di péy sa [[Cerro Catedral]] ([[Kolin]] Katédral) ké so 514 m. Présipitasyon-yan sa an jénéral konstan o kour di lannen, sa ki pa ka anpéché dé péryòd di séchrès oben, o kontrèr, dé lapli [[tré]] abondan (soulon lannen-yan).",Pwen kilminan di péy sa Cerro Catedral Kolin Katédral ké so m Présipitasyonyan sa an jénéral konstan o kour di lannen sa ki pa ka anpéché dé péryòd di séchrès oben o kontrèr dé lapli tré abondan soulon lannenyan,Pwen kilminan di péy sa Cerro_Catedral Kolin Katédral ké so m Présipitasyonyan sa an jénéral konstan o kour di lannen sa ki pa ka anpéché dé péryòd di séchrès oben o kontrèr dé lapli tré abondan soulon lannenyan
[[Lourougwé]] sa sèl péy-a sid-anmériken ki ka trouvé so kò konplètman annan zonn-an ki tanpéré.,Lourougwé sa sèl péya sidanmériken ki ka trouvé so kò konplètman annan zonnan ki tanpéré,Lourougwé sa sèl péya sidanmériken ki ka trouvé so kò konplètman annan zonnan ki tanpéré
"Labsans-a di enpòrtan sistenm jéyografik orografik ka kontribiyé à sa ki varyasyon-yan di tanpératir, di présipitasyon ké ròt paranmèt swé fèb.",Labsansa di enpòrtan sistenm jéyografik orografik ka kontribiyé à sa ki varyasyonyan di tanpératir di présipitasyon ké ròt paranmèt swé fèb,Labsansa di enpòrtan sistenm jéyografik orografik ka kontribiyé à sa ki varyasyonyan di tanpératir di présipitasyon ké ròt paranmèt swé fèb
"Lavi kiltirèl di [[Lourougwé]] ka épannwi so kò annan plizyò gran donmenn, don lapentir (avec [[Juan Manuel Blanes]] ké [[Pedro Figari]]), èskiltir (avec [[José Belloni]]) ké lanmizik ké lanmizik ké candombé ké tango (ké [[Jaime Roos]] é Jorge Drexler).",Lavi kiltirèl di Lourougwé ka épannwi so kò annan plizyò gran donmenn don lapentir avec Juan Manuel Blanes ké Pedro Figari èskiltir avec José Belloni ké lanmizik ké lanmizik ké candombé ké tango ké Jaime Roos é Jorge Drexler,Lavi kiltirèl di Lourougwé ka épannwi so kò annan plizyò gran donmenn don lapentir avec Juan Manuel Blanes ké Pedro Figari èskiltir avec José Belloni ké lanmizik ké lanmizik ké candombé ké tango ké Jaime Roos é Jorge Drexler
"[[Markò]]-palò-yan sa [[José Enrique Rodó]], [[Horacio Quiroga]], [[Juan Carlos Onetti]], Mario Benedetti, [[Eduardo Galeano]], [[Jorge Majfud]] ké Ricardo Paseyro.",Markòpalòyan sa José Enrique Rodó Horacio Quiroga Juan Carlos Onetti Mario Benedetti Eduardo Galeano Jorge Majfud ké Ricardo Paseyro,Markòpalòyan sa José Enrique Rodó Horacio Quiroga Juan Carlos Onetti Mario Benedetti Eduardo Galeano Jorge Majfud ké Ricardo Paseyro
[[Lourougwé]] gen pou kòd :,Lourougwé gen pou kòd,Lourougwé gen pou kòd
"An tromatoloji, oun fraktir sa roun solisyon di kontinwité di zo-a.",An tromatoloji oun fraktir sa roun solisyon di kontinwité di zoa,An tromatoloji oun fraktir sa roun solisyon di kontinwité di zoa
Djanostik.,Djanostik,Djanostik
"Pronmyé éléman-yan pouvé fè pansé à roun fraktir sa : [[Mè]] sa sign-ya pa fika èspésifik é pouvé osi endiké oun problenm artiklèr (antors, liksasyon).",Pronmyé élémanyan pouvé fè pansé à roun fraktir sa Mè sa signya pa fika èspésifik é pouvé osi endiké oun problenm artiklèr antors liksasyon,Pronmyé élémanyan pouvé fè pansé à roun fraktir sa Mè sa signya pa fika èspésifik é pouvé osi endiké oun problenm artiklèr antors liksasyon
"[[O]] kontrèr, sèrtenn fraktir ka prézanté dé senptom ki aténwé, kou fraktir-a di timoun-an dit an « bwa vèrt », oben roun félir.",O kontrèr sèrtenn fraktir ka prézanté dé senptom ki aténwé kou fraktira di timounan dit an « bwa vèrt » oben roun félir,O kontrèr sèrtenn fraktir ka prézanté dé senptom ki aténwé kou fraktira di timounan dit an « bwa vèrt » oben roun félir
"Birkina Faso (prounonsyasyon :/biʁ.ki.na fa.so/), litéralman « Péy dé wonm ki entèg », osi aplé Birkina, ansyennman Répiblik di Rot-Volta, sa roun péyi di [[Lafrik]] di Lwès ki pa gen aksè à lanmè.",Birkina Faso prounonsyasyon biʁkina faso litéralman « Péy dé wonm ki entèg » osi aplé Birkina ansyennman Répiblik di RotVolta sa roun péyi di Lafrik di Lwès ki pa gen aksè à lanmè,Birkina Faso prounonsyasyon biʁkina faso litéralman « Péy dé wonm ki entèg » osi aplé Birkina ansyennman Répiblik di RotVolta sa roun péyi di Lafrik di Lwès ki pa gen aksè à lanmè
Drwè di vòt sa prodjwi-a di roun loong listwè ki ka enskri so kò annan listwè modèrn-an.,Drwè di vòt sa prodjwia di roun loong listwè ki ka enskri so kò annan listwè modèrnan,Drwè di vòt sa prodjwia di roun loong listwè ki ka enskri so kò annan listwè modèrnan
"[[Annan]] monn-an, drwè di vòt pou fanm té réponn so kò à partir di koumansman di xxe syèk.",Annan monnan drwè di vòt pou fanm té réponn so kò à partir di koumansman di xxe syèk,Annan monnan drwè di vòt pou fanm té réponn so kò à partir di koumansman di xxe syèk
Drwè-a d'élijibilité té ka dévlopé so kò an paralèl.,Drwèa délijibilité té ka dévlopé so kò an paralèl,Drwèa délijibilité té ka dévlopé so kò an paralèl
"Idrojenn-an sa éléman chimik-a di niméro atomik 1, di senbòl H. Idrojenn-an ki prézan asou [[Latè]] sa prèsk antchèrman konstitchwé di izotòp èstab-a 1H (oun proton, zéro nétron), mè ka konpòrté anviron 0,01 % di 2H (oun proton, oun nétron), èstab égalman.",Idrojennan sa éléman chimika di niméro atomik di senbòl H Idrojennan ki prézan asou Latè sa prèsk antchèrman konstitchwé di izotòp èstaba H oun proton zéro nétron mè ka konpòrté anviron di H oun proton oun nétron èstab égalman,Idrojennan sa éléman chimika di niméro atomik di senbòl H Idrojennan ki prézan asou Latè sa prèsk antchèrman konstitchwé di izotòp èstaba H oun proton zéro nétron mè ka konpòrté anviron di H oun proton oun nétron èstab égalman
"Oun trwazyenm izotòp 3H (oun proton, Dé nétron), enstab, sa roun prodjwi annan èsplzyon nikléyèr-ya.",Oun trwazyenm izotòp H oun proton Dé nétron enstab sa roun prodjwi annan èsplzyon nikléyèrya,Oun trwazyenm izotòp H oun proton Dé nétron enstab sa roun prodjwi annan èsplzyon nikléyèrya
"Sa trwa izotòp-ya ki rèspèktivman aplé protium, deutérium é tritium.",Sa trwa izotòpya ki rèspèktivman aplé protium deutérium é tritium,Sa trwa izotòpya ki rèspèktivman aplé protium deutérium é tritium
"Idrojenn-an pouvé gen nonm-yan d'oksidasyon 0 (di idrojenn H2 oben idrojenn métalik), +I (annan laplipa di so konpozé chimik-ya) é –I (annan idrir métalik-ya).",Idrojennan pouvé gen nonmyan doksidasyon di idrojenn H oben idrojenn métalik I annan laplipa di so konpozé chimikya é I annan idrir métalikya,Idrojennan pouvé gen nonmyan doksidasyon di idrojenn H oben idrojenn métalik I annan laplipa di so konpozé chimikya é I annan idrir métalikya
"Idrojenn-an sa roun éléman élèktropozitif, frékaman yonizé à l'état H+ oben H3O+.",Idrojennan sa roun éléman élèktropozitif frékaman yonizé à létat H oben HO,Idrojennan sa roun éléman élèktropozitif frékaman yonizé à létat H oben HO
"[[Mè]] li ka fòrmé osi dé lyézon kovalant, notamment annan dilo-a é matchè òrganik-a.",Mè li ka fòrmé osi dé lyézon kovalant notamment annan diloa é matchè òrganika,Mè li ka fòrmé osi dé lyézon kovalant notamment annan diloa é matchè òrganika
"Sri Lanka sa roun Léta ensilèr di sibkontinan endjen ki sitchwé o sidlès di Lenn, ki péplé di anviron ven milyon di moun di lorijin, di rélijyon, di lanng é di diférant koutchoum.",Sri Lanka sa roun Léta ensilèr di sibkontinan endjen ki sitchwé o sidlès di Lenn ki péplé di anviron ven milyon di moun di lorijin di rélijyon di lanng é di diférant koutchoum,Sri Lanka sa roun Léta ensilèr di sibkontinan endjen ki sitchwé o sidlès di Lenn ki péplé di anviron ven milyon di moun di lorijin di rélijyon di lanng é di diférant koutchoum
Abraham (hébreu : אַבְרָהָם /av.ra.,Abraham hébreu אַבְרָהָם avra,Abraham hébreu אַבְרָהָם avra
"'ham/, guèze : አብርሃም /ab.ra.",ham guèze አብርሃም abra,ham guèze አብርሃም abra
"'ham/, arab : إبراهيم/ib.ra.",ham arab إبراهيمibra,ham arab إبراهيمibra
"'him/) sa prensipal patriyarch-a dé rélijyon jwiv, krétchenn ké musulmane.",him sa prensipal patriyarcha dé rélijyon jwiv krétchenn ké musulmane,him sa prensipal patriyarcha dé rélijyon jwiv krétchenn ké musulmane
"Li sa figir santral-a di [[Liv]] di Jénèz-a, é sa nonmen Ibrahim annan Koran.",Li sa figir santrala di Liv di Jénèza é sa nonmen Ibrahim annan Koran,Li sa figir santrala di Liv di Jénèza é sa nonmen Ibrahim annan Koran
"Konsidéré kou pè di pèp jwif, i ka fè [[parti]] dé pronmyé patriyarch di Labib-a.",Konsidéré kou pè di pèp jwif i ka fè parti dé pronmyé patriyarch di Labiba,Konsidéré kou pè di pèp jwif i ka fè parti dé pronmyé patriyarch di Labiba
"Inisyatò di monotéyism, aïeul di joudayisme é di kristchanism, li sa konsidéré kou roun gran pofèt annan Islam-an.",Inisyatò di monotéyism aïeul di joudayisme é di kristchanism li sa konsidéré kou roun gran pofèt annan Islaman,Inisyatò di monotéyism aïeul di joudayisme é di kristchanism li sa konsidéré kou roun gran pofèt annan Islaman
"Vanuatu (prounonsyasyon : /va.nu.a.tu/), an form long Répiblik di Vanuatu (an bichelamar Ripablik blong Vanuatu, an annglé Republic of Vanuatu), sa roun Léta di [[Loséyanni]] kisitchwé an Mélannézi, annan Sidwès di [[loséyan Pasifik]], an lanmè di Koray.",Vanuatu prounonsyasyon vanuatu an form long Répiblik di Vanuatu an bichelamar Ripablik blong Vanuatu an annglé Republic of Vanuatu sa roun Léta di Loséyanni kisitchwé an Mélannézi annan Sidwès di loséyan Pasifik an lanmè di Koray,Vanuatu prounonsyasyon vanuatu an form long Répiblik di Vanuatu an bichelamar Ripablik blong Vanuatu an annglé Republic of Vanuatu sa roun Léta di Loséyanni kisitchwé an Mélannézi annan Sidwès di loséyan Pasifik an lanmè di Koray
"[[Désen]]-an sa roun tèknik ki ka konsisté à rouprézanté vizwèlman, an Dé dimansyon, pèrsonnaj, péyizaj oben lòbjè.",Désenan sa roun tèknik ki ka konsisté à rouprézanté vizwèlman an Dé dimansyon pèrsonnaj péyizaj oben lòbjè,Désenan sa roun tèknik ki ka konsisté à rouprézanté vizwèlman an Dé dimansyon pèrsonnaj péyizaj oben lòbjè
"Désen linéyèr-a ka rouprézanté lòbjè-ya pa yé kontour é tchèk lign karaktéristik ; odéla di sa limit, désen-an ka dévlopé so kò an rouprézantan lonm-yan, pa lègzanp pa achir-ya, ka enkòrporé dé koulò, é ka réjwenn, san tranzisyon nèt, lapentir-a.",Désen linéyèra ka rouprézanté lòbjèya pa yé kontour é tchèk lign karaktéristik odéla di sa limit désenan ka dévlopé so kò an rouprézantan lonmyan pa lègzanp pa achirya ka enkòrporé dé koulò é ka réjwenn san tranzisyon nèt lapentira,Désen linéyèra ka rouprézanté lòbjèya pa yé kontour é tchèk lign karaktéristik odéla di sa limit désenan ka dévlopé so kò an rouprézantan lonmyan pa lègzanp pa achirya ka enkòrporé dé koulò é ka réjwenn san tranzisyon nèt lapentira
"Lannen 2007 sa oun lannen konmin di kalandriyé grégoryen ki ka koumansé oun [[lendi]], a 2007e lannen di nou lè, 7e lannen di IIIe milénèr é di XXIe syèk 8e lannen di déséni 2000-2009.",Lannen sa oun lannen konmin di kalandriyé grégoryen ki ka koumansé oun lendi a e lannen di nou lè e lannen di IIIe milénèr é di XXIe syèk e lannen di déséni,Lannen sa oun lannen konmin di kalandriyé grégoryen ki ka koumansé oun lendi a e lannen di nou lè e lannen di IIIe milénèr é di XXIe syèk e lannen di déséni
1545 sa roun lannen ki ka koumansé oun [[jédi]].,sa roun lannen ki ka koumansé oun jédi,sa roun lannen ki ka koumansé oun jédi
"[[Karl Marx]] (prounonsé an alman standar [kaːɐ̯l ˈmaːɐ̯ks]), né 5 mè 1818 atè [[Trèves]] an [[Rhénanie]] é mouri 14 mars 1883 atè [[Lonn]], sa roun istoryen, journalis, filozòf, sosyològ, ékonomis, éséyis, téyorisyen di révolisyon-an, sosyalis ké kominis alman.",Karl Marx prounonsé an alman standar kaːɐ̯l ˈmaːɐ̯ks né mè atè Trèves an Rhénanie é mouri mars atè Lonn sa roun istoryen journalis filozòf sosyològ ékonomis éséyis téyorisyen di révolisyonan sosyalis ké kominis alman,Karl_Marx prounonsé an alman standar kaːɐ̯l ˈmaːɐ̯ks né mè atè Trèves an Rhénanie é mouri mars atè Lonn sa roun istoryen journalis filozòf sosyològ ékonomis éséyis téyorisyen di révolisyonan sosyalis ké kominis alman
"Li sa konnèt pou so konsèpsyon matéryalis di listwè-a, so dèskripsyon dé rouwaj di kapitalism, é pou so aktivité révolisyonèr osen di mouvman ouvriyé.",Li sa konnèt pou so konsèpsyon matéryalis di listwèa so dèskripsyon dé rouwaj di kapitalism é pou so aktivité révolisyonèr osen di mouvman ouvriyé,Li sa konnèt pou so konsèpsyon matéryalis di listwèa so dèskripsyon dé rouwaj di kapitalism é pou so aktivité révolisyonèr osen di mouvman ouvriyé
Li notaman partisipé à Asosyasyon entèrnasyonal dé travayò.,Li notaman partisipé à Asosyasyon entèrnasyonal dé travayò,Li notaman partisipé à Asosyasyon entèrnasyonal dé travayò
"Lenfòrmatik-a sa roun donmenn di laktivité syantifik, tèknik ké endistriyèl ki ka konsèrnen trètman otonmatik di lenfòrmasyon-an pa lègzékisyon-an di progranm enfòrmatik pa dé machin : dé sistenm anbarké, dé òrdinatò, dé robo, dé otomat, etc.",Lenfòrmatika sa roun donmenn di laktivité syantifik tèknik ké endistriyèl ki ka konsèrnen trètman otonmatik di lenfòrmasyonan pa lègzékisyonan di progranm enfòrmatik pa dé machin dé sistenm anbarké dé òrdinatò dé robo dé otomat etc,Lenfòrmatika sa roun donmenn di laktivité syantifik tèknik ké endistriyèl ki ka konsèrnen trètman otonmatik di lenfòrmasyonan pa lègzékisyonan di progranm enfòrmatik pa dé machin dé sistenm anbarké dé òrdinatò dé robo dé otomat etc
