text,text_clean,text_ents
Piis okor bitwiin echrojiinos suoshal gruup ah kiaraktaraiz bai [[lak]] a kanflik ah friidom frah fier a voilens.,Piis okor bitwiin echrojiinos suoshal gruup ah kiaraktaraiz bai lak a kanflik ah friidom frah fier a voilens,Piis okor bitwiin echrojiinos suoshal gruup ah kiaraktaraiz bai lak a kanflik ah friidom frah fier a voilens
"Kamanli andastan az di absens a astiliti, piis noftaim invalv kampramaiz, ah dierfuor inishiet wid taatful lisnin ah kamiunikieshan fi inans ah kriet myuuchal andstanin.",Kamanli andastan az di absens a astiliti piis noftaim invalv kampramaiz ah dierfuor inishiet wid taatful lisnin ah kamiunikieshan fi inans ah kriet myuuchal andstanin,Kamanli andastan az di absens a astiliti piis noftaim invalv kampramaiz ah dierfuor inishiet wid taatful lisnin ah kamiunikieshan fi inans ah kriet myuuchal andstanin
"Ina matimatix, skwier ruut a wah nomba a a soch nomba y soch [[dat]] y2 = a, [[dat]] fi se, wah nomba y uufa skwier (di rizolt frah moltiplai di nomba bai iself, ar y × y) a a.",Ina matimatix skwier ruut a wah nomba a a soch nomba y soch dat y a dat fi se wah nomba y uufa skwier di rizolt frah moltiplai di nomba bai iself ar y × y a a,Ina matimatix skwier ruut a wah nomba a a soch nomba y soch dat y a dat fi se wah nomba y uufa skwier di rizolt frah moltiplai di nomba bai iself ar y × y a a
"[1] Fi egzampl, 4 ah −4 a skwier ruut a 16 bikaa 42 = (−4)2 = 16.",Fi egzampl ah − a skwier ruut a bikaa −,Fi egzampl ah − a skwier ruut a bikaa −
"Ebri nan-negitiv riil nomba a ab wah yuuniik nan-negitiv skwier ruut, kaal di prinsipal skwier ruut, we dinuot bai √a, we √ kaal di radikal sain ar radix.",Ebri nannegitiv riil nomba a ab wah yuuniik nannegitiv skwier ruut kaal di prinsipal skwier ruut we dinuot bai √a we √ kaal di radikal sain ar radix,Ebri nannegitiv riil nomba a ab wah yuuniik nannegitiv skwier ruut kaal di prinsipal skwier ruut we dinuot bai √a we √ kaal di radikal sain ar radix
"Fi egzampl, di prinsipal skwier ruut a 9 a 3, dinuot √9 = 3, bikaa 32 = 3 × 3 = 9 ah 3 nan-negitiv.",Fi egzampl di prinsipal skwier ruut a a dinuot √ bikaa × ah nannegitiv,Fi egzampl di prinsipal skwier ruut a a dinuot √ bikaa × ah nannegitiv
Di toerm uufa ruut a-kansida nuo az di radikan.,Di toerm uufa ruut akansida nuo az di radikan,Di toerm uufa ruut akansida nuo az di radikan
"Di radikan a di nomba ar expreshan andaniit di radikal sain, ina disya hegzampl 9.",Di radikan a di nomba ar expreshan andaniit di radikal sain ina disya hegzampl,Di radikan a di nomba ar expreshan andaniit di radikal sain ina disya hegzampl
"Faya a di rapid axidieshan a matiirial ina di hexotoermik kimikal pruoses a komboshan, we riliis [[iit]], [[lait]], ah difrah-difrah riakshan prodok.",Faya a di rapid axidieshan a matiirial ina di hexotoermik kimikal pruoses a komboshan we riliis iit lait ah difrahdifrah riakshan prodok,Faya a di rapid axidieshan a matiirial ina di hexotoermik kimikal pruoses a komboshan we riliis iit lait ah difrahdifrah riakshan prodok
"""Abū Zayd ‘Abdu r-Raḥman bin Muḥammad bin Khaldūn Al-Hadrami"" (arabik أبو زيد عبد الرحمن بن محمد بن خلدون الحضرمي), nuo az Ibn Khaldūn ar Ibn Khaldoun, (Mie 27, 1332 AD – Maach 19, 1406 AD) wehna wahn palimat fram Naat Afrika.",Abū Zayd ‘ Abdu rRaḥman bin Muḥammad bin Khaldūn AlHadrami arabik أبو زيد عبد الرحمن بن محمد بن خلدون الحضرمي nuo az Ibn Khaldūn ar Ibn Khaldoun Mie AD Maach AD wehna wahn palimat fram Naat Afrika,Abū Zayd ‘ Abdu rRaḥman bin Muḥammad bin Khaldūn AlHadrami arabik أبو زيد عبد الرحمن بن محمد بن خلدون الحضرمي nuo az Ibn Khaldūn ar Ibn Khaldoun Mie AD Maach AD wehna wahn palimat fram Naat Afrika
"Im wehna aschranama, ikanamis, [[istuorian]], Izlamik skala, Izlamik tioluojan, hafiz, juuris, laaya, matimatishan, milichri schratijis, nyuuchrishanis, filasif, sushal saiyantis, ahn stietsman.",Im wehna aschranama ikanamis istuorian Izlamik skala Izlamik tioluojan hafiz juuris laaya matimatishan milichri schratijis nyuuchrishanis filasif sushal saiyantis ahn stietsman,Im wehna aschranama ikanamis istuorian Izlamik skala Izlamik tioluojan hafiz juuris laaya matimatishan milichri schratijis nyuuchrishanis filasif sushal saiyantis ahn stietsman
"Jaamichri (frah di Ienshent Griik: ""γεωμετρία""; geo- ""oert"", -metron ""mejament"") a wah branch a [[matimatix]] kansoern wid kuestian a shiep, saiz, relitiv pozishan a figa, ah di prapati a spies.",Jaamichri frah di Ienshent Griik γεωμετρία geo oert metron mejament a wah branch a matimatix kansoern wid kuestian a shiep saiz relitiv pozishan a figa ah di prapati a spies,Jaamichri frah di Ienshent Griik γεωμετρία geo oert metron mejament a wah branch a matimatix kansoern wid kuestian a shiep saiz relitiv pozishan a figa ah di prapati a spies
Matimatishan uu wok ina di fiil a jaamechri kaal a jaamita.,Matimatishan uu wok ina di fiil a jaamechri kaal a jaamita,Matimatishan uu wok ina di fiil a jaamechri kaal a jaamita
"Jaamichri eh-araiz indipendantli ina nomba a hoerli kolcha az a badi a praktikal nalij kansoernin lent, ieria, ah valyuum, wid eliment a faamal matimatikal sayans we eh-imoerj ina di Wes az hoerli az Taaliiz(Thales 6t senchri BKE).",Jaamichri eharaiz indipendantli ina nomba a hoerli kolcha az a badi a praktikal nalij kansoernin lent ieria ah valyuum wid eliment a faamal matimatikal sayans we ehimoerj ina di Wes az hoerli az TaaliizThales t senchri BKE,Jaamichri eharaiz indipendantli ina nomba a hoerli kolcha az a badi a praktikal nalij kansoernin lent ieria ah valyuum wid eliment a faamal matimatikal sayans we ehimoerj ina di Wes az hoerli az TaaliizThales t senchri BKE
"Bai di 3d senchri BKE, jaamichri eh-put ina wah axiomatik faam bai Yuuklid (Euclid), uufa chriitment—Yuuklidiyan jaamichri—set standad fi nof senchri we fala.",Bai di d senchri BKE jaamichri ehput ina wah axiomatik faam bai Yuuklid Euclid uufa chriitment—Yuuklidiyan jaamichri—set standad fi nof senchri we fala,Bai di d senchri BKE jaamichri ehput ina wah axiomatik faam bai Yuuklid Euclid uufa chriitment—Yuuklidiyan jaamichri—set standad fi nof senchri we fala
"[1] Aakimidiiz eh-divelop injiinos tekniik fi kialkiuliet ieria ah valyuum, ina wuoliip a wie we antisipiet madan intigral kialkiulos.",Aakimidiiz ehdivelop injiinos tekniik fi kialkiuliet ieria ah valyuum ina wuoliip a wie we antisipiet madan intigral kialkiulos,Aakimidiiz ehdivelop injiinos tekniik fi kialkiuliet ieria ah valyuum ina wuoliip a wie we antisipiet madan intigral kialkiulos
"Buitrago a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Buitrago a wahn miunisipaliti luokiet ina di pravins a Soria Kiastiil ahn León Spien,Buitrago a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien
"Di [[Jumiekan Kiev Aaganizieshan]] (JKA) a wah aal-valintier kievin aaganizieshan we divuot tu di prezavieshan, explorieshan ah dakiumentieshan a kiev ina [[Jumieka]].",Di Jumiekan Kiev Aaganizieshan JKA a wah aalvalintier kievin aaganizieshan we divuot tu di prezavieshan explorieshan ah dakiumentieshan a kiev ina Jumieka,Di Jumiekan_Kiev_Aaganizieshan JKA a wah aalvalintier kievin aaganizieshan we divuot tu di prezavieshan explorieshan ah dakiumentieshan a kiev ina Jumieka
"Korantli a di onggl nan-prafit gruup ina [[Jumieka]] we dedikiet tu edikieshan, risaach ah advokesi bout kiev.",Korantli a di onggl nanprafit gruup ina Jumieka we dedikiet tu edikieshan risaach ah advokesi bout kiev,Korantli a di onggl nanprafit gruup ina Jumieka we dedikiet tu edikieshan risaach ah advokesi bout kiev
Judas Priest wehn a rak ban frahn [[Ingglan]].,Judas Priest wehn a rak ban frahn Ingglan,Judas Priest wehn a rak ban frahn Ingglan
"Escobosa de Almazán a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Escobosa de Almazán a wahn miunisipaliti luokiet ina di pravins a Soria Kiastiil ahn León Spien,Escobosa de Almazán a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien
Maach a di tod mont a di [[ier]] ina buot di Juulian ah Griguorian kialinda.,Maach a di tod mont a di ier ina buot di Juulian ah Griguorian kialinda,Maach a di tod mont a di ier ina buot di Juulian ah Griguorian kialinda
A wan a sebm mont we a 31 [[die]] lang.,A wan a sebm mont we a die lang,A wan a sebm mont we a die lang
Ina di Nadan Emisfier di miitaralajikal bignin a spring okor pah di fos die a Maach.,Ina di Nadan Emisfier di miitaralajikal bignin a spring okor pah di fos die a Maach,Ina di Nadan Emisfier di miitaralajikal bignin a spring okor pah di fos die a Maach
"Di Maach ikuinax pah di 20t ar 21s maak di aschranamikal bignin a spring ina di Nadan Emisfier ah di bignin a aatom ina di Sodan Emisfier, we Septemba a di siiznal ikuivalent tu Maach ina di Nadan Emisfier.",Di Maach ikuinax pah di t ar s maak di aschranamikal bignin a spring ina di Nadan Emisfier ah di bignin a aatom ina di Sodan Emisfier we Septemba a di siiznal ikuivalent tu Maach ina di Nadan Emisfier,Di Maach ikuinax pah di t ar s maak di aschranamikal bignin a spring ina di Nadan Emisfier ah di bignin a aatom ina di Sodan Emisfier we Septemba a di siiznal ikuivalent tu Maach ina di Nadan Emisfier
"J. Rie ah Neviu Limitid (""J. Wray and Nephew Ltd."") a wah distila, blenda, ah bakla a [[rom]], arijiniet ah apariet ina [[Jumieka]].",J Rie ah Neviu Limitid J Wray and Nephew Ltd a wah distila blenda ah bakla a rom arijiniet ah apariet ina Jumieka,J Rie ah Neviu Limitid J Wray and Nephew Ltd a wah distila blenda ah bakla a rom arijiniet ah apariet ina Jumieka
"Lesta a wah siti ina [[Ingglan]], [[Yunaitid Kindom]].",Lesta a wah siti ina Ingglan Yunaitid Kindom,Lesta a wah siti ina Ingglan Yunaitid Kindom
"[[Brazil]], [[Rosha]], ""h""India, [[Piiplz Ripoblik a Chaina]] ahn di [[Sout Afrika]]",Brazil Rosha hIndia Piiplz Ripoblik a Chaina ahn di Sout Afrika,Brazil Rosha hIndia Piiplz Ripoblik a Chaina ahn di Sout Afrika
"Bayokimischri, somtaim kaal bayolajikal kimischri, a di todi a kimikal pruoses widin ah riliet tu libm aaganizam.",Bayokimischri somtaim kaal bayolajikal kimischri a di todi a kimikal pruoses widin ah riliet tu libm aaganizam,Bayokimischri somtaim kaal bayolajikal kimischri a di todi a kimikal pruoses widin ah riliet tu libm aaganizam
"Mario li se yon pèsonaj nan yon sèl nenpòt seri jwèt videyo plis pi popilè nan mond lan, devlope pa Nintendo (yon software house nan videogames nan Japon).",Mario li se yon pèsonaj nan yon sèl nenpòt seri jwèt videyo plis pi popilè nan mond lan devlope pa Nintendo yon software house nan videogames nan Japon,Mario li se yon pèsonaj nan yon sèl nenpòt seri jwèt videyo plis pi popilè nan mond lan devlope pa Nintendo yon software house nan videogames nan Japon
"Li nan yon idwolik ki mete yon kostim ble, yon chemiz manch long wouj ak yon chapo wouj.",Li nan yon idwolik ki mete yon kostim ble yon chemiz manch long wouj ak yon chapo wouj,Li nan yon idwolik ki mete yon kostim ble yon chemiz manch long wouj ak yon chapo wouj
Li te kreye pa [[Shigeru Miyamoto]] nan 1981 nan videogame arcade Donkey Kong,Li te kreye pa Shigeru Miyamoto nan nan videogame arcade Donkey Kong,Li te kreye pa Shigeru_Miyamoto nan nan videogame arcade Donkey Kong
Jumiekan Patwa a di nashinal langwij a di konchri a [[Jumieka]].,Jumiekan Patwa a di nashinal langwij a di konchri a Jumieka,Jumiekan Patwa a di nashinal langwij a di konchri a Jumieka
"Alduo ""h""Ingglish a di ""h""ofishal langwij a Jumieka, ahn dehn aal av wa dehn kaal [[Jumiekan Ingglish]], a muosli bakra ahn tapanaaris yu ie wid i ina ""h""ofishal sorkl, anles smadi a chrai piiki-puoki fi ""h""impres piipl.",Alduo hIngglish a di hofishal langwij a Jumieka ahn dehn aal av wa dehn kaal Jumiekan Ingglish a muosli bakra ahn tapanaaris yu ie wid i ina hofishal sorkl anles smadi a chrai piikipuoki fi himpres piipl,Alduo hIngglish a di hofishal langwij a Jumieka ahn dehn aal av wa dehn kaal Jumiekan_Ingglish a muosli bakra ahn tapanaaris yu ie wid i ina hofishal sorkl anles smadi a chrai piikipuoki fi himpres piipl
"Noftaim, Jumiekan piipl muuv bitwiin di braad Patwa ahn Jumiekan Ingglish wen dem de taak, aal iina di siem sentens.",Noftaim Jumiekan piipl muuv bitwiin di braad Patwa ahn Jumiekan Ingglish wen dem de taak aal iina di siem sentens,Noftaim Jumiekan piipl muuv bitwiin di braad Patwa ahn Jumiekan Ingglish wen dem de taak aal iina di siem sentens
Aborijinal dedlef.,Aborijinal dedlef,Aborijinal dedlef
"Di fos piipl wi nuo bout we wehn de liv pan di hailan a di [[Taino]] dem, we did taak [[Arawak]] langwij.",Di fos piipl wi nuo bout we wehn de liv pan di hailan a di Taino dem we did taak Arawak langwij,Di fos piipl wi nuo bout we wehn de liv pan di hailan a di Taino dem we did taak Arawak langwij
"Dehn get waip out likl afta di Panyad dem kech a di hailan wen dehn did a sorch fi Kyatie (""Cathay""), di lan a guol ina di Iis.",Dehn get waip out likl afta di Panyad dem kech a di hailan wen dehn did a sorch fi Kyatie Cathay di lan a guol ina di Iis,Dehn get waip out likl afta di Panyad dem kech a di hailan wen dehn did a sorch fi Kyatie Cathay di lan a guol ina di Iis
So dehn no de bout lang inof fi hinfluens di divelopment a Jumiekan Patwa.,So dehn no de bout lang inof fi hinfluens di divelopment a Jumiekan Patwa,So dehn no de bout lang inof fi hinfluens di divelopment a Jumiekan Patwa
"Di fyuu wod we dehn dedlef gi wi a laik ""orikien"", ""kasaava"", ""Liganii"", ""amok"", ""kalalu"" ahn ""guaava"".",Di fyuu wod we dehn dedlef gi wi a laik orikien kasaava Liganii amok kalalu ahn guaava,Di fyuu wod we dehn dedlef gi wi a laik orikien kasaava Liganii amok kalalu ahn guaava
Panish an Puotigiiz Influwens.,Panish an Puotigiiz Influwens,Panish an Puotigiiz Influwens
"Di Panish dem dehnself nehn lef moch muo dan fyuu wod, laik ""pasiero"" frahn ""pasajero"", ahn ""eskobiich"" frahn ""escabechar"".",Di Panish dem dehnself nehn lef moch muo dan fyuu wod laik pasiero frahn pasajero ahn eskobiich frahn escabechar,Di Panish dem dehnself nehn lef moch muo dan fyuu wod laik pasiero frahn pasajero ahn eskobiich frahn escabechar
"Plies-niem laik ""Sivil"", ""hUocho Rayas"", ""Raya Kuoba"", ""Raya Byuuno"" ahn ""Puoto Siiko"" maak dehn paas.",Pliesniem laik Sivil hUocho Rayas Raya Kuoba Raya Byuuno ahn Puoto Siiko maak dehn paas,Pliesniem laik Sivil hUocho Rayas Raya Kuoba Raya Byuuno ahn Puoto Siiko maak dehn paas
"Aalduo di Puotigiiz neba ruul [[Jumieka]], dehn wehn go aal bout [[Afrika]] ahn di [[Kyaribiyan]] chruu di Migl Pachiz a chried sliev.",Aalduo di Puotigiiz neba ruul Jumieka dehn wehn go aal bout Afrika ahn di Kyaribiyan chruu di Migl Pachiz a chried sliev,Aalduo di Puotigiiz neba ruul Jumieka dehn wehn go aal bout Afrika ahn di Kyaribiyan chruu di Migl Pachiz a chried sliev
"Fi dem wod ""pequeno"" a di harijin fi di Jumiekan wod ""pikanini"" an aala di difrant difrant vorzhan a i we yu kyahn fain ina hada Kriol ahn pijin langwij.",Fi dem wod pequeno a di harijin fi di Jumiekan wod pikanini an aala di difrant difrant vorzhan a i we yu kyahn fain ina hada Kriol ahn pijin langwij,Fi dem wod pequeno a di harijin fi di Jumiekan wod pikanini an aala di difrant difrant vorzhan a i we yu kyahn fain ina hada Kriol ahn pijin langwij
"Wi get ""gizaada"" frahn ""guisado"" ahn ""palaava"" frahn ""palavra"".",Wi get gizaada frahn guisado ahn palaava frahn palavra,Wi get gizaada frahn guisado ahn palaava frahn palavra
Di Panish ahn Puotigiiz Juu dem alaik flai kom a [[Jumieka]] fi hekskiep di hIngkwizishan ahn som kom frahn [[Surinam]] ahn hada hels paat a di [[Kyaribiyan]] tu.,Di Panish ahn Puotigiiz Juu dem alaik flai kom a Jumieka fi hekskiep di hIngkwizishan ahn som kom frahn Surinam ahn hada hels paat a di Kyaribiyan tu,Di Panish ahn Puotigiiz Juu dem alaik flai kom a Jumieka fi hekskiep di hIngkwizishan ahn som kom frahn Surinam ahn hada hels paat a di Kyaribiyan tu
"Dehn gi wi niem laka ""Lindo"", ""Liivi"" (""Levy""), ""Dacasta"" (""Dacosta""), ""Gyaasha"" (""Garcia"")ahn ""Agilar"" (""Aguilar"").",Dehn gi wi niem laka Lindo Liivi Levy Dacasta Dacosta Gyaasha Garciaahn Agilar Aguilar,Dehn gi wi niem laka Lindo Liivi Levy Dacasta Dacosta Gyaasha Garciaahn Agilar Aguilar
Di British Tamp.,Di British Tamp,Di British Tamp
"Chuu dehn nehn a du so [[wel]] fi kanchruol di Nyuu [[Wol]] gens di Panish dem, sohn hInglish [[admiral]] disaid se dem a go tek we [[Jumieka]] fi hAliva Kramwel ([[Oliver Cromwell]]) no tuu bex wid dem.",Chuu dehn nehn a du so wel fi kanchruol di Nyuu Wol gens di Panish dem sohn hInglish admiral disaid se dem a go tek we Jumieka fi hAliva Kramwel Oliver Cromwell no tuu bex wid dem,Chuu dehn nehn a du so wel fi kanchruol di Nyuu Wol gens di Panish dem sohn hInglish admiral disaid se dem a go tek we Jumieka fi hAliva Kramwel Oliver Cromwell no tuu bex wid dem
"Di Panish dem nehn hekspek fi get atak so dehn nehn pripier nontaal, so a dat [[mek]] nof a dem ron we go a [[Kyuuba]].",Di Panish dem nehn hekspek fi get atak so dehn nehn pripier nontaal so a dat mek nof a dem ron we go a Kyuuba,Di Panish dem nehn hekspek fi get atak so dehn nehn pripier nontaal so a dat mek nof a dem ron we go a Kyuuba
Som a dehn sliev tek di hapachyuuniti fi ron go op ina di il dem fi jain di Maruun dem.,Som a dehn sliev tek di hapachyuuniti fi ron go op ina di il dem fi jain di Maruun dem,Som a dehn sliev tek di hapachyuuniti fi ron go op ina di il dem fi jain di Maruun dem
"Frahn dem taim de, hIngglish tek ruut, an di suolja ahn siela dem taat fi tiich i. Aafa [[dat]], di sekla dem wehn tiich i tu, wid dehn uovasia, buk-kipa, hindencha saabant ahn mishineri dem.",Frahn dem taim de hIngglish tek ruut an di suolja ahn siela dem taat fi tiich i Aafa dat di sekla dem wehn tiich i tu wid dehn uovasia bukkipa hindencha saabant ahn mishineri dem,Frahn dem taim de hIngglish tek ruut an di suolja ahn siela dem taat fi tiich i Aafa dat di sekla dem wehn tiich i tu wid dehn uovasia bukkipa hindencha saabant ahn mishineri dem
Som a demaya taak difrant riijanal British daiyalek an a so wi get di Skatish ahn hAirish influwens.,Som a demaya taak difrant riijanal British daiyalek an a so wi get di Skatish ahn hAirish influwens,Som a demaya taak difrant riijanal British daiyalek an a so wi get di Skatish ahn hAirish influwens
We [[Jumieka]] Taak Kom Fram.,We Jumieka Taak Kom Fram,We Jumieka Taak Kom Fram
"Di linggwis dem kliem se ""pyuor"" Jumiekan, we yu fain muosli a konchri, wid riijanal difrans, a wahn mikscha a sebmtiint senchri ""h""Ingglish ahn Wes Afrikan langwij, (muosli Chui), kanschrokshan ahn vokyabileri, wid som [[Panish]] ahn Puotigiiz iin de tu fi wahn nais miksop.",Di linggwis dem kliem se pyuor Jumiekan we yu fain muosli a konchri wid riijanal difrans a wahn mikscha a sebmtiint senchri hIngglish ahn Wes Afrikan langwij muosli Chui kanschrokshan ahn vokyabileri wid som Panish ahn Puotigiiz iin de tu fi wahn nais miksop,Di linggwis dem kliem se pyuor Jumiekan we yu fain muosli a konchri wid riijanal difrans a wahn mikscha a sebmtiint senchri hIngglish ahn Wes Afrikan langwij muosli Chui kanschrokshan ahn vokyabileri wid som Panish ahn Puotigiiz iin de tu fi wahn nais miksop
"Di ""h""aksent ahn tuon a vais kom frahn Skatish ahn ""h""Airish.",Di haksent ahn tuon a vais kom frahn Skatish ahn hAirish,Di haksent ahn tuon a vais kom frahn Skatish ahn hAirish
"Bies pan di [[ischri a Jumieka]], dis shudn sopraizn sins di bolk a di papilieshan disen frahn sliev we kom frahn Wes Afrika, we di Panish dem bring kom, den dem lorn Ingglish frahn dehn British uona, bakra, ""h""advenchara, ahn mishaneri.",Bies pan di ischri a Jumieka dis shudn sopraizn sins di bolk a di papilieshan disen frahn sliev we kom frahn Wes Afrika we di Panish dem bring kom den dem lorn Ingglish frahn dehn British uona bakra hadvenchara ahn mishaneri,Bies pan di ischri_a_Jumieka dis shudn sopraizn sins di bolk a di papilieshan disen frahn sliev we kom frahn Wes Afrika we di Panish dem bring kom den dem lorn Ingglish frahn dehn British uona bakra hadvenchara ahn mishaneri
Di Stietos a Patwa Rait Ya Nou.,Di Stietos a Patwa Rait Ya Nou,Di Stietos a Patwa Rait Ya Nou
"[[A]] guda faiv miliyan piipl (dat inkluud di papilieshan a [[Jumieka]] an di daiyaspora), taak Jumiekan [[ina]] wan faam ar di ""h""ada.",A guda faiv miliyan piipl dat inkluud di papilieshan a Jumieka an di daiyaspora taak Jumiekan ina wan faam ar di hada,A guda faiv miliyan piipl dat inkluud di papilieshan a Jumieka an di daiyaspora taak Jumiekan ina wan faam ar di hada
"Laka eni ""h""ada livin langwij, i chienj ahn kantinyu fi chienj uoba taim.",Laka eni hada livin langwij i chienj ahn kantinyu fi chienj uoba taim,Laka eni hada livin langwij i chienj ahn kantinyu fi chienj uoba taim
"Mosi ""h""onggl fyuu ""h""oul-taima baka bush a konchri, ar dem de we kot aaf frahn waa gwaan a yaad chuu dem de a farin kyaahn chat di braad Patwa, ar wa dem kaal Uol ar Klasikal Jumiekan.",Mosi honggl fyuu houltaima baka bush a konchri ar dem de we kot aaf frahn waa gwaan a yaad chuu dem de a farin kyaahn chat di braad Patwa ar wa dem kaal Uol ar Klasikal Jumiekan,Mosi honggl fyuu houltaima baka bush a konchri ar dem de we kot aaf frahn waa gwaan a yaad chuu dem de a farin kyaahn chat di braad Patwa ar wa dem kaal Uol ar Klasikal Jumiekan
Di majariti a piipl we taak Patwa taak sitn we de somwe ina di migl a di spekchrom.,Di majariti a piipl we taak Patwa taak sitn we de somwe ina di migl a di spekchrom,Di majariti a piipl we taak Patwa taak sitn we de somwe ina di migl a di spekchrom
"Dehn ""h""aalwiez a [[mek]]-op nyuu wod laka ""aatikal"" ahn ""tapanaaris"", ar a bara wod laik ""bling-bling"" fram hada langwij chuu muo piipl kyahn go a farin nou an a komyuunikiet wid dem hilekchranik divais.",Dehn haalwiez a mekop nyuu wod laka aatikal ahn tapanaaris ar a bara wod laik blingbling fram hada langwij chuu muo piipl kyahn go a farin nou an a komyuunikiet wid dem hilekchranik divais,Dehn haalwiez a mekop nyuu wod laka aatikal ahn tapanaaris ar a bara wod laik blingbling fram hada langwij chuu muo piipl kyahn go a farin nou an a komyuunikiet wid dem hilekchranik divais
Di langwij wi chienj bot i n'aa go ded far i tek iin eni nyuu wod an Jumiekanaiz i.,Di langwij wi chienj bot i naa go ded far i tek iin eni nyuu wod an Jumiekanaiz i,Di langwij wi chienj bot i naa go ded far i tek iin eni nyuu wod an Jumiekanaiz i
"[[So]] lang az Jumiekan kantinyu fi taak di siem wie, dehn n'aa go tap tek i siem Ingglish ahn ton i [[ina]] dem uona langwij.",So lang az Jumiekan kantinyu fi taak di siem wie dehn naa go tap tek i siem Ingglish ahn ton i ina dem uona langwij,So lang az Jumiekan kantinyu fi taak di siem wie dehn naa go tap tek i siem Ingglish ahn ton i ina dem uona langwij
"[[Aal]] nou, no govament aatariti no waahn [[mek]] i ofishal.",Aal nou no govament aatariti no waahn mek i ofishal,Aal nou no govament aatariti no waahn mek i ofishal
"No mata umoch dehn waahn sopres i, a ""h""it [[Jumieka]] piipl wi ""h""aalwiez taak.",No mata umoch dehn waahn sopres i a hit Jumieka piipl wi haalwiez taak,No mata umoch dehn waahn sopres i a hit Jumieka piipl wi haalwiez taak
I don du aredi.,I don du aredi,I don du aredi
"[[A]] dem langwij muo dahn ""h""eniting els set dem apaat az wahn piipl.",A dem langwij muo dahn heniting els set dem apaat az wahn piipl,A dem langwij muo dahn heniting els set dem apaat az wahn piipl
Grama.,Grama,Grama
Noun.,Noun,Noun
"Laka [[ina]] ""h""Ingglish, noun no chienjop fi suut nomba, kies nar jenda.",Laka ina hIngglish noun no chienjop fi suut nomba kies nar jenda,Laka ina hIngglish noun no chienjop fi suut nomba kies nar jenda
Demaya shuo adawaiz ar di kanteks wi tel yu.,Demaya shuo adawaiz ar di kanteks wi tel yu,Demaya shuo adawaiz ar di kanteks wi tel yu
Pluural<br/> <br/>wan bwai &gt; tuu bwai<br/>som bwai &gt; some boys<br/>demde bwai &gt; those boys <br/>di bwai dem &gt; nof bwai  Pruonoun.,Pluuralbr brwan bwai gt tuu bwaibrsom bwai gt some boysbrdemde bwai gt those boys brdi bwai dem gt nof bwai Pruonoun,Pluuralbr brwan bwai gt tuu bwaibrsom bwai gt some boysbrdemde bwai gt those boys brdi bwai dem gt nof bwai Pruonoun
mi  yu  im/ihn | shi* | i  wi  unu  deh Pozeshan.,mi yu imihn shi i wi unu deh Pozeshan,mi yu imihn shi i wi unu deh Pozeshan
mi - fimi  yu - fiyu  im/ihn | ar | i - fiim/fiar/fiit  wi - fiwi  unu - fiunu  dem - fidem Ditormina.,mi fimi yu fiyu imihn ar i fiimfiarfiit wi fiwi unu fiunu dem fidem Ditormina,mi fimi yu fiyu imihn ar i fiimfiarfiit wi fiwi unu fiunu dem fidem Ditormina
wahn/wan  di  dis/disya  dat/datde  dem(a)ya  demde  som  heni  hebri  haal  non Intaragativ.,wahnwan di disdisya datdatde demaya demde som heni hebri haal non Intaragativ,wahnwan di disdisya datdatde demaya demde som heni hebri haal non Intaragativ
(a)-uu  (a)-uufa  (a)-wa/a-wara  (a)-wich  (a)-wen  (a)-wa [[mek]]/sieka wa  (a)-we/we paat/wich paat  (a)-ou Pripozishan.,auu auufa awaawara awich awen awa meksieka wa awewe paatwich paat aou Pripozishan,auu auufa awaawara awich awen awa meksieka wa awewe paatwich paat aou Pripozishan
(pan) tap a andaniit said a  front a bak a iina outsaid a insaid a kraas fram uova  anda bitwiin,pan tap a andaniit said a front a bak a iina outsaid a insaid a kraas fram uova anda bitwiin,pan tap a andaniit said a front a bak a iina outsaid a insaid a kraas fram uova anda bitwiin
Aatilari a wah klaas a laaj [[milichri]] wepan bil fi faya miunishan for biyan di rienj ah powa a infanchi sumaal aamz.,Aatilari a wah klaas a laaj milichri wepan bil fi faya miunishan for biyan di rienj ah powa a infanchi sumaal aamz,Aatilari a wah klaas a laaj milichri wepan bil fi faya miunishan for biyan di rienj ah powa a infanchi sumaal aamz
"Hoerli aatilari divelopment eh-fuokos pah di abiliti fi briich faatifikieshan, ah liid tu ebi, fierli imuobail siij injin.",Hoerli aatilari divelopment ehfuokos pah di abiliti fi briich faatifikieshan ah liid tu ebi fierli imuobail siij injin,Hoerli aatilari divelopment ehfuokos pah di abiliti fi briich faatifikieshan ah liid tu ebi fierli imuobail siij injin
"Az teknalaji himpruuv, laita muo muobail fiil aatilari eh-divelop fi baklfiil yuus.",Az teknalaji himpruuv laita muo muobail fiil aatilari ehdivelop fi baklfiil yuus,Az teknalaji himpruuv laita muo muobail fiil aatilari ehdivelop fi baklfiil yuus
