text,text_clean,text_ents
KĂ«sĂ«-mbĂ¶tĂ¶ / Toro-kĂ«sĂ« / VulĂĽ-kĂ«sĂ«,KĂ « sĂ « mbĂ¶tĂ¶ TorokĂ « sĂ « VulĂĽkĂ « sĂ «,KĂ « sĂ « mbĂ¶tĂ¶ TorokĂ « sĂ « VulĂĽkĂ « sĂ «
Kotä,Kotä,Kotä
Tî lo likodoro Yamoussoukro.,Tî lo likodoro Yamoussoukro,Tî lo likodoro Yamoussoukro
Soro,Soro,Soro
Nziä,Nziä,Nziä
B채ng창su yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창-k철t채 t챤 Mb철m체.,B채ng창su yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 Mb철m체,B채ng창su yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 Mb철m체
Faustin-Archange Touad챕ra (Bangui 21 ngub챘 1957) yeke w채kpal챘k철d철r철 wab챗afr챤ca t창k창 gbeny척gb챦채 t챤 B챗afr챤ka dip챤i s척 nyenye 2008.,FaustinArchange Touad챕ra Bangui ngub챘 yeke w채kpal챘k철d철r철 wab챗afr챤ca t창k창 gbeny척gb챦채 t챤 B챗afr챤ka dip챤i s척 nyenye,FaustinArchange Touad챕ra Bangui ngub챘 yeke w채kpal챘k철d철r철 wab챗afr챤ca t창k창 gbeny척gb챦채 t챤 B챗afr챤ka dip챤i s척 nyenye
Ngöngö,Ngöngö,Ngöngö
Tî lo likodoro Monrovia.,Tî lo likodoro Monrovia,Tî lo likodoro Monrovia
Gbapörö / Mbaförö,Gbapörö Mbaförö,Gbapörö Mbaförö
 yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창-k철t채 t챤 Do-K철t철.,yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 DoK철t철,yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 DoK철t철
Daveke,Daveke,Daveke
A-T챕moin ti J챕hovah - la창 mb챗n챤 l챗g챘 ti vorongo ti nzapa.,AT챕moin ti J챕hovah la창 mb챗n챤 l챗g챘 ti vorongo ti nzapa,AT챕moin ti J챕hovah la창 mb챗n챤 l챗g챘 ti vorongo ti nzapa
횂n챦 k철 m채b챘 t철ng철 n챤 B챤bili.,횂n챦 k철 m채b챘 t철ng철 n챤 B챤bili,횂n챦 k철 m채b챘 t철ng철 n챤 B챤bili
Bejuma yeke k철t채 gb채t채 n챤 ayeke t챤 Venezuela.,Bejuma yeke k철t채 gb채t채 n챤 ayeke t챤 Venezuela,Bejuma yeke k철t채 gb채t채 n챤 ayeke t챤 Venezuela
 yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창-k철t채 t챤 T철-K철t철.,yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 T철K철t철,yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 T철K철t철
Washington D.C. yeke k철t채 gb채t채 n챤 ayeke t챤 횂K철d철r철-척ko t챤 Amer챤ka.,Washington DC yeke k철t채 gb채t채 n챤 ayeke t챤 횂K철d철r철척ko t챤 Amer챤ka,Washington DC yeke k철t채 gb채t채 n챤 ayeke t챤 횂K철d철r철척ko t챤 Amer챤ka
Tî lo likodoro Harare.,Tî lo likodoro Harare,Tî lo likodoro Harare
"[[Sandy Leah Lima]] ([[Campinas]], 28 janeiro 1983) est una cantora brésilien.",Sandy Leah Lima Campinas janeiro est una cantora brésilien,Sandy_Leah_Lima Campinas janeiro est una cantora brésilien
• Website: www.sandyoficial.com.br,• Website wwwsandyoficialcombr,• Website wwwsandyoficialcombr
Đồng Hới is 450 km south Hanoi,Đồng Hới is km south Hanoi,Đồng Hới is km south Hanoi
Sud채an-Mbongo ayeke mb챗n챤 k철d철r철s챗se t챤 Afr챤ka.,Sud채anMbongo ayeke mb챗n챤 k철d철r철s챗se t챤 Afr챤ka,Sud채anMbongo ayeke mb챗n챤 k철d철r철s챗se t챤 Afr챤ka
Gb채t채-s챗gbya n챤 ayeke Juba.,Gb채t채s챗gbya n챤 ayeke Juba,Gb채t채s챗gbya n챤 ayeke Juba
W체ng철 t챤 창wak철d철r철 n챤 as챦 12.340.000 .,W체ng철 t챤 창wak철d철r철 n챤 as챦,W체ng철 t챤 창wak철d철r철 n챤 as챦
S챗se t챤 k철m채nd창-k철t채 t챤 Nan채-G챦r챦b챦z챦 yeke s챗se t챤 k철m채nd창-k철t채 n챤 ayeke t챤 B챗afr챤ka.,S챗se t챤 k철m채nd창k철t채 t챤 Nan채G챦r챦b챦z챦 yeke s챗se t챤 k철m채nd창k철t채 n챤 ayeke t챤 B챗afr챤ka,S챗se t챤 k철m채nd창k철t채 t챤 Nan채G챦r챦b챦z챦 yeke s챗se t챤 k철m채nd창k철t채 n챤 ayeke t챤 B챗afr챤ka
Halëzo Ködörösêse tî Sînä （[[Shinuäa]]：中华人民共和国）yeke kömïnîsii sêse nî ayeke.,Halëzo Ködörösêse tî Sînä （Shinuäa：中华人民共和国）yeke kömïnîsii sêse nî ayeke,Halëzo Ködörösêse tî Sînä （Shinuäa：中华人民共和国）yeke kömïnîsii sêse nî ayeke
Ngbukë,Ngbukë,Ngbukë
Nzaï,Nzaï,Nzaï
Sibisï,Sibisï,Sibisï
[[Lo]]-kö-terë-zamba,Loköterëzamba,Loköterëzamba
"Turukïi yeke sêse nî ayeke tî [[Asie]], na [[Aêropa]].",Turukïi yeke sêse nî ayeke tî Asie na Aêropa,Turukïi yeke sêse nî ayeke tî Asie na Aêropa
Tî lo likodoro Ankara.,Tî lo likodoro Ankara,Tî lo likodoro Ankara
Tî lo likodoro Abuja.,Tî lo likodoro Abuja,Tî lo likodoro Abuja
Nzânda,Nzânda,Nzânda
Koko,Koko,Koko
Gryfice yeke sêse nî ayeke tî [[Pölôni]].,Gryfice yeke sêse nî ayeke tî Pölôni,Gryfice yeke sêse nî ayeke tî Pölôni
Shinuäa（Shinuäa：汉语）,Shinuäa（Shinuäa：汉语）,Shinuäa（Shinuäa：汉语）
Vôn / Seko,Vôn Seko,Vôn Seko
Gb채z채gb철,Gb채z채gb철,Gb채z채gb철
[[Bangi]],Bangi,Bangi
Zezeke / Nze-nzö,Zezeke Nzenzö,Zezeke Nzenzö
Ndûnda,Ndûnda,Ndûnda
Bokaranga yeke gbata nî ayeke tî [[Sêse tî kömändâ-kötä tî Wâmo-Pendë]].,Bokaranga yeke gbata nî ayeke tî Sêse tî kömändâkötä tî WâmoPendë,Bokaranga yeke gbata nî ayeke tî Sêse_tî_kömändâkötä_tî_WâmoPendë
Thanh Hoa is 80 km northeast Hanoi,Thanh Hoa is km northeast Hanoi,Thanh Hoa is km northeast Hanoi
Tî lo likodoro Windhoek.,Tî lo likodoro Windhoek,Tî lo likodoro Windhoek
"Antônio da Silva Fagundes Filho ([[Rio de Janeiro]], 18 abril 1949) est un actor brésilien.",Antônio da Silva Fagundes Filho Rio de Janeiro abril est un actor brésilien,Antônio da Silva Fagundes Filho Rio_de_Janeiro abril est un actor brésilien
Stary Dwór yeke village nî ayeke tî Polone.,Stary Dwór yeke village nî ayeke tî Polone,Stary Dwór yeke village nî ayeke tî Polone
Dazo,Dazo,Dazo
Yor철 t챤 b철t철,Yor철 t챤 b철t철,Yor철 t챤 b철t철
Terra Nostra yeke telenovela.,Terra Nostra yeke telenovela,Terra Nostra yeke telenovela
Tî lo likodoro Lilongwe.,Tî lo likodoro Lilongwe,Tî lo likodoro Lilongwe
Tî lo likodoro Asmara.,Tî lo likodoro Asmara,Tî lo likodoro Asmara
La창 mb챗n챤 l챗ndo t챘n챘b청ku na m챤ngi y창ng창k철d철r철 k청챗 S채ng철 na Angl챘e.,La창 mb챗n챤 l챗ndo t챘n챘b청ku na m챤ngi y창ng창k철d철r철 k청챗 S채ng철 na Angl챘e,La창 mb챗n챤 l챗ndo t챘n챘b청ku na m챤ngi y창ng창k철d철r철 k청챗 S채ng철 na Angl챘e
Mb챗n챤 S채ng철 l챗ndo:,Mb챗n챤 S채ng철 l챗ndo,Mb챗n챤 S채ng철 l챗ndo
Mbenga / Mombändä,Mbenga Mombändä,Mbenga Mombändä
Tî lo likodoro Freetown.,Tî lo likodoro Freetown,Tî lo likodoro Freetown
K철t채-nd척ng척,K철t채nd척ng척,K철t채nd척ng척
Lekpa,Lekpa,Lekpa
[[O]] Clone yeke telenovela.,O Clone yeke telenovela,O Clone yeke telenovela
Mbupu / Kpängbärä,Mbupu Kpängbärä,Mbupu Kpängbärä
Ngôngô,Ngôngô,Ngôngô
Sudäan yeke sêse nî ayeke tî [[Afrîka]].,Sudäan yeke sêse nî ayeke tî Afrîka,Sudäan yeke sêse nî ayeke tî Afrîka
Tî lo likodoro Khartoum.,Tî lo likodoro Khartoum,Tî lo likodoro Khartoum
"&lt;C],øC]",ltCøC,ltCøC
Saratov yeke k철d철r철 n챤 ayeke t챤 Rus챦i.,Saratov yeke k철d철r철 n챤 ayeke t챤 Rus챦i,Saratov yeke k철d철r철 n챤 ayeke t챤 Rus챦i
[[Vôngu]] deer,Vôngu deer,Vôngu deer
La창 mb챗n챤 l챗ndo s챗nd창g챤 na m챤ngi y창ng창k철d철r철 k청챗 S채ng철 na Angl챘e.,La창 mb챗n챤 l챗ndo s챗nd창g챤 na m챤ngi y창ng창k철d철r철 k청챗 S채ng철 na Angl챘e,La창 mb챗n챤 l챗ndo s챗nd창g챤 na m챤ngi y창ng창k철d철r철 k청챗 S채ng철 na Angl챘e
Na nd철 t챤 W챦k챦p챗d챦y채a.,Na nd철 t챤 W챦k챦p챗d챦y채a,Na nd철 t챤 W챦k챦p챗d챦y채a
"T챤 p챤ri n챤, d챦ng철 챦r챦 t철ngana W챦k챦p챗d챦y채a s척 na y창ng창 t챤 s채ng철 ayeke t챗n챘 s척 챘 l챤ngbi t챤 gi ayo p챘pe.",T챤 p챤ri n챤 d챦ng철 챦r챦 t철ngana W챦k챦p챗d챦y채a s척 na y창ng창 t챤 s채ng철 ayeke t챗n챘 s척 챘 l챤ngbi t챤 gi ayo p챘pe,T챤 p챤ri n챤 d챦ng철 챦r챦 t철ngana W챦k챦p챗d챦y채a s척 na y창ng창 t챤 s채ng철 ayeke t챗n챘 s척 챘 l챤ngbi t챤 gi ayo p챘pe
"Zo s척 as청 n챤 ""W챦k챦p챗d챦y채a"" s척, h챤nga-채pe, kod챗 s척 lo yeke d챦 n챤 na n챤 la창.",Zo s척 as청 n챤 W챦k챦p챗d챦y채a s척 h챤nga채pe kod챗 s척 lo yeke d챦 n챤 na n챤 la창,Zo s척 as청 n챤 W챦k챦p챗d챦y채a s척 h챤nga채pe kod챗 s척 lo yeke d챦 n챤 na n챤 la창
"[[Me]] zo al챤ngbi ng창 t챤 d챦 n챤 g챦 ndur체 atene ""W챦k챦p챗d챦y채a"".",Me zo al챤ngbi ng창 t챤 d챦 n챤 g챦 ndur체 atene W챦k챦p챗d챦y채a,Me zo al챤ngbi ng창 t챤 d챦 n챤 g챦 ndur체 atene W챦k챦p챗d챦y채a
S척 la창 mb챦 wa t챤 mb챦 n챤.,S척 la창 mb챦 wa t챤 mb챦 n챤,S척 la창 mb챦 wa t챤 mb챦 n챤
W챦k챦p챗d챦y채a ayeke mb챗n챤 kod챘 t챤 k창ngb챦ng철 h챦ng채ng철-ndo s척 gb창 t챤 창zo k청tu na k청tu al챤ngbi t챤 b청ngbi da채 척ko s챤 zo k청챗 al챤ngbi t챤 wara t챤 manda.,W챦k챦p챗d챦y채a ayeke mb챗n챤 kod챘 t챤 k창ngb챦ng철 h챦ng채ng철ndo s척 gb창 t챤 창zo k청tu na k청tu al챤ngbi t챤 b청ngbi da채 척ko s챤 zo k청챗 al챤ngbi t챤 wara t챤 manda,W챦k챦p챗d챦y채a ayeke mb챗n챤 kod챘 t챤 k창ngb챦ng철 h챦ng채ng철ndo s척 gb창 t챤 창zo k청tu na k청tu al챤ngbi t챤 b청ngbi da채 척ko s챤 zo k청챗 al챤ngbi t챤 wara t챤 manda
"penze t챤 h챦ng채ng철-y챗 s척 zo 척ko 척ko ayeke tokua, 창mb창 t챤 lo s척 ah챤nga y챗 da채 nz철n챤 ayeke l척nzi n챤 b챤ak체 b챤ak체 t철ngana ayeke k청챗 na l챗g챘 n챤 p챗pe.",penze t챤 h챦ng채ng철y챗 s척 zo 척ko 척ko ayeke tokua 창mb창 t챤 lo s척 ah챤nga y챗 da채 nz철n챤 ayeke l척nzi n챤 b챤ak체 b챤ak체 t철ngana ayeke k청챗 na l챗g챘 n챤 p챗pe,penze t챤 h챦ng채ng철y챗 s척 zo 척ko 척ko ayeke tokua 창mb창 t챤 lo s척 ah챤nga y챗 da채 nz철n챤 ayeke l척nzi n챤 b챤ak체 b챤ak체 t철ngana ayeke k청챗 na l챗g챘 n챤 p챗pe
"T철ngas척, h챤o, penze t챤 h챦ng채ng철-y챗 s척 al체t챦, s챦 zo al챤ngbi t챤 manda n챤 s창n t챤 y청-ndo.",T철ngas척 h챤o penze t챤 h챦ng채ng철y챗 s척 al체t챦 s챦 zo al챤ngbi t챤 manda n챤 s창n t챤 y청ndo,T철ngas척 h챤o penze t챤 h챦ng채ng철y챗 s척 al체t챦 s챦 zo al챤ngbi t챤 manda n챤 s창n t챤 y청ndo
Pendere t챤 W챦k챦p챗d챦y채a la창.,Pendere t챤 W챦k챦p챗d챦y채a la창,Pendere t챤 W챦k챦p챗d챦y채a la창
"Na y창 t챤 mar채 t챤 k채ngb챦ng철 h챦ng채ng철-ndo t철ngana t챤 W챦k챦p챗d챦y채a s척, kod챗 n챤 ayeke m챤ngi.",Na y창 t챤 mar채 t챤 k채ngb챦ng철 h챦ng채ng철ndo t철ngana t챤 W챦k챦p챗d챦y채a s척 kod챗 n챤 ayeke m챤ngi,Na y창 t챤 mar채 t챤 k채ngb챦ng철 h챦ng채ng철ndo t철ngana t챤 W챦k챦p챗d챦y채a s척 kod챗 n챤 ayeke m챤ngi
"횂mb챗n챤 ayeke k챗t챗 gb창nda, t철ngana Tikiwiki, s챦 창mb챗n챤 ayeke b챗ta창 k철t채 gb창nda t철ngana W챦k챦p챗d챦y채a s척.",횂mb챗n챤 ayeke k챗t챗 gb창nda t철ngana Tikiwiki s챦 창mb챗n챤 ayeke b챗ta창 k철t채 gb창nda t철ngana W챦k챦p챗d챦y채a s척,횂mb챗n챤 ayeke k챗t챗 gb창nda t철ngana Tikiwiki s챦 창mb챗n챤 ayeke b챗ta창 k철t채 gb창nda t철ngana W챦k챦p챗d챦y채a s척
Mekazë,Mekazë,Mekazë
Mbûhu,Mbûhu,Mbûhu
Danemêrke yeke sêse nî ayeke tî [[Aêropa]].,Danemêrke yeke sêse nî ayeke tî Aêropa,Danemêrke yeke sêse nî ayeke tî Aêropa
Tî lo likodoro Kebenaven.,Tî lo likodoro Kebenaven,Tî lo likodoro Kebenaven
Curitiba (kuɾi'tibɐ) yeke village nî ayeke tî Brésil.,Curitiba kuɾitibɐ yeke village nî ayeke tî Brésil,Curitiba kuɾitibɐ yeke village nî ayeke tî Brésil
Bosangoa yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창-k철t채 t챤 W창mo.,Bosangoa yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 W창mo,Bosangoa yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 W창mo
Bozûmo yeke gbata nî ayeke tî [[Sêse tî kömändâ-kötä tî Wâmo-Pendë]].,Bozûmo yeke gbata nî ayeke tî Sêse tî kömändâkötä tî WâmoPendë,Bozûmo yeke gbata nî ayeke tî Sêse_tî_kömändâkötä_tî_WâmoPendë
"Montpellier yeke gb채t채 n챤 ayeke t챤 k철d철r철 t챤 ""Occitanie"" na banga t챤 Far창nzi.",Montpellier yeke gb채t채 n챤 ayeke t챤 k철d철r철 t챤 Occitanie na banga t챤 Far창nzi,Montpellier yeke gb채t채 n챤 ayeke t챤 k철d철r철 t챤 Occitanie na banga t챤 Far창nzi
"Na ng청 2015, Montpellier ayeke la n챤 mb챗n챤 gb채t채 t챤 azo .",Na ng청 Montpellier ayeke la n챤 mb챗n챤 gb채t채 t챤 azo,Na ng청 Montpellier ayeke la n챤 mb챗n챤 gb채t채 t챤 azo
Gôyongö,Gôyongö,Gôyongö
KĂŞ / KĂ´sĂ¶,KĂŞ KĂ´sĂ¶,KĂŞ KĂ´sĂ¶
Mondondo / Ngbangä,Mondondo Ngbangä,Mondondo Ngbangä
Monzüängë,Monzüängë,Monzüängë
Tî lo likodoro Jakarta.,Tî lo likodoro Jakarta,Tî lo likodoro Jakarta
Mbëngë,Mbëngë,Mbëngë
Tî lo likodoro Kuala Lumpur.,Tî lo likodoro Kuala Lumpur,Tî lo likodoro Kuala Lumpur
Yorö-nden,Yorönden,Yorönden
Gozo,Gozo,Gozo
Albanïi yeke sêse nî ayeke tî [[Aêropa]].,Albanïi yeke sêse nî ayeke tî Aêropa,Albanïi yeke sêse nî ayeke tî Aêropa
Tî lo likodoro Tiranë.,Tî lo likodoro Tiranë,Tî lo likodoro Tiranë
Mbati yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창-k철t채 t챤 Lob창ye.,Mbati yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 Lob창ye,Mbati yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 Lob창ye
Pêmba,Pêmba,Pêmba
S챗se t챤 k철m채nd창-k철t채 t챤 T철-Mb철m체 yeke s챗se t챤 k철m채nd창-k철t채 n챤 ayeke t챤 B챗afr챤ka.,S챗se t챤 k철m채nd창k철t채 t챤 T철Mb철m체 yeke s챗se t챤 k철m채nd창k철t채 n챤 ayeke t챤 B챗afr챤ka,S챗se t챤 k철m채nd창k철t채 t챤 T철Mb철m체 yeke s챗se t챤 k철m채nd창k철t채 n챤 ayeke t챤 B챗afr챤ka
Ngenge,Ngenge,Ngenge
B철y철,B철y철,B철y철
  Campora San Giovanni yeke ködörö nî ayeke tî [[Italùii]].,Campora San Giovanni yeke ködörö nî ayeke tî Italùii,Campora San Giovanni yeke ködörö nî ayeke tî Italùii
Buâra yeke gbata nî ayeke tî [[Sêse tî kömändâ-kötä tî Nanä-Mambere]].,Buâra yeke gbata nî ayeke tî Sêse tî kömändâkötä tî NanäMambere,Buâra yeke gbata nî ayeke tî Sêse_tî_kömändâkötä_tî_NanäMambere
Vinndoli,Vinndoli,Vinndoli
Gbari,Gbari,Gbari
S챗se t챤 k철m채nd창-k철t채 t챤 Do-K철t철 yeke s챗se t챤 k철m채nd창-k철t채 n챤 ayeke t챤 K철d철r철s챗se t챤 B챗afr챤ka.,S챗se t챤 k철m채nd창k철t채 t챤 DoK철t철 yeke s챗se t챤 k철m채nd창k철t채 n챤 ayeke t챤 K철d철r철s챗se t챤 B챗afr챤ka,S챗se t챤 k철m채nd창k철t채 t챤 DoK철t철 yeke s챗se t챤 k철m채nd창k철t채 n챤 ayeke t챤 K철d철r철s챗se t챤 B챗afr챤ka
"Poppokodoro B청ngbi t챤 S챤ngatissa (ITU) na UNESCO ayeke d척ngbi ""Kotta B청ngbi t챤 nd철g챤g챤 mobimba na nd철 t챤 Gb창ndasango na y창ng창 k척te"".",Poppokodoro B청ngbi t챤 S챤ngatissa ITU na UNESCO ayeke d척ngbi Kotta B청ngbi t챤 nd철g챤g챤 mobimba na nd철 t챤 Gb창ndasango na y창ng창 k척te,Poppokodoro B청ngbi t챤 S챤ngatissa ITU na UNESCO ayeke d척ngbi Kotta B청ngbi t챤 nd철g챤g챤 mobimba na nd철 t챤 Gb창ndasango na y창ng창 k척te
Mongbë,Mongbë,Mongbë
"Roubaix (""Robaais"" na y창ng창 t챤 holand챘e) yeke gb채t채 n챤 ayeke t챤 k철d철r철 t챤 ""Hauts-de-France"" na banga t챤 Far창nzi, s척 ayeke ndur체 na katikati t챤 B챗leze.",Roubaix Robaais na y창ng창 t챤 holand챘e yeke gb채t채 n챤 ayeke t챤 k철d철r철 t챤 HautsdeFrance na banga t챤 Far창nzi s척 ayeke ndur체 na katikati t챤 B챗leze,Roubaix Robaais na y창ng창 t챤 holand챘e yeke gb채t채 n챤 ayeke t챤 k철d철r철 t챤 HautsdeFrance na banga t챤 Far창nzi s척 ayeke ndur체 na katikati t챤 B챗leze
"Na ng청 2013, Roubaix ayeke la n챤 mb챗n챤 gb채t채 t챤 azo .",Na ng청 Roubaix ayeke la n챤 mb챗n챤 gb채t채 t챤 azo,Na ng청 Roubaix ayeke la n챤 mb챗n챤 gb채t채 t챤 azo
Onê,Onê,Onê
Lele,Lele,Lele
Mb창r창t창,Mb창r창t창,Mb창r창t창
Ben-görö,Bengörö,Bengörö
Kpäföndo,Kpäföndo,Kpäföndo
Kôlï-biangbändä,Kôlïbiangbändä,Kôlïbiangbändä
[[Asie]] tî âzo nî ayeke 4.164.252.000 (2011).,Asie tî âzo nî ayeke,Asie tî âzo nî ayeke
[[Kâsa]],Kâsa,Kâsa
"Na mo grisa p챘p챘 t챤 d챤ko Mb챘t챦 t챤 Nzap채 t챤 mo l창kw챗, na l챗g챗 t챤 kalendri챘e s척 챘 z챤a ge nd창li t챤 mo.",Na mo grisa p챘p챘 t챤 d챤ko Mb챘t챦 t챤 Nzap채 t챤 mo l창kw챗 na l챗g챗 t챤 kalendri챘e s척 챘 z챤a ge nd창li t챤 mo,Na mo grisa p챘p챘 t챤 d챤ko Mb챘t챦 t챤 Nzap채 t챤 mo l창kw챗 na l챗g챗 t챤 kalendri챘e s척 챘 z챤a ge nd창li t챤 mo
Mbëtï tî Nzapä K철t채 횕r챦 횤se T챤 Nzap채.,Mbëtï tî Nzapä K철t채 횕r챦 횤se T챤 Nzap채,Mbëtï tî Nzapä K철t채 횕r챦 횤se T챤 Nzap채
"I) KĂ”ZO [[TĂ‹NĂ‹]] A mank챗e p챘p챘 : wa t챤 s체ng철 psaume s척 at챦 na nd철 t챤 mb챗n챤 nz철n챤 y챗, t철ngana [[mosoro]], s척 lo y챗 t챤 k창ngbi ni fad챘-fad챘 m챤ngi na 창mb창 t챤 lo !",I KĂ ” ZO TĂ‹NĂ‹ A mank챗e p챘p챘 wa t챤 s체ng철 psaume s척 at챦 na nd철 t챤 mb챗n챤 nz철n챤 y챗 t철ngana mosoro s척 lo y챗 t챤 k창ngbi ni fad챘fad챘 m챤ngi na 창mb창 t챤 lo,I KĂ ” ZO TĂ‹NĂ‹ A mank챗e p챘p챘 wa t챤 s체ng철 psaume s척 at챦 na nd철 t챤 mb챗n챤 nz철n챤 y챗 t철ngana mosoro s척 lo y챗 t챤 k창ngbi ni fad챘fad챘 m챤ngi na 창mb창 t챤 lo
"T철ngana t챤 s척 mb챗n챤 zo na p철p철 t챤 창zo s척 agwe na ngunda t챤 gi nyama, awara w척toro, na lo yeke d챘k철ng철 na ter챗 t챤 창mb창 t챤 lo t챤 g채 h챤o, t챤 gb척to maf체ta t챤 창w척toro n챤, na t챤 te n챤 !",T철ngana t챤 s척 mb챗n챤 zo na p철p철 t챤 창zo s척 agwe na ngunda t챤 gi nyama awara w척toro na lo yeke d챘k철ng철 na ter챗 t챤 창mb창 t챤 lo t챤 g채 h챤o t챤 gb척to maf체ta t챤 창w척toro n챤 na t챤 te n챤,T철ngana t챤 s척 mb챗n챤 zo na p철p철 t챤 창zo s척 agwe na ngunda t챤 gi nyama awara w척toro na lo yeke d챘k철ng철 na ter챗 t챤 창mb창 t챤 lo t챤 g채 h챤o t챤 gb척to maf체ta t챤 창w척toro n챤 na t챤 te n챤
"Dîko versëe ôko, ngâ na versëe ûse, na fadë mo bâa : lo yê âzo kwê, tî sepela Nzapä !",Dîko versëe ôko ngâ na versëe ûse na fadë mo bâa lo yê âzo kwê tî sepela Nzapä,Dîko versëe ôko ngâ na versëe ûse na fadë mo bâa lo yê âzo kwê tî sepela Nzapä
"Na versëe ûse, lo dëköngö na âme tî lo-mvenî, tî sepela Nzapä, na même, lo mû kpïngbä zëndo, tî sepela ânde Nzapä zûskâ na lâ tî kwâ tî lo !",Na versëe ûse lo dëköngö na âme tî lomvenî tî sepela Nzapä na même lo mû kpïngbä zëndo tî sepela ânde Nzapä zûskâ na lâ tî kwâ tî lo,Na versëe ûse lo dëköngö na âme tî lomvenî tî sepela Nzapä na même lo mû kpïngbä zëndo tî sepela ânde Nzapä zûskâ na lâ tî kwâ tî lo
"Angb창 t챤 nzere-nz챘r챘ng철, lo m청 kp챦ngb채 w채ng철 na 창zo s철 ayeke d챤ko psaume s척 lo s체, t챤 z챤a b챗 t챤 창la na zo t챤 s챗se 척ko p챘p챘e !",Angb창 t챤 nzerenz챘r챘ng철 lo m청 kp챦ngb채 w채ng철 na 창zo s철 ayeke d챤ko psaume s척 lo s체 t챤 z챤a b챗 t챤 창la na zo t챤 s챗se 척ko p챘p챘e,Angb창 t챤 nzerenz챘r챘ng철 lo m청 kp챦ngb채 w채ng철 na 창zo s철 ayeke d챤ko psaume s척 lo s체 t챤 z챤a b챗 t챤 창la na zo t챤 s챗se 척ko p챘p챘e
T챘t챤 nye ?,T챘t챤 nye,T챘t챤 nye
"Ngbanga t챤 s척, zo ayeke t챤 lo na ngang체 척ko p챘p챘, t챤 s척o mb창 t챤 lo na y창 y챗 t챤 ngang체, t철ngana bir채, kob챗la, wala kw창.",Ngbanga t챤 s척 zo ayeke t챤 lo na ngang체 척ko p챘p챘 t챤 s척o mb창 t챤 lo na y창 y챗 t챤 ngang체 t철ngana bir채 kob챗la wala kw창,Ngbanga t챤 s척 zo ayeke t챤 lo na ngang체 척ko p챘p챘 t챤 s척o mb창 t챤 lo na y창 y챗 t챤 ngang체 t철ngana bir채 kob챗la wala kw창
"Na mb창g챘 ng창, lo b창a s척, t철ngana zo akw챤i awe챗, 창y챗 kw챗 s척 fad챘 lo yeke b챦b챗 t챤 lo t챤 s채r채ng철 n챤 창nde, al챦 d청 [[awe]], b챤an챤.",Na mb창g챘 ng창 lo b창a s척 t철ngana zo akw챤i awe챗 창y챗 kw챗 s척 fad챘 lo yeke b챦b챗 t챤 lo t챤 s채r채ng철 n챤 창nde al챦 d청 awe b챤an챤,Na mb창g챘 ng창 lo b창a s척 t철ngana zo akw챤i awe챗 창y챗 kw챗 s척 fad챘 lo yeke b챦b챗 t챤 lo t챤 s채r채ng철 n챤 창nde al챦 d청 awe b챤an챤
"T챘t챤 t챘n챘 s척, fad챘 zo az챤a b챗 t챤 lo kw챗 na nd철 mb창 t챤 lo zo, t철ngana nye ?",T챘t챤 t챘n챘 s척 fad챘 zo az챤a b챗 t챤 lo kw챗 na nd철 mb창 t챤 lo zo t철ngana nye,T챘t챤 t챘n챘 s척 fad챘 zo az챤a b챗 t챤 lo kw챗 na nd철 mb창 t챤 lo zo t철ngana nye
"W척toro s척 lo wara, s챦 lo yeke d챘k철ng철 na mar채 t챤 k철t채 ng챤창 t철ngas척 s척, ayeke nye ?",W척toro s척 lo wara s챦 lo yeke d챘k철ng철 na mar채 t챤 k철t채 ng챤창 t철ngas척 s척 ayeke nye,W척toro s척 lo wara s챦 lo yeke d챘k철ng철 na mar채 t챤 k철t채 ng챤창 t철ngas척 s척 ayeke nye
"II) 횂MB횎N횓 횕R횕 T횓 NZAP횆 횤SE [[A]]) ""NZAPĂ„ TĂŽ JACOB"" Hinhîin !",II 횂MB횎N횓 횕R횕 T횓 NZAP횆 횤SE A NZAPĂ „ TĂŽ JACOB Hinhîin,II 횂MB횎N횓 횕R횕 T횓 NZAP횆 횤SE A NZAPĂ „ TĂŽ JACOB Hinhîin
"Wôtoro nî sô, ayeke gï Nzapä !",Wôtoro nî sô ayeke gï Nzapä,Wôtoro nî sô ayeke gï Nzapä
