text,text_clean,text_ents
"As well as t' 50 diferent staits, t' federashyuun konsists o' t' Distrik o' Kolumbya daa esa federal teritri an' dem wariuus poseshens.",As well as t diferent staits t federashyuun konsists o t Distrik o Kolumbya daa esa federal teritri an dem wariuus poseshens,As well as t diferent staits t federashyuun konsists o t Distrik o Kolumbya daa esa federal teritri an dem wariuus poseshens
Wit 3.8 million skwear maels dem Yunitid Staits o' Merika es t' fourth o' em fifth biges kuntriis i' t' Woral.,Wit million skwear maels dem Yunitid Staits o Merika es t fourth o em fifth biges kuntriis i t Woral,Wit million skwear maels dem Yunitid Staits o Merika es t fourth o em fifth biges kuntriis i t Woral
Es s' third mos popyuulus kuntrii o' t' Erth.,Es s third mos popyuulus kuntrii o t Erth,Es s third mos popyuulus kuntrii o t Erth
T' mijoritii o' Merikan teritri es biitwiin [[Kaneda]] an [[Meksikoe]].,T mijoritii o Merikan teritri es biitwiin Kaneda an Meksikoe,T mijoritii o Merikan teritri es biitwiin Kaneda an Meksikoe
Bulgeriyan esa [[laenghwij]] i [[Bulgeriya]].,Bulgeriyan esa laenghwij i Bulgeriya,Bulgeriyan esa laenghwij i Bulgeriya
Liik [[Serbyan]] an Slowenyan.,Liik Serbyan an Slowenyan,Liik Serbyan an Slowenyan
Antarktida esa dur fifth biges [[kontenent]] wich overli dur Sowth Poel.,Antarktida esa dur fifth biges kontenent wich overli dur Sowth Poel,Antarktida esa dur fifth biges kontenent wich overli dur Sowth Poel
"Daa es i' dur sowthern hemisfer, almos' entireli sowth f' dur Antartik Sirkl, an es surraundid b' dur Sowthern Oshen.",Daa es i dur sowthern hemisfer almos entireli sowth f dur Antartik Sirkl an es surraundid b dur Sowthern Oshen,Daa es i dur sowthern hemisfer almos entireli sowth f dur Antartik Sirkl an es surraundid b dur Sowthern Oshen
Neyalii 98% i' Antartica es kovrid b' dik aais.,Neyalii i Antartica es kovrid b dik aais,Neyalii i Antartica es kovrid b dik aais
"Ryuurik ([[Rushan]]: ""Рюрик""; 830 — 879) wos a' Warangiiyan chiftaain o' Anshunt Rus.",Ryuurik Rushan Рюрик — wos a Warangiiyan chiftaain o Anshunt Rus,Ryuurik Rushan Рюрик — wos a Warangiiyan chiftaain o Anshunt Rus
T' San (simbol: ☉) es a' beeg fiir bul in ta Beehg blak spase.,T San simbol ☉ es a beeg fiir bul in ta Beehg blak spase,T San simbol ☉ es a beeg fiir bul in ta Beehg blak spase
Ta [[erth]] and ta othr pllaaanetz zoom arownd te Sann.,Ta erth and ta othr pllaaanetz zoom arownd te Sann,Ta erth and ta othr pllaaanetz zoom arownd te Sann
T' san es veree hott and te veree brit ees ornge and es redd es amade off firre.,T san es veree hott and te veree brit ees ornge and es redd es amade off firre,T san es veree hott and te veree brit ees ornge and es redd es amade off firre
"Somalia (, ) esa kuntrii i' [[Afreka]].",Somalia esa kuntrii i Afreka,Somalia esa kuntrii i Afreka
T' kapitel citii es [[Mogadisho]].,T kapitel citii es Mogadisho,T kapitel citii es Mogadisho
"Es popyulayshun es 14,317,996 (2016).",Es popyulayshun es,Es popyulayshun es
Maethamatiks es wun [[saiens]].,Maethamatiks es wun saiens,Maethamatiks es wun saiens
Moa es a extinct anamal from [[Nyuu Ziilan]].,Moa es a extinct anamal from Nyuu Ziilan,Moa es a extinct anamal from Nyuu_Ziilan
Ankara es t' kapitel an a' biges citii o' [[Turkii]].,Ankara es t kapitel an a biges citii o Turkii,Ankara es t kapitel an a biges citii o Turkii
Port Morsbii es t' kepitel o' [[Papua Nyuu Gini]].,Port Morsbii es t kepitel o Papua Nyuu Gini,Port Morsbii es t kepitel o Papua_Nyuu_Gini
"Caselle Landi, esa taun i' [[Italii]], a' es 25 km area.",Caselle Landi esa taun i Italii a es km area,Caselle Landi esa taun i Italii a es km area
Aarmanyan esa laenghwij mein spoken i' [[Aarmanya]].,Aarmanyan esa laenghwij mein spoken i Aarmanya,Aarmanyan esa laenghwij mein spoken i Aarmanya
"Chris Pratt (born Juun 21, 1979) es wun Merikan akter.",Chris Pratt born Juun es wun Merikan akter,Chris Pratt born Juun es wun Merikan akter
Apya (Samoan: Apia) es t' kapitel a' [[Samoa]].,Apya Samoan Apia es t kapitel a Samoa,Apya Samoan Apia es t kapitel a Samoa
"Es popyulayshun es 36,735 i' 2011.",Es popyulayshun es i,Es popyulayshun es i
"Romainyan esa laenghwij mien spoken i' [[Romainya]] an [[Moldoewa]], a' em teritrii o' [[Urup]].",Romainyan esa laenghwij mien spoken i Romainya an Moldoewa a em teritrii o Urup,Romainyan esa laenghwij mien spoken i Romainya an Moldoewa a em teritrii o Urup
"Dutch (""Nederlands"") esa [[laenghwij]] mien spoekn i' [[Dem Nethiland]] an [[Beljum]], em kuntriis a' [[Urup]].",Dutch Nederlands esa laenghwij mien spoekn i Dem Nethiland an Beljum em kuntriis a Urup,Dutch Nederlands esa laenghwij mien spoekn i Dem Nethiland an Beljum em kuntriis a Urup
It es orlsoe spoken i' [[Suriname]] i' [[Sowth Merika]].,It es orlsoe spoken i Suriname i Sowth Merika,It es orlsoe spoken i Suriname i Sowth Merika
Saientifik methud esa mien methud a' [[saiens]].,Saientifik methud esa mien methud a saiens,Saientifik methud esa mien methud a saiens
Ai Sahara es big desert i' [[Afreka]].,Ai Sahara es big desert i Afreka,Ai Sahara es big desert i Afreka
"Ai nam ""sahara"" i' [[Erabek]] wod f' ""desert"".",Ai nam sahara i Erabek wod f desert,Ai nam sahara i Erabek wod f desert
"Orn d' north idda Medittaraniyan See, to d' west idda [[Etlantic Oshen]], an to d' east idda Red See.",Orn d north idda Medittaraniyan See to d west idda Etlantic Oshen an to d east idda Red See,Orn d north idda Medittaraniyan See to d west idda Etlantic_Oshen an to d east idda Red See
Trojany esa toen i' Poeland.,Trojany esa toen i Poeland,Trojany esa toen i Poeland
"Trojany es bitwiin t' citii o' Wołomin a' Worssaw, a' es i' t' Masovian Voivodeship.",Trojany es bitwiin t citii o Wołomin a Worssaw a es i t Masovian Voivodeship,Trojany es bitwiin t citii o Wołomin a Worssaw a es i t Masovian Voivodeship
Kemistrii es a' [[saiens]] 'a em kemikill element 'a em kemikill kompornd.,Kemistrii es a saiens a em kemikill element a em kemikill kompornd,Kemistrii es a saiens a em kemikill element a em kemikill kompornd
Holidieh es a' regyuularli reokyuuren festyuu dieh.,Holidieh es a regyuularli reokyuuren festyuu dieh,Holidieh es a regyuularli reokyuuren festyuu dieh
"As a' ruul, holidieh es observ'd everii iya.",As a ruul holidieh es observd everii iya,As a ruul holidieh es observd everii iya
"Jibrulta ([[Inglish]] an [[Spanish]]: ""Gibraltar"") esa dapendinci o' [[Yunitid Kingdum]] to sowth o' [[Spain]].",Jibrulta Inglish an Spanish Gibraltar esa dapendinci o Yunitid Kingdum to sowth o Spain,Jibrulta Inglish an Spanish Gibraltar esa dapendinci o Yunitid Kingdum to sowth o Spain
"Inglish es t' ofishol laenghwij o' t' dapedinci, but i' sam paarts es spoken Spanish laenghwij.",Inglish es t ofishol laenghwij o t dapedinci but i sam paarts es spoken Spanish laenghwij,Inglish es t ofishol laenghwij o t dapedinci but i sam paarts es spoken Spanish laenghwij
Mauritius esa ailen kuntrii i' [[Afreka]].,Mauritius esa ailen kuntrii i Afreka,Mauritius esa ailen kuntrii i Afreka
T' kapitel citii es Port Luiis.,T kapitel citii es Port Luiis,T kapitel citii es Port Luiis
True Jesus Cherch esa endependent kreshen cherch a' hauf bitwiin 1.5 a' 2.5 million salan a' 45 kuntrii all ower t' woerld.,True Jesus Cherch esa endependent kreshen cherch a hauf bitwiin a million salan a kuntrii all ower t woerld,True Jesus Cherch esa endependent kreshen cherch a hauf bitwiin a million salan a kuntrii all ower t woerld
"Es s' istablish i' Beyjing, [[Shiina]] i 1917.",Es s istablish i Beyjing Shiina i,Es s istablish i Beyjing Shiina i
T' cherch belons to d' Pentecost branch o' [[Kreschenitii]] that emerged dyuuriin' t' yorlii twentieth cenchurii i' t' Yunitid Staits.,T cherch belons to d Pentecost branch o Kreschenitii that emerged dyuuriin t yorlii twentieth cenchurii i t Yunitid Staits,T cherch belons to d Pentecost branch o Kreschenitii that emerged dyuuriin t yorlii twentieth cenchurii i t Yunitid Staits
T' cherch aims to priich d' Gospil t' t' all a' dem kuntrii biifo' t' Sekan Kamin' o' [[Jesus]].,T cherch aims to priich d Gospil t t all a dem kuntrii biifo t Sekan Kamin o Jesus,T cherch aims to priich d Gospil t t all a dem kuntrii biifo t Sekan Kamin o Jesus
T' ten maain o' em biliwe a':,T ten maain o em biliwe a,T ten maain o em biliwe a
William Herschel (15 November 1738 – 25 August 1822) wos a’ Inglish estronoma.,William Herschel November August wos a ’ Inglish estronoma,William Herschel November August wos a ’ Inglish estronoma
Hii wos barn in t' [[Hannover]].,Hii wos barn in t Hannover,Hii wos barn in t Hannover
[[Norfuk Ailen]] setl'd iyas en iyas agoe b' dem salan fram [[Nyuu Ziilan]] abaut 1300–1400 CE.,Norfuk Ailen setld iyas en iyas agoe b dem salan fram Nyuu Ziilan abaut CE,Norfuk_Ailen setld iyas en iyas agoe b dem salan fram Nyuu Ziilan abaut CE
Dem salan laas sam jenereshien on a' ailen.,Dem salan laas sam jenereshien on a ailen,Dem salan laas sam jenereshien on a ailen
T' fas Urupean to lan orn a' ailen was Kaptaan [[James Cook]] in 1774.,T fas Urupean to lan orn a ailen was Kaptaan James Cook in,T fas Urupean to lan orn a ailen was Kaptaan James_Cook in
"Hii giiw a' niem Norf'k Ailen, afta a Dachess a' Norf'k.",Hii giiw a niem Norfk Ailen afta a Dachess a Norfk,Hii giiw a niem Norfk Ailen afta a Dachess a Norfk
"Afta a' Fas Fliit setl'd a' Port Jakson, Lieutenant [[Philip Gidley King]] got to Norfuk on Maach 6, 1788.",Afta a Fas Fliit setld a Port Jakson Lieutenant Philip Gidley King got to Norfuk on Maach,Afta a Fas Fliit setld a Port Jakson Lieutenant Philip_Gidley_King got to Norfuk on Maach
Dis konwikt setlment laas entil 1814.,Dis konwikt setlment laas entil,Dis konwikt setlment laas entil
A' fas setlment s' cos a' Royal Naewi want a' moo-oo fram a' ailen.,A fas setlment s cos a Royal Naewi want a moooo fram a ailen,A fas setlment s cos a Royal Naewi want a moooo fram a ailen
"A setlment duu laas lorng, cos a' moo-oo no gude f' shep.",A setlment duu laas lorng cos a moooo no gude f shep,A setlment duu laas lorng cos a moooo no gude f shep
A' sekan konwikt setlment laas fram 1825-1855.,A sekan konwikt setlment laas fram,A sekan konwikt setlment laas fram
Dieh setlment s' piinl setlment en em kondishans orn a ailen kaaduu.,Dieh setlment s piinl setlment en em kondishans orn a ailen kaaduu,Dieh setlment s piinl setlment en em kondishans orn a ailen kaaduu
Em komandant s' behd.,Em komandant s behd,Em komandant s behd
A' sekan setlment s' end en 1855 cos a' Yuunaited Kingd'm s' end transportieshan.,A sekan setlment s end en cos a Yuunaited Kingdm s end transportieshan,A sekan setlment s end en cos a Yuunaited Kingdm s end transportieshan
"Norfuk Ailen s' setld bai em Pitkernas o' Juun 6, 1856.",Norfuk Ailen s setld bai em Pitkernas o Juun,Norfuk Ailen s setld bai em Pitkernas o Juun
Dem Pitkernas s' desend fram a' myuutenias o' HMS Baunti.,Dem Pitkernas s desend fram a myuutenias o HMS Baunti,Dem Pitkernas s desend fram a myuutenias o HMS Baunti
"In 1914, a' ailen se enkluud i' [[Ostrielya]] esa ekstirnal teritrii.",In a ailen se enkluud i Ostrielya esa ekstirnal teritrii,In a ailen se enkluud i Ostrielya esa ekstirnal teritrii
Managua es t' kapitel an biges citii a' [[Nicaragua]].,Managua es t kapitel an biges citii a Nicaragua,Managua es t kapitel an biges citii a Nicaragua
Kamerun esa kuntrii i' [[Afreka]].,Kamerun esa kuntrii i Afreka,Kamerun esa kuntrii i Afreka
"Felap Ailen es a' ailen 6 km sowth a' [[Norfuk Ailen]], a' t' [[Pesifik Oshen]].",Felap Ailen es a ailen km sowth a Norfuk Ailen a t Pesifik Oshen,Felap Ailen es a ailen km sowth a Norfuk_Ailen a t Pesifik Oshen
Es nor enhabitiid.,Es nor enhabitiid,Es nor enhabitiid
Taedha wiehs a spell'n.,Taedha wiehs a spelln,Taedha wiehs a spelln
Phelup I'len,Phelup Ilen,Phelup Ilen
"Lisle Denis Snell es a Norfuk Ailen politician, who waas t' Chief Miinista a' Norfuk Ailen.",Lisle Denis Snell es a Norfuk Ailen politician who waas t Chief Miinista a Norfuk Ailen,Lisle Denis Snell es a Norfuk Ailen politician who waas t Chief Miinista a Norfuk Ailen
He tuu serves as Miinista f' Tuaris.,He tuu serves as Miinista f Tuaris,He tuu serves as Miinista f Tuaris
Snell es a [[Pitkern]] descendant.,Snell es a Pitkern descendant,Snell es a Pitkern descendant
"Mani es eni item or werifaibl rekord det es jenrilii eksept'd es a peiment f' guuds an serwises (e.g f' [[wetls]]) an repliesment o' dets, sach as tekses, iin a kuntrii or soshio-ekonomik kontekst.",Mani es eni item or werifaibl rekord det es jenrilii ekseptd es a peiment f guuds an serwises eg f wetls an repliesment o dets sach as tekses iin a kuntrii or soshioekonomik kontekst,Mani es eni item or werifaibl rekord det es jenrilii ekseptd es a peiment f guuds an serwises eg f wetls an repliesment o dets sach as tekses iin a kuntrii or soshioekonomik kontekst
"T' Baunti ""(Inglish: The Bounty)"" esa British muuwii frum 1984 about Pitkern Ailen's histrei.",T Baunti Inglish The Bounty esa British muuwii frum about Pitkern Ailens histrei,T Baunti Inglish The Bounty esa British muuwii frum about Pitkern Ailens histrei
"Tunis ulla Tunisia ([[Erabek]]: تونس‎; [[French]]: ""Tunis"") es t' kapitel an biges citii o' [[Tunisia]].",Tunis ulla Tunisia Erabek تونس‎ French Tunis es t kapitel an biges citii o Tunisia,Tunis ulla Tunisia Erabek تونس‎ French Tunis es t kapitel an biges citii o Tunisia
"Kuwaa a' airea o' 212,63 km2.",Kuwaa a airea o km,Kuwaa a airea o km
"Sir Isaac Nyuuton (4 Jaenyuweri 1643 – 31 Maach 1727) wos a’ Inglish fisisist, maethematishen, estronoma, naachurel filosofa, elkemist, en [[thiiolojii]]an.",Sir Isaac Nyuuton Jaenyuweri Maach wos a ’ Inglish fisisist maethematishen estronoma naachurel filosofa elkemist en thiiolojiian,Sir Isaac Nyuuton Jaenyuweri Maach wos a ’ Inglish fisisist maethematishen estronoma naachurel filosofa elkemist en thiiolojiian
Hii es thort t’ be wan a’ t’ moes enfluwenshal mien i' histrei bii mani skolas en t’ jenrel pablik as wael.,Hii es thort t ’ be wan a ’ t ’ moes enfluwenshal mien i histrei bii mani skolas en t ’ jenrel pablik as wael,Hii es thort t ’ be wan a ’ t ’ moes enfluwenshal mien i histrei bii mani skolas en t ’ jenrel pablik as wael
"Hiis buuk, t’ ""Philosophiæ Naturalis Principia Mathematic"" (elsa koul'd t’ ""Principia""), pablish'd in 1687, es bin konsaaideriid wan a’ t’ moes enfluwenshal buuks i' t’ histrei a’ [[saiens]].",Hiis buuk t ’ Philosophiæ Naturalis Principia Mathematic elsa kould t ’ Principia pablishd in es bin konsaaideriid wan a ’ t ’ moes enfluwenshal buuks i t ’ histrei a ’ saiens,Hiis buuk t ’ Philosophiæ Naturalis Principia Mathematic elsa kould t ’ Principia pablishd in es bin konsaaideriid wan a ’ t ’ moes enfluwenshal buuks i t ’ histrei a ’ saiens
Hii wos barn i' t' [[Yunitid Kingdum]].,Hii wos barn i t Yunitid Kingdum,Hii wos barn i t Yunitid_Kingdum
"Ban Pain ([[Inglish]]: ""Burnt Pine"") es t' biges toen o' [[Norfuk Ailen]].",Ban Pain Inglish Burnt Pine es t biges toen o Norfuk Ailen,Ban Pain Inglish Burnt Pine es t biges toen o Norfuk Ailen
"It es t' main commercial hub a' t' ailen, an travel f' one side a' the ailen t' another generally involves passin through Ban Pain.",It es t main commercial hub a t ailen an travel f one side a the ailen t another generally involves passin through Ban Pain,It es t main commercial hub a t ailen an travel f one side a the ailen t another generally involves passin through Ban Pain
"T' central part a' t' toen es marked b' shops an cafes, a roundabaut, Kentia Palm street triis an angle parkin.",T central part a t toen es marked b shops an cafes a roundabaut Kentia Palm street triis an angle parkin,T central part a t toen es marked b shops an cafes a roundabaut Kentia Palm street triis an angle parkin
T' airport es nearb'.,T airport es nearb,T airport es nearb
"Baunti Dieh esa holidieh i' both [[Pitkern Ailen]], t' destinayshun a' dem HMS ""Bounty"" myuutenias, an a' [[Norfuk Ailen]].",Baunti Dieh esa holidieh i both Pitkern Ailen t destinayshun a dem HMS Bounty myuutenias an a Norfuk Ailen,Baunti Dieh esa holidieh i both Pitkern_Ailen t destinayshun a dem HMS Bounty myuutenias an a Norfuk Ailen
"Ets selebratid a' Jaenyuweri 23 i' Pitkern, an a' Juun 8 a' Norfuk Ailen, t' dieh that t' descendants a' dem myuutenias arrived on t' ailen.",Ets selebratid a Jaenyuweri i Pitkern an a Juun a Norfuk Ailen t dieh that t descendants a dem myuutenias arrived on t ailen,Ets selebratid a Jaenyuweri i Pitkern an a Juun a Norfuk Ailen t dieh that t descendants a dem myuutenias arrived on t ailen
"Dong Hoi Aeyaport (""Dong Hoi Airport/Sân bay Đồng Hới"") esa aeyaport i' [[Đồng Hới]], Quang Binh, [[Wiyetnaam]]; a kuntrii i' sowth-eist Asya.",Dong Hoi Aeyaport Dong Hoi AirportSân bay Đồng Hới esa aeyaport i Đồng Hới Quang Binh Wiyetnaam a kuntrii i sowtheist Asya,Dong Hoi Aeyaport Dong Hoi AirportSân bay Đồng Hới esa aeyaport i Đồng_Hới Quang Binh Wiyetnaam a kuntrii i sowtheist Asya
"Solanum aviculare, esa soft-woodid shrub native t' [[Nyuu Ziilan]] an t' eist koast a' [[Ostrielya]].",Solanum aviculare esa softwoodid shrub native t Nyuu Ziilan an t eist koast a Ostrielya,Solanum aviculare esa softwoodid shrub native t Nyuu_Ziilan an t eist koast a Ostrielya
Ai Mo'orea esa [[ailen]] i t'[[Pesifik Oshen]].,Ai Moorea esa ailen i tPesifik Oshen,Ai Moorea esa ailen i tPesifik Oshen
Kim Il-sung (1912 — 1994) wiar d' 1.,Kim Ilsung — wiar d,Kim Ilsung — wiar d
President faan o' North Korea.,President faan o North Korea,President faan o North Korea
" esa kuntrii in t’ [[Medl Eist]], i' [[Asya]].",esa kuntrii in t ’ Medl Eist i Asya,esa kuntrii in t ’ Medl_Eist i Asya
"T' Kapitel citii es Beirut, an t' populashen es 6,006,668.",T Kapitel citii es Beirut an t populashen es,T Kapitel citii es Beirut an t populashen es
Arabic es t' official language.,Arabic es t official language,Arabic es t official language
Midl Urup es region i' [[Urup]].,Midl Urup es region i Urup,Midl Urup es region i Urup
" ([[Inglish]]: Russia; [[Rushan]]: Россия), ofishol form es t' Rushan Federashun ([[Rushan]]: Российская Федерация) esa kuntrii i' [[Urup]] an [[Asya]].",Inglish Russia Rushan Россия ofishol form es t Rushan Federashun Rushan Российская Федерация esa kuntrii i Urup an Asya,Inglish Russia Rushan Россия ofishol form es t Rushan Federashun Rushan Российская Федерация esa kuntrii i Urup an Asya
T' kapitel an biges citii es [[Moskou]].,T kapitel an biges citii es Moskou,T kapitel an biges citii es Moskou
T' President es [[Vladimir Putin]].,T President es Vladimir Putin,T President es Vladimir_Putin
T' airea o' Rusha es 17 125 191 km2 .,T airea o Rusha es km,T airea o Rusha es km
"Kingdum Prussia (Doich: ""Königreich Preußen"") wos t' kuntrii i' [[Urup]].",Kingdum Prussia Doich Königreich Preußen wos t kuntrii i Urup,Kingdum Prussia Doich Königreich Preußen wos t kuntrii i Urup
T' kapitel wos [[Berlin]].,T kapitel wos Berlin,T kapitel wos Berlin
"Awarua (""tuu haabas"" iin [[Dem Kuuk Ailen Maaori]]) es t' kapitel o' [[Dem Kuuk Ailen]].",Awarua tuu haabas iin Dem Kuuk Ailen Maaori es t kapitel o Dem Kuuk Ailen,Awarua tuu haabas iin Dem_Kuuk_Ailen_Maaori es t kapitel o Dem Kuuk Ailen
It es orn t' ailen o' Rarotonga.,It es orn t ailen o Rarotonga,It es orn t ailen o Rarotonga
"4,906 o' dem salan liew i' t' Awarua Distrikt.",o dem salan liew i t Awarua Distrikt,o dem salan liew i t Awarua Distrikt
"Krestcherch ([[Inglish]]: ""Christchurch"", [[Maaori]]: ""Otautahi"") (ulla Kristcherch) es a citii i' [[Nyuu Ziilan]].",Krestcherch Inglish Christchurch Maaori Otautahi ulla Kristcherch es a citii i Nyuu Ziilan,Krestcherch Inglish Christchurch Maaori Otautahi ulla Kristcherch es a citii i Nyuu Ziilan
I' es t' biges citii on t' [[Sauth Ailen]].,I es t biges citii on t Sauth Ailen,I es t biges citii on t Sauth_Ailen
Myanmaa (Berma) esa kuntrii i' [[Asya]].,Myanmaa Berma esa kuntrii i Asya,Myanmaa Berma esa kuntrii i Asya
" es d' lemnth manth a' d' iya, d' laas manth a' [[ortam]] en d' laas manth a' [[spring]].",es d lemnth manth a d iya d laas manth a ortam en d laas manth a spring,es d lemnth manth a d iya d laas manth a ortam en d laas manth a spring
S' therti dieh i' Nowemba.,S therti dieh i Nowemba,S therti dieh i Nowemba
" es a' kuntrii a' t' Pesifik koest a' Sauth Merika, north a' [[Chili]] an sauth a' [[Ekwador]].",es a kuntrii a t Pesifik koest a Sauth Merika north a Chili an sauth a Ekwador,es a kuntrii a t Pesifik koest a Sauth Merika north a Chili an sauth a Ekwador
T' kapitel es Liima.,T kapitel es Liima,T kapitel es Liima
North Merika esa [[kontenent]].,North Merika esa kontenent,North Merika esa kontenent
Saint Lucia esa ailen kuntrii i' [[Etlantic Oshen]].,Saint Lucia esa ailen kuntrii i Etlantic Oshen,Saint Lucia esa ailen kuntrii i Etlantic_Oshen
Es kapitel a' Castries.,Es kapitel a Castries,Es kapitel a Castries
Topfriidum esa raait o' women t' bii wit nor [[shirt]] an [[bra]] ([[toples]]) i' em pablik plaeses daa men ar allaud tuu.,Topfriidum esa raait o women t bii wit nor shirt an bra toples i em pablik plaeses daa men ar allaud tuu,Topfriidum esa raait o women t bii wit nor shirt an bra toples i em pablik plaeses daa men ar allaud tuu
Ets konsaaider'd t' bii a' feminist muuwment.,Ets konsaaiderd t bii a feminist muuwment,Ets konsaaiderd t bii a feminist muuwment
"Elsa, topfriidum advokaiits t' raait t' briistfiid i' pablik.",Elsa topfriidum advokaiits t raait t briistfiid i pablik,Elsa topfriidum advokaiits t raait t briistfiid i pablik
"T' [[Yunitid Kingdum]], [[Yunitid Staits o' Merika]], [[Kaneda]], an otha kuntriis hauf lous daa ban diskriminayshun basiid a' t' genda.",T Yunitid Kingdum Yunitid Staits o Merika Kaneda an otha kuntriis hauf lous daa ban diskriminayshun basiid a t genda,T Yunitid_Kingdum Yunitid Staits o Merika Kaneda an otha kuntriis hauf lous daa ban diskriminayshun basiid a t genda
"Despaait dis, saam Merikan staits still hauf lous daa say a' woman's briists ar indeseent iksposhuur, an iivn i' kuntriis laaik Kaneda where ers legal f' women t' shouu deir briists i' pablik, sosietii's standarts miek dem fiil laaik dem ken nor.",Despaait dis saam Merikan staits still hauf lous daa say a womans briists ar indeseent iksposhuur an iivn i kuntriis laaik Kaneda where ers legal f women t shouu deir briists i pablik sosietiis standarts miek dem fiil laaik dem ken nor,Despaait dis saam Merikan staits still hauf lous daa say a womans briists ar indeseent iksposhuur an iivn i kuntriis laaik Kaneda where ers legal f women t shouu deir briists i pablik sosietiis standarts miek dem fiil laaik dem ken nor
Argyuuments.,Argyuuments,Argyuuments
For.,For,For
Advokaiits o' topfriidum argyuu daa es nor akseptable t' hauf a' difrent set o' standarts f' women.,Advokaiits o topfriidum argyuu daa es nor akseptable t hauf a difrent set o standarts f women,Advokaiits o topfriidum argyuu daa es nor akseptable t hauf a difrent set o standarts f women
Manii kuntriis hauf lous daa ban diskriminayshun basiid a' t' genda.,Manii kuntriis hauf lous daa ban diskriminayshun basiid a t genda,Manii kuntriis hauf lous daa ban diskriminayshun basiid a t genda
Advokaiits i' dem kuntriis argyuu daa topfriidum es protekted unda t' lou.,Advokaiits i dem kuntriis argyuu daa topfriidum es protekted unda t lou,Advokaiits i dem kuntriis argyuu daa topfriidum es protekted unda t lou
Against.,Against,Against
Manii sosietiis argyuu daa dem femaiil briists ar indeesent.,Manii sosietiis argyuu daa dem femaiil briists ar indeesent,Manii sosietiis argyuu daa dem femaiil briists ar indeesent
Dem konsaaider daa dem briists o' a' woman ar sekshul i' natur an biikaus o' dis dem argyuu that dem briists must stay cowered.,Dem konsaaider daa dem briists o a woman ar sekshul i natur an biikaus o dis dem argyuu that dem briists must stay cowered,Dem konsaaider daa dem briists o a woman ar sekshul i natur an biikaus o dis dem argyuu that dem briists must stay cowered
"Elsa, dem sosietiis aften hauf relijiious wyuus as justification.",Elsa dem sosietiis aften hauf relijiious wyuus as justification,Elsa dem sosietiis aften hauf relijiious wyuus as justification
Legalitii.,Legalitii,Legalitii
Femaiils biin toples i' pablik plaesiis es allaud b' t' lous o' manii kuntriis a' [[Urup]].,Femaiils biin toples i pablik plaesiis es allaud b t lous o manii kuntriis a Urup,Femaiils biin toples i pablik plaesiis es allaud b t lous o manii kuntriis a Urup
I' saam kuntriis ivn i' Urup ets nor socially accepted though.,I saam kuntriis ivn i Urup ets nor socially accepted though,I saam kuntriis ivn i Urup ets nor socially accepted though
Scandinavian lous an wyuus ar musa aeksepten o' t' praektis.,Scandinavian lous an wyuus ar musa aeksepten o t praektis,Scandinavian lous an wyuus ar musa aeksepten o t praektis
T' kuntrii [[Iseland]] es said b' manii piopel t' bii t' mas feminist kuntrii i' Erth.,T kuntrii Iseland es said b manii piopel t bii t mas feminist kuntrii i Erth,T kuntrii Iseland es said b manii piopel t bii t mas feminist kuntrii i Erth
Saam kuntriis hauf lous daa say dis es nor legal.,Saam kuntriis hauf lous daa say dis es nor legal,Saam kuntriis hauf lous daa say dis es nor legal
"Dem tend t' hauf musa konservatiiv kulturs, but saam Western sosietiis (lik t' Yunited Staits) elsa hauf lous against toplesnes.",Dem tend t hauf musa konservatiiv kulturs but saam Western sosietiis lik t Yunited Staits elsa hauf lous against toplesnes,Dem tend t hauf musa konservatiiv kulturs but saam Western sosietiis lik t Yunited Staits elsa hauf lous against toplesnes
Certain kuntriis i' t' [[Medl Eist]] hauf lous daa based on [[Islem]] hauf entapreteyshuns o' t' Qu'ran (Islem's holy buuk) that say a woman must cover her entire body.,Certain kuntriis i t Medl Eist hauf lous daa based on Islem hauf entapreteyshuns o t Quran Islems holy buuk that say a woman must cover her entire body,Certain kuntriis i t Medl_Eist hauf lous daa based on Islem hauf entapreteyshuns o t Quran Islems holy buuk that say a woman must cover her entire body
Such religious views ar then made t' lou.,Such religious views ar then made t lou,Such religious views ar then made t lou
[[Endya]] is elsa a musa relijiious kuntrii.,Endya is elsa a musa relijiious kuntrii,Endya is elsa a musa relijiious kuntrii
"Dem hauf wyuus daa konsaaider toplessness t' bii nyuuditii, an dem konsaaider nyuuditii bad.",Dem hauf wyuus daa konsaaider toplessness t bii nyuuditii an dem konsaaider nyuuditii bad,Dem hauf wyuus daa konsaaider toplessness t bii nyuuditii an dem konsaaider nyuuditii bad
"But [[elsa]] certain Western kuntriis hauf lous against toplessness, notably certain Merican staits, lik said above.",But elsa certain Western kuntriis hauf lous against toplessness notably certain Merican staits lik said above,But elsa certain Western kuntriis hauf lous against toplessness notably certain Merican staits lik said above
"T' North Ailen moa ([[Maaori]]: ""Moa o Te Ika a Maui"") es a [[moa]] from t' [[North Ailen]] o' [[Nyuu Ziilan]].",T North Ailen moa Maaori Moa o Te Ika a Maui es a moa from t North Ailen o Nyuu Ziilan,T North Ailen moa Maaori Moa o Te Ika a Maui es a moa from t North Ailen o Nyuu Ziilan
