qcode	count	label	qcodes_broader
Q20050986	2	1758	['Q4167410']
Q6446	140	1449	['Q577']
Q980222	28	Rio Vista	['Q1093829']
Q865116	23	Birdsboro	['Q777120']
Q1088441	13	Berkeley Township	['Q7830213']
Q2404953	28	Wetmore	['Q1093829']
Q3708577	13	Floyd	['Q15127012', 'Q106071004']
Q2546111	2	27 October 1995	['Q2956', 'Q47150325']
Q2551684	21	Lucas	['Q751708']
Q3599804	8	774	['Q4167410']
Q16946262	1	Frederic Fritz 'Ti Mitou'	['Q5']
Q161672	98	Patrice Lumumba	['Q5']
Q17635599	3	José Narváez	['Q5']
Q2045631	21	Commercial Point	['Q751708']
Q6553279	17	Line of Duty	['Q5398426']
Q1913186	32	Stanwood	['Q1093829']
Q1181851	22	Red Hill	['Q777120']
Q111357198	1	Christiane Dumont	['Q5']
Q15944856	3	Lili Bontemps	['Q5']
Q356266	20	Pilar	['Q24764']
Q440423	12	Euzhan Palcy	['Q5']
Q14956439	5	Frandy Montrévil	['Q5']
Q16579	48	San José Department	['Q56059']
Q16226570	8	Jemyma Betrian	['Q5']
Q170433	46	Passaic	['Q2974552']
Q19848860	25	Chicago Med	['Q5398426']
Q1836903	29	Sánchez Ramírez Province	['Q913337']
Q1517614	41	Hailey	['Q1093829']
Q24408	128	101	['Q577']
Q1191152	30	Black Diamond	['Q1093829']
Q124794	2	taste	['Q173253']
Q11746	175	Wuhan	['Q250811', 'Q486972', 'Q748149', 'Q1549591', 'Q1637706']
Q12888296	1	Bèt	['Q8171']
Q275664	17	Clotilde Hesme	['Q5']
Q1658200	9	Bevent	['Q15219655']
Q3206966	6	Season's Beatings	['Q11424']
Q808975	31	Barron	['Q62049', 'Q15221373']
Q1551977	6	Michael Lacey	['Q5']
Q12896288	1	Robert Leighton	['Q5']
Q995020	34	Camanche	['Q1093829']
Q62638	23	General Mariano Alvarez	['Q24764']
Q2301039	29	Sturgis	['Q15127012']
Q2443021	26	Colfax	['Q1093829']
Q1347103	21	Friendster	['Q612825', 'Q3220391', 'Q15893266']
Q969257	31	McGregor	['Q1093829']
Q2231217	25	Pollock	['Q15127012', 'Q98449544', 'Q102126612']
Q693670	26	Medon	['Q1093829']
Q11702343	26	Rebelde	['Q5398426']
Q1026445	27	Kabankalan	['Q106078286']
Q3710147	4	Jean Jacques Clark Parent	['Q5']
Q43165	25	San Carlos	['Q106078286']
Q600809	79	38	['Q21199', 'Q50707', 'Q765289', 'Q2048257', 'Q13366104']
Q142811	75	Allentown	['Q62049', 'Q5888666', 'Q21010817']
Q330819	10	Harry d’Abbadie d’Arrast	['Q5']
Q1383608	6	Axel Anderson	['Q5']
Q1538507	57	Jack in the Box	['Q891723', 'Q18509232']
Q2583958	20	Inocarpus fagifer	['Q16521']
Q288652	27	Caitlin Stasey	['Q5']
Q12892731	1	La Felicidad	['Q486972']
Q2883112	23	Tobias	['Q751708']
Q945338	30	Richton	['Q486972']
Q79424	44	Russellville	['Q62049', 'Q1093829']
Q21715209	6	The Break	['Q5398426']
Q2446223	22	Washington	['Q15127012']
Q33267	119	615	['Q577']
Q1528854	24	Vernon	['Q15127012']
Q6792914	3	Maurice Borno	['Q5']
Q2362147	27	Indiahoma	['Q15127012']
Q212759	22	Rajah Buayan	['Q24764']
Q244139	56	Pinar del Río	['Q515', 'Q558330', 'Q1549591']
Q2851667	8	Annie Grégorio	['Q5']
Q1933160	33	Fayette	['Q1093829']
Q3241014	28	Garber	['Q1093829']
Q954179	27	Rockville	['Q1093829']
Q12490	132	1104	['Q577']
Q1072648	11	Cinnaminson Township	['Q7830213']
Q7607	163	1749	['Q235676', 'Q3186692']
Q981063	35	Stanton	['Q1093829']
Q2920915	25	Ripley	['Q15127012']
Q961237	33	California	['Q15127012']
Q1513207	41	Enumclaw	['Q1093829']
Q3048801	26	Ridgeside	['Q123705', 'Q1093829']
Q3708824	15	Hartland	['Q15127012', 'Q106071004']
Q2745909	26	Belgrade	['Q751708']
Q981599	19	Los Alvarez	['Q498162']
Q2418423	24	Easton	['Q2154459']
Q3599557	7	644	['Q4167410']
Q1016159	48	Williamsport	['Q62049', 'Q21010817', 'Q110266204']
Q2050063	30	Spray	['Q63440326']
Q12886772	2	1653	['Q4167410']
Q450423	27	Rita Marley	['Q5']
Q3068841	2	Ferme - PA00101651 - Grand'Combe-Châteleu	['Q131596']
Q12897499	4	Subrata Roy	['Q5']
Q32925	20	Domino	['Q15127012']
Q30918	118	467	['Q577']
Q8008	4	earth science	['Q1047113', 'Q2267705', 'Q2465832', 'Q11862829']
Q2006316	31	Thornton	['Q1093829']
Q998757	34	Grandview	['Q1093829']
Q88082693	14	COVID-19 pandemic in Haiti	['Q3241045']
Q2710553	28	Pelham	['Q1093829', 'Q76514543']
Q954196	26	Sugar Creek	['Q1093829']
Q667488	14	Jean Desailly	['Q5']
Q236713	52	Aberdeen	['Q62049', 'Q1093829']
Q952941	31	Bloomfield	['Q1093829']
Q12898279	1	Wendell Jones	['Q5']
Q4077534	9	Baptist War	['Q180684', 'Q1155622', 'Q7897387']
Q79561	32	Kotlik	['Q1093829']
Q12893966	1	Managga	['Q5']
Q560318	9	510	['Q4167410']
Q970133	21	Green Valley Farms	['Q498162']
Q2328211	22	Vernon	['Q751708']
Q2439391	24	Bronwood	['Q486972', 'Q76514543']
Q1064773	26	308	['Q21199', 'Q50707', 'Q606977', 'Q13366104']
Q1160901	12	Daniel Gorenstein	['Q5']
Q12897476	1	Stephanie Renault-Armand	['Q5']
Q7312	150	Franz Schubert	['Q5']
Q832022	57	Cabrejas del Campo	['Q2074737']
Q3710002	7	Ludwig Waldmann	['Q5']
Q333389	58	Palau	['Q747074']
Q21427268	3	Femmes	['Q11424']
Q2048845	28	Easton	['Q1093829']
Q2540	91	Christian Wulff	['Q5']
Q832188	60	Salduero	['Q2074737']
Q5285	36	Tarlac City	['Q106078286']
Q3708961	14	Jewett	['Q15127012', 'Q106071004']
Q4029334	5	1870	['Q4167410']
Q2696719	29	Ty Ty	['Q1093829', 'Q76514543']
Q12886637	2	1443	['Q4167410']
Q1885773	13	Matteson	['Q15127012']
Q2276773	30	New Roads	['Q1093829']
Q2907220	36	Blue Lake	['Q1093829']
Q33772	133	Du Fu	['Q5']
Q317286	41	Samy Naceri	['Q5']
Q889674	7	Bruno Blanchet	['Q5']
Q32860	119	545	['Q577']
Q57063	91	Philipp Lenard	['Q5']
Q552639	19	Gilles Lellouche	['Q5']
Q403104	23	Charleroi	['Q777120']
Q485186	76	Key West	['Q1093829']
Q33288	118	633	['Q577']
Q80144	36	Hooper Bay	['Q1093829']
Q1274917	26	Grand Bay	['Q498162']
Q240896	37	Marina Vlady	['Q5']
Q2230810	24	Pawleys Island	['Q15127012']
Q1570396	29	Adams	['Q532', 'Q15221373']
Q829394	19	642	['Q21199', 'Q50707', 'Q13366104']
Q2977122	2	Claude Cadiou	['Q5']
Q1510997	30	Spangle	['Q1093829']
Q961372	24	Camp Hill	['Q777120']
Q75165504	3	Le Lion	['Q11424']
Q1318954	11	Kassav'	['Q215380']
Q1489081	7	Gabriel Casseus	['Q5']
Q981126	28	Honey Grove	['Q1093829']
Q218211	14	Zoe Lister-Jones	['Q5']
Q2896255	2	Benjamin Tribes	['Q5']
Q2813	2	Coca-Cola	['Q114392939']
Q2051367	30	Carlton	['Q1093829']
Q681708	36	Center	['Q62049', 'Q1093829']
Q3708432	16	Ellington	['Q15127012', 'Q106071004']
Q16596	47	Río Negro Department	['Q56059']
Q934294	32	Paris	['Q62049', 'Q2154459']
Q16946327	1	Gary Dorsainvil	['Q5']
Q3599941	7	822	['Q4167410']
Q451727	36	Charles Bell	['Q5']
Q137157	30	Garrafe de Torío	['Q2074737']
Q548664	44	Richmond	['Q62049', 'Q1093829']
Q215970	7	Hans Heilbronn	['Q5']
Q83338	154	Robin Williams	['Q5']
Q79998	93	60	['Q21199', 'Q50707', 'Q223722', 'Q606977', 'Q13366104', 'Q18451096']
Q744989	20	Masayoshi Ito	['Q5']
Q36823	146	Tokelau	['Q161243', 'Q1048835', 'Q1402592']
Q56222	55	El Royo	['Q2074737']
Q337260	42	Lino Ventura	['Q5']
Q936753	44	Plymouth	['Q1093829']
Q284734	22	Hunting Valley	['Q751708']
Q588985	5	Rodrigo Abed	['Q5']
Q65284961	14	Tinatin Bokuchava	['Q5']
Q13794	41	Davao del Sur	['Q24746']
Q602422	33	Ambler	['Q1093829']
Q1544333	27	Port of Shadows	['Q11424']
Q2030224	27	Elon	['Q15127012']
Q964873	18	Niels Schneider	['Q5']
Q3844071	4	Mamadou Dioumé	['Q5']
Q16945858	1	Bonel Auguste	['Q5']
Q12887026	1	Absolu Lumane	['Q5']
Q561159	7	238	['Q4167410']
Q19233	133	1007	['Q577']
Q12893435	1	Lelsy Charles	['Q5']
Q1152523	30	Danvers	['Q1093829']
Q623685	60	Ólvega	['Q2074737']
Q1911154	25	Tyrone	['Q15127012']
Q32499	118	288	['Q577']
Q170576	92	Milla Jovovich	['Q5']
Q1260407	30	Caracara plancus cheriway	['Q16521']
Q3449891	20	Sorrento	['Q15127012']
Q14401	87	Κ	['Q19793459']
Q1884498	11	Dupont	['Q15127012']
Q3708598	14	Vienna	['Q15127012', 'Q106071004']
Q957610	23	Johnsonburg	['Q777120']
Q2395069	17	Gillian Vigman	['Q5']
Q1517751	37	Pierce	['Q1093829']
Q1696	37	Legazpi	['Q106078286']
Q23772	133	21	['Q577']
Q6153	146	1505	['Q577']
Q3448783	17	North Yarmouth	['Q15127012']
Q1926548	34	Oxford	['Q1093829']
Q747599	47	Covington	['Q1093829']
Q1816766	31	Oakland City	['Q1093829']
Q1268758	27	Point Clear	['Q498162', 'Q17343829']
Q1791671	9	1969	['Q4167410']
Q1182154	24	Yeadon	['Q777120']
Q1012360	33	Catoosa	['Q1093829']
Q3451737	22	Crystal	['Q15127012']
Q2036866	28	Paxton	['Q15127012']
Q189796	1	weather front	['Q901882']
Q982065	20	Falcon Village	['Q498162']
Q3452818	15	Wilson	['Q751708']
Q1403	125	Luigi Pirandello	['Q5']
Q514736	15	Isabelle Gélinas	['Q5']
Q126183	39	Working Girl	['Q11424']
Q4840097	4	Bacunayagua	['Q486972']
Q1886630	15	Richard Anconina	['Q5']
Q30631	128	110	['Q577']
Q871285	43	Jackson	['Q15127012']
Q1018297	30	Moffat	['Q15127012']
Q61794	23	Lothar Collatz	['Q5']
Q20563139	1	Temba Shonhiwa	['Q5']
Q1587168	25	Hartford	['Q2154459']
Q710911	13	Robert Woodhouse	['Q5']
Q3459757	19	Genoa	['Q498162', 'Q17343829']
Q1182504	23	Manns Choice	['Q777120']
Q377741	37	McCall	['Q1093829']
Q6216674	4	Johannes Fischer	['Q5']
Q1134130	19	Evans City	['Q777120']
Q23541342	1	Paul Peart	['Q5']
Q9199	148	Vietnamese	['Q34770', 'Q1288568']
Q1615406	32	Valderrueda	['Q2074737']
Q12894535	1	Monica Jackson	['Q5']
Q2456409	26	New Holland	['Q532']
Q736823	17	Serge Vohor	['Q5']
Q526217	23	Elizabeth	['Q777120']
Q44989	101	Tulsa	['Q62049', 'Q1093829', 'Q1549591']
Q962661	28	Lone Jack	['Q1093829']
Q3535714	3	Tout est calme	['Q11424']
Q2536890	19	Westhampton	['Q15127012']
Q2359597	24	Redbird	['Q15127012']
Q9066796	12	Raymundo Capetilo	['Q5']
Q513159	14	Jean Henri van Swinden	['Q5']
Q2323298	25	Madrid	['Q751708']
Q3454165	66	Kevin Bacon	['Q5']
Q3342720	3	Black for Remembrance	['Q11424']
Q5824687	4	El diario de una señorita decente	['Q5398426']
Q11344137	22	Right	['Q4167410']
Q431	3	zoology	['Q627436', 'Q4671286', 'Q11862829']
Q6397251	2	Kevin Pina	['Q5']
Q484152	5	oxidation number	['Q764285']
Q12897749	1	Tibob De Nazareth	['Q5']
Q55731	21	Santo Tomas	['Q24764']
Q12888845	1	Charles Pooh	['Q5']
Q12894866	1	Nuaj	['Q8171']
Q839802	42	Fulton	['Q62049', 'Q1093829']
Q340961	59	Oschiri	['Q747074']
Q1931777	34	Dayton	['Q1093829']
Q10287	73	Manuel Valls	['Q5']
Q981649	22	Pawnee	['Q498162']
Q24052602	2	Erick Noriega	['Q5']
Q3289815	22	Belvidere	['Q751708']
Q25433	102	Low German	['Q25295', 'Q34770', 'Q1288568']
Q20558793	1	Marie Racine	['Q5']
Q115319	50	Guantánamo Province	['Q115291']
Q966622	21	Lewis and Clark Village	['Q751708']
Q574434	37	Gor	['Q2074737']
Q998468	36	Nelsonville	['Q1093829']
Q44120	89	Pranos albujinea	['Q16521']
Q967930	29	St. Paul	['Q1093829']
Q1570103	25	Weyauwega	['Q15221373']
Q15085	86	Piedmontese	['Q34770', 'Q1288568']
Q67640	31	Pine Ridge	['Q15127012']
Q962	282	Benin	['Q6256', 'Q3624078']
Q1181282	22	Summerhill	['Q777120']
Q2010407	30	Tequesta	['Q751708']
Q1269519	10	Carmen Becerra	['Q5']
Q2559867	23	Holden	['Q15127012']
Q11766782	3	Maleo Reggae Rockers	['Q215380']
Q49342	22	Santa Teresita	['Q24764']
Q1154232	20	Atsuko Maeda	['Q5']
Q2442919	28	Minto	['Q1093829']
Q2368730	27	Sharon	['Q15127012']
Q3433058	9	My New Partner II	['Q11424']
Q5440	134	1245	['Q577']
Q544128	35	McClusky	['Q62049', 'Q1093829']
Q1862427	6	list of Ivorian writers	['Q13406463']
Q2155683	36	Zephyrhills	['Q1093829']
Q1492458	15	876	['Q21199', 'Q50707', 'Q13366104']
Q2608997	19	Tobaccoville	['Q751708']
Q954303	28	Shelbina	['Q1093829']
Q12886508	5	1191	['Q4167410']
Q3178855	2	Jim Kamson	['Q5']
Q3308860	2	Michel Andrieu	['Q5']
Q5971053	2	Las detectivas y el Victor	['Q5398426']
Q491350	58	Orange	['Q1093829', 'Q1549591']
Q8272	113	Epic of Gilgamesh	['Q7725634']
Q50163	20	San Isidro	['Q24764']
Q484851	12	Marido En Alquiler	['Q5398426']
Q3474029	3	Celilo Village	['Q17343829']
Q3382438	4	Ibayo Silangan	['Q61878']
Q6127469	15	Jamaicans	['Q6266', 'Q33829']
Q1021545	33	Guttenberg	['Q7829892']
Q1516290	34	Glenns Ferry	['Q1093829']
Q56045009	2	Claire Laroche	['Q5']
Q60048385	14	Zaal Udumashvili	['Q5']
Q16945771	1	Andre Nazaire	['Q5']
Q595837	25	La Grange	['Q15127012']
Q9210698	2	Dreadsquad	['Q9212979']
Q80294	84	cellulose	['Q416796', 'Q21073024']
Q25201543	4	Bedos	['Q101352']
Q88544283	5	Hold Me Tight	['Q11424']
Q1893577	21	Sedgewickville	['Q751708']
Q217234	54	Ōta-ku	['Q5327704']
Q3439140	2	Roger Knobelspiess	['Q5']
Q3760480	16	Synodontis decora	['Q16521']
Q12888900	1	Christian Léon	['Q5']
Q187337	55	Zelda Williams	['Q5']
Q587109	23	Sukoró	['Q2590631']
Q10985758	5	Joseph Bayma	['Q5']
Q892242	36	Petal	['Q188509', 'Q1093829']
Q1066534	16	Charles de Bovelles	['Q5']
Q130811	64	flag of Romania	['Q186516']
Q191719	69	Zooey Deschanel	['Q5']
Q7257795	4	public holidays in Jamaica	['Q13406463']
Q3243746	3	list of Quebec films	['Q13406463']
Q231756	20	404	['Q4167410']
Q937338	30	Annapolis	['Q1093829']
Q3327335	9	Pentaclethra macrophylla	['Q16521']
Q12965912	13	9 July 2008	['Q2690', 'Q47150325']
Q3710278	5	Jacques-Enguerrand Gourgue	['Q5']
Q749092	4	Shooting Stars	['Q11424']
Q829414	19	535	['Q21199', 'Q50707', 'Q754831', 'Q13366129']
Q2668729	21	Gann	['Q751708']
Q12898453	1	Yves Mary Clervin	['Q5']
Q5391963	4	Christina Pastor	['Q5']
Q738978	17	Kees Schouhamer Immink	['Q5']
Q2318577	27	Dalton	['Q15127012']
Q11778323	8	Michael Brun	['Q5']
Q1920473	23	Rockwell	['Q486972']
Q2195827	34	Chisago City	['Q1093829']
Q8337	160	Harry Potter	['Q53815', 'Q614101', 'Q1667921']
Q1647730	40	Almáchar	['Q2074737']
Q465452	11	Colette Renard	['Q5']
Q18658	204	1935	['Q235684', 'Q3186692']
Q2303291	31	Cokedale	['Q15127012']
Q29410985	2	Yōichi Kawagoe	['Q5']
Q482439	25	Vernon	['Q15127012']
Q1066164	28	317	['Q21199', 'Q49008', 'Q145134', 'Q13366129']
Q201	171	3	['Q21199', 'Q47577', 'Q49008', 'Q186875', 'Q207264', 'Q245102', 'Q973861', 'Q1103699', 'Q10338607', 'Q12786684', 'Q13366129', 'Q28920052', 'Q80903301', 'Q96399905']
Q2026889	21	Beech Mountain	['Q15127012']
Q2425598	20	Spencer	['Q15221242']
Q12895261	1	Paule Fioux	['Q5']
Q983361	17	Joseph Kruskal	['Q5']
Q5505	139	Lake Victoria	['Q23397']
Q188492	70	Seth MacFarlane	['Q5']
Q1828321	4	list of Angolan films	['Q13406463']
Q511922	38	Danville	['Q1266818']
Q3599392	8	572	['Q4167410']
Q2001703	26	Hura crepitans	['Q16521']
Q953583	47	Littleton	['Q62049', 'Q1093829']
Q6283	138	1425	['Q577']
Q5370976	6	Emery Brown	['Q5']
Q20045442	6	1081	['Q4167410']
Q1546	210	Iowa	['Q35657']
Q3708648	10	Rutland	['Q15127012', 'Q106071004']
Q1981628	23	Govan	['Q15127012']
Q950205	38	West New York	['Q7829892']
Q1911284	32	Royal	['Q1093829']
Q958635	29	Mokane	['Q1093829']
Q561773	8	477	['Q4167410']
Q3230268	5	Leroy Sibbles	['Q5']
Q1029876	30	Greybull	['Q15127012']
Q218733	55	October 2012	['Q124', 'Q47018478', 'Q66010119']
Q9176	200	Korean	['Q34770', 'Q1288568']
Q5779590	2	Como tú ninguna	['Q11424']
Q968779	33	Winnett	['Q62049', 'Q15127012']
Q1007924	37	Reynoldsburg	['Q1093829']
Q6373800	5	Keïta! l'Héritage du griot	['Q11424']
Q212935	21	Bato	['Q24764']
Q2043823	23	Weaverville	['Q15127012']
Q1143518	37	Telefe	['Q1616075']
Q2483006	28	Hodgkins	['Q532']
Q6013254	34	prophase	['Q2996394']
Q2925081	5	Brice Cauvin	['Q5']
Q1829160	23	Mapleton	['Q751708']
Q75	17	Internet	['Q1301371', 'Q11224256', 'Q14208553']
Q982120	19	Spade	['Q498162']
Q2036889	30	Ocean Ridge	['Q15127012']
Q3708218	20	New Lebanon	['Q15127012', 'Q106071004']
Q2310844	24	Grand Ronde	['Q498162', 'Q17343829']
Q574	267	East Timor	['Q6256', 'Q112099', 'Q3624078']
Q3589392	6	Équateur	['Q11424']
Q1808797	25	Cotton Valley	['Q486972', 'Q15127012']
Q14627591	2	Mamiel Plantation	['Q16641077']
Q551795	23	Jacques Pelletier du Mans	['Q5']
Q2424673	5	Le Voyage en Amérique	['Q11424']
Q2302480	24	East Longmeadow	['Q15127012']
Q1215287	20	Philippine Leroy-Beaulieu	['Q5']
Q30324	129	762	['Q577']
Q2666737	30	Western Springs	['Q532']
Q467896	16	Lee San, Wind of the Palace	['Q5398426']
Q605467	13	Antonio Thrasybule Kébreau	['Q5']
Q122986	49	Johann Jakob Balme	['Q5']
Q1336685	43	William Katt	['Q5']
Q12892377	1	Koffi Fadimba	['Q5']
Q26922240	16	D'Arcy Carden	['Q5']
Q3020626	5	Dean Brown	['Q5']
Q2331533	23	Smithfield	['Q751708']
Q773300	20	479	['Q21199', 'Q49008', 'Q13366129']
Q54157	90	Lubusz Voivodeship	['Q150093']
Q62784	22	Mendez	['Q24764']
Q1865474	24	Pleasant Dale	['Q751708']
Q1885620	13	Harris	['Q15127012']
Q12886764	2	1635	['Q4167410']
Q71452	64	Mireille Mathieu	['Q5']
Q12965865	11	17 December 2007	['Q2413', 'Q47150325']
Q12898280	1	Wesner LaForest	['Q5']
Q2036759	32	Oakland	['Q15127012']
Q7611	166	1750	['Q235690', 'Q3186692']
Q1026003	25	Leipsic	['Q751708']
Q2273422	32	Frisco	['Q15127012']
Q6903	173	1806	['Q235676', 'Q3186692']
Q201499	64	Ь	['Q19793988']
Q482710	28	Corinne	['Q1093829']
Q67586	34	Carolina	['Q15127012']
Q5981968	3	Lucecita	['Q5398426']
Q968903	27	Plevna	['Q15127012']
Q454925	40	Nikolai Bogolyubov	['Q5']
Q12897175	1	Scorpio	['Q5']
Q974920	22	Westminster	['Q17343829']
Q562276	8	480	['Q4167410']
Q2523954	25	Bisbee	['Q1093829']
Q975798	28	Cross Plains	['Q486972', 'Q15127012']
Q2228020	31	Oak Park Heights	['Q1093829']
Q20562544	1	Savain Marcel	['Q5']
Q3335922	12	Napoléon	['Q11424']
Q368288	9	Ioan James	['Q5']
Q79432	42	Bullhead City	['Q1093829']
Q3273523	6	Ma femme s'appelle Maurice	['Q11424']
Q2043	203	1902	['Q235676', 'Q3186692']
Q1022943	17	Potsdam	['Q15127012', 'Q106071004']
Q1929828	33	Ripley	['Q62049', 'Q1093829']
Q978450	22	Woodloch	['Q15127012']
Q998604	37	University Heights	['Q1093829']
Q687275	14	Marmelade	['Q3685462']
Q2224900	10	Sugar Camp	['Q15219655']
Q7241	224	Rabindranath Tagore	['Q5']
Q12897525	1	Sunday Iyahen	['Q5']
Q32899	116	519	['Q577']
Q106430034	2	Claudia Ríos	['Q5']
Q10955293	7	339	['Q4167410']
Q1347115	18	What a Girl Wants	['Q134556']
Q565049	9	407	['Q4167410']
Q6372591	16	950	['Q21199', 'Q50707', 'Q13366104']
Q640702	30	St. Anthony	['Q1093829']
Q1506013	25	Hatton	['Q15127012']
Q19360	135	1049	['Q577']
Q32030	125	217	['Q577']
Q2072104	24	Grottoes	['Q15127012']
Q47544949	14	The Prayer	['Q11424']
Q1658216	11	Brockway	['Q15219655']
Q12887175	1	Alberto Pierre	['Q5']
Q1650626	38	Monmouth	['Q63440326']
Q11750	227	list of sovereign states	['Q13406463']
Q14762596	48	chromosome, centromeric region	['Q5058355', 'Q15989253']
Q1787199	25	Stockholm	['Q15127012']
Q16946624	1	Jean-Louis Morville	['Q5']
Q978903	27	Friona	['Q1093829']
Q1384972	13	James Cooley	['Q5']
Q3295709	21	Country Life Acres	['Q751708']
Q381357	8	Roland Dobrushin	['Q5']
Q6000	136	1331	['Q577']
Q3007555	21	Comstock	['Q751708']
Q2456665	25	Cairo	['Q751708']
Q1953274	22	Glide	['Q498162', 'Q17343829']
Q956851	23	Ranchette Estates	['Q498162']
Q23621	121	748	['Q577']
Q1398951	13	William Browder	['Q5']
Q3453136	4	Rulx Léon	['Q5']
Q2489372	24	Pleasanton	['Q751708']
Q66397	33	Bear Creek	['Q15127012']
Q3473979	7	Gilchrist	['Q17343829']
Q1944948	33	Blencoe	['Q1093829']
Q968000	28	Portageville	['Q1093829']
Q2113775	27	Friars Point	['Q15127012']
Q19730	132	1186	['Q577']
Q1133533	23	Avis	['Q777120']
Q20561368	1	Rachele Malebranche	['Q5']
Q208712	22	Bula	['Q24764']
Q6481228	97	louse	['Q16521']
Q15429869	9	Doris Nolan	['Q5']
Q18822	112	Global Positioning System	['Q179435', 'Q20181002']
Q3077207	6	Mi ex me tiene ganas	['Q5398426']
Q5840250	4	Esperándote	['Q5398426']
Q653084	31	Elberon	['Q1093829']
Q1025785	29	Cahokia	['Q751708']
Q16946274	1	Fritz Charles	['Q5']
Q2154354	31	Frostproof	['Q1093829']
Q353422	26	Ernesto Cesaro	['Q5']
Q6572532	2	list of Guadeloupan films	['Q13406463']
Q12887525	1	Armand Camile	['Q5']
Q979241	28	Plum Grove	['Q1093829']
Q3708561	13	Pomfret	['Q15127012', 'Q106071004']
Q1044296	11	Carole Franck	['Q5']
Q957313	35	Two Rivers	['Q15221370']
Q852273	36	222	['Q21199', 'Q50707', 'Q754831', 'Q1200532', 'Q13366104']
Q42762	3	biosphere	['Q2627400']
Q3448280	21	Wellington	['Q15127012']
Q2142280	20	Sometimes in April	['Q506240']
Q369163	18	631	['Q21199', 'Q49008', 'Q190890', 'Q190899', 'Q13366129', 'Q23296480']
Q1977681	24	Butler	['Q751708']
Q12896334	1	Roger Francoier	['Q5']
Q51238347	2	Alex Martin	['Q5']
Q36970	154	Jackie Chan	['Q5']
Q2559758	23	Westminster	['Q15127012']
Q397329	9	435	['Q4167410']
Q185920	14	Hans Zassenhaus	['Q5']
Q579969	29	Witt	['Q1093829']
Q1444047	8	Greg Kuperberg	['Q5']
Q2672148	22	Indian Creek	['Q751708']
Q254590	17	North Hornell	['Q751708', 'Q55237813']
Q2272376	31	Mead	['Q15127012']
Q233854	46	Rosalind Russell	['Q5']
Q38082	148	Lewis Carroll	['Q5']
Q178150	2	insulator	['Q214609']
Q2302316	23	Merrimac	['Q15127012']
Q1246489	8	Rebeca	['Q5398426']
Q1926231	29	Ottosen	['Q1093829']
Q2685820	26	Hallam	['Q751708']
Q1181902	21	Sharon Hill	['Q777120']
Q2011095	14	Cabaret	['Q3685462']
Q12893423	1	Legagneur Carry	['Q5']
Q718	4	chess	['Q31629', 'Q131436', 'Q4438147', 'Q7858742', 'Q41595400']
Q3635192	3	Amiya Charan Banerjee	['Q5']
Q275737	1	Annona	['Q16521']
Q79824	36	Eureka Springs	['Q1093829']
Q3040461	8	Guayamouc River	['Q4022']
Q32175	121	229	['Q577']
Q2738469	4	tumba	['Q188451']
Q12887030	1	Achille Ema	['Q5']
Q445772	52	Nikolaj Coster-Waldau	['Q5']
Q23774012	12	Corentin Fila	['Q5']
Q966858	30	Battlefield	['Q1093829']
Q16946761	1	Krystel Damas	['Q5']
Q2061397	29	Elwood	['Q751708']
Q572299	36	218	['Q21199', 'Q50707', 'Q13366104']
Q1932272	34	Hartley	['Q1093829']
Q2272726	25	Browns	['Q751708']
Q962118	38	Cleveland	['Q62049', 'Q1093829']
Q23334	191	Abkhazia	['Q15239622']
Q337276	66	Sacha Guitry	['Q5']
Q559063	34	Dólar	['Q2074737']
Q284722	28	Renée Adorée	['Q5']
Q5750491	3	Carlos Girón	['Q5']
Q988741	41	St. Louis Park	['Q1093829']
Q2159423	23	Woodland	['Q751708']
Q994762	38	Foley	['Q1093829']
Q483414	27	Genola	['Q15127012']
Q974536	23	Cinco Ranch	['Q498162']
Q2024271	22	Pikeville	['Q15127012']
Q2172289	31	Appleton	['Q486972', 'Q1093829']
Q555943	46	Chauchina	['Q2074737']
Q12897899	1	Tropnas Alex	['Q5']
Q32525	26	Maplewood	['Q7830213']
Q1992792	34	North Mankato	['Q1093829']
Q2013102	28	Nickerson	['Q1093829']
Q868677	41	Los Altos Hills	['Q1093829']
Q2058853	11	Silvia Derbez	['Q5']
Q137141	31	San Millán de los Caballeros	['Q2074737']
Q1003658	35	Albany	['Q1093829']
Q1357050	15	Georges Laraque	['Q5']
Q985173	39	Sebring	['Q62049', 'Q1093829']
Q3587949	2	Élise Girard	['Q5']
Q3708424	16	Chemung	['Q15127012', 'Q106071004']
Q16580	51	Colonia Department	['Q56059']
Q17418129	14	Krisia Todorova	['Q5']
Q7754	2	mathematical analysis	['Q4671286', 'Q11862829', 'Q20026918']
Q76728	40	Christopher Clavius	['Q5']
Q5659478	9	Afrique-sur-Seine	['Q11424']
Q69824	20	Lumban	['Q24764']
Q15542603	8	Aissata Tall Sall	['Q5']
Q367192	32	Baldwin City	['Q1093829']
Q38981	110	Vorarlberg	['Q261543']
Q5769	140	1321	['Q577']
Q2926091	7	Brontis Jodorowsky	['Q5']
Q78390055	7	Amar y vivir	['Q15416']
Q765391	36	Rossford	['Q1093829']
Q75807	15	Herbert Seifert	['Q5']
Q6846	160	1708	['Q19828', 'Q217041', 'Q3186692']
Q631354	30	Hayward	['Q1093829']
Q3452662	17	Red Creek	['Q751708', 'Q55237813']
Q5231877	5	David Buffett	['Q5']
Q2546442	23	Claremont	['Q15127012']
Q1166590	5	1612	['Q4167410']
