text,text_preprocessed,LEN,label
Tyrone Maria ([[24 di sèptèmber]] [[1984]]) ta un futbolista kurasoleño ku ta hunga pa [[SV Bubali]] na [[Aruba]] i e tim nashonal di [[Kòrsou]].,Tyrone Maria ta un futbolista kurasoleño ku ta hunga pa SV_Bubali na Aruba i e tim nashonal di Kòrsou,19,112
E buda a biba i duna lès den e parti nort-ost di e subkontinente di [[India]] pa un periodo entre e siglonan 6 i BCE.,E buda a biba i duna lès den e parti nortost di e subkontinente di India pa un periodo entre e siglonan i BCE,24,90
"Papa (di [[latin]] ""Papa"", di [[griego]] ""πάππας"", ""Pappas"" un palabra cariñoso pa ""padre"") ta e Bispo di [[Roma]], y e kabesante mundial di iglesia Katoliko-Romano.",Papa ta e Bispo di Roma y e kabesante mundial di iglesia KatolikoRomano,13,511
"E aktual sumo pontifise ta e Papa Francisco, elegi na e konklave ku a termina dia [[13 di mart]] di [[2013]].",E aktual sumo pontifise ta e Papa Francisco elegi na e konklave ku a termina dia _di_mart di,18,247
Ágreda ta un pueblo di [[Soria]].,Ágreda ta un pueblo di Soria,6,148
Caracas ta [[kapital]] i siudat mas grandi di [[Venezuela]].,Caracas ta kapital i siudat mas grandi di Venezuela,9,100
"Padru ta un siudad na [[Sardegna]], [[Italia]].",Padru ta un siudad na Sardegna Italia,7,89
"Pennsylvania (Commonwealth of Pennsylvania) ta un di e sinkuenta (50) estadonan di e pais [[Estadonan Uni di Merka]], i tin un poblashon di 12,604,767.",Pennsylvania ta un di e sinkuenta estadonan di e pais Estadonan_Uni_di_Merka i tin un poblashon di,16,329
E kapital di Pennsylvania ta [[Harrisburg]].,E kapital di Pennsylvania ta Harrisburg,6,134
"Curitiba Foot Ball Club ta un klup di futbòl di [[Curitiba]] den e estado [[Paraná]], [[Brazil]].",Curitiba Foot Ball Club ta un klup di futbòl di Curitiba den e estado Paraná Brazil,16,458
Actualmente e klup ta hunga den e liga profesional mas halto di [[Brazil]] i ta wordu konsidera komo e klup mas eksitoso di Paraná.,Actualmente e klup ta hunga den e liga profesional mas halto di Brazil i ta wordu konsidera komo e klup mas eksitoso di Paraná,24,400
Ta e kapital di Bundesland (stat) di [[Steiermark]].,Ta e kapital di Bundesland di Steiermark,7,243
"Bernard Cazeneuve ta un politiko i hurista franses, ku a sirbi komo [[promé minister]] di [[Fransia]] di 6 di december 2016 te 15 di mei 2017.",Bernard Cazeneuve ta un politiko i hurista franses ku a sirbi komo promé_minister di Fransia di di december te di mei,21,457
"Sherman de Jesus (n. 11 di desèmber [[1947]] na [[Willemstad]], [[Kòrsou]]) ta un sineasta, esenarista, produktor i direktor di pelíkula di [[Hulanda]].",Sherman de Jesus ta un sineasta esenarista produktor i direktor di pelíkula di Hulanda,14,131
"Riu Amazonas {""[[spaño]]"": Río Amazonas, ""[[português]]"": Rio Amazonas) ta un [[riu]] den kontinente [[Sur Amérika]]no.",Riu Amazonas spaño Río Amazonas português Rio Amazonas ta un riu den kontinente Sur Amérikano,15,398
"Dependiente di e definishon di su fuente, e ta sea e riu mas grandi na mundu of e di dos mas grandi despues di e Nilo na [[Afrika]].",Dependiente di e definishon di su fuente e ta sea e riu mas grandi na mundu of e di dos mas grandi despues di e Nilo na Afrika,28,11
"Riu Amazonas ta brota for di [[Peru]] i ta krusa [[Colombia]] i [[Brazil]], unda e ta desemboka den [[Oséano Atlántiko]].",Riu Amazonas ta brota for di Peru i ta krusa Colombia i Brazil unda e ta desemboka den Oséano Atlántiko,20,88
Edirne ta un siudad den [[Turkia]].,Edirne ta un siudad den Turkia,6,302
"E Nekropolis di Giza ta un sitio arkeológiko para riba e Plano di Giza, na e kabamentu di e siudat di [[Kairo]].",E Nekropolis di Giza ta un sitio arkeológiko para riba e Plano di Giza na e kabamentu di e siudat di Kairo,22,456
"Robert Rodger miho conoci como, Mr. Lago of Captain Roger tawata e prome director di e refeneria [[Lago]] na Aruba cu a bin na aña 1924.",Robert Rodger miho conoci como Mr Lago of Captain Roger tawata e prome director di e refeneria Lago na Aruba cu a bin na aña,25,468
El a lanta den [[Port Glasgow]] na e [[River Clyde]] na [[Schotland]].,El a lanta den Port_Glasgow na e River Clyde na Schotland,11,361
"Robert Rodger a bay e scol di Port Glas y tambe e ""[[Port Glasgow]] Parish Sabbath School"".",Robert Rodger a bay e scol di Port Glas y tambe e Port_Glasgow Parish Sabbath School,16,166
"Den e edad 16 aña el a bay [[lama]] cu e boto yama ""Gosford"".",Den e edad aña el a bay lama cu e boto yama Gosford,13,361
Bida na [[lama]] no tawata facil p'e: tawata experencia calmo y horcan riba lama.,Bida na lama no tawata facil pe tawata experencia calmo y horcan riba lama,14,244
Riba juli 1924 Andrew Weir a acerc'e p'e bay cerca West Indische Companie pa investiga e posibilidad pa establece [[cua]] caminda cu ta n'e [[lago di Maracaibo]].,Riba juli Andrew Weir a acerce pe bay cerca West Indische Companie pa investiga e posibilidad pa establece cua caminda cu ta ne lago di Maracaibo,26,460
[[Aruba]] y [[Corsou]] tawata un bon alternativo pa transportacion di zeta.,Aruba y Corsou tawata un bon alternativo pa transportacion di zeta,11,356
[[Lago]] Oil Company a establece na [[Aruba]] riba aña 1924.,Lago Oil Company a establece na Aruba riba aña,9,244
E prome oficina di [[Lago]] tawata na [[San Nicolas]] cu nan a huur for di mama di Casey Eman den Nassastraat(awo: Caya [[Betico Croes]]).,E prome oficina di Lago tawata na San Nicolas cu nan a huur for di mama di Casey Eman den Nassastraat,21,112
"Italia, ofisialmente e Republika Italiano"" ""([[Italiano]]: Repubblica italiana), ta un unidat parlamentario den [[Oropa]] Sur.",Italia ofisialmente e Republika Italiano ta un unidat parlamentario den Oropa Sur,12,317
"Na parti nort e ta grens ku [[Fransia]], [[Suisa]], [[Austria]] i [[Slovenia]] bande di e serunan di Alpen.",Na parti nort e ta grens ku Fransia Suisa Austria i Slovenia bande di e serunan di Alpen,18,90
Na parti suit e ta konsiti di e peninsula Italiano i e islanan di Sicillia i [[Sardegna]] -e dos islanan di mas grandi den e [[Laman Mediteranio]]- anto varios otro isla mas chikitu.,Na parti suit e ta konsiti di e peninsula Italiano i e islanan di Sicillia i Sardegna e dos islanan di mas grandi den e Laman Mediteranio anto varios otro isla mas chikitu,33,116
E estadonan independiente di [[San Marino]] i [[Siudad Vatikano]] ta dos pais kompletamente será dòr di Italia.,E estadonan independiente di San_Marino i Siudad Vatikano ta dos pais kompletamente será dòr di Italia,16,289
E [[kapital]] di Italia ta e siudad [[Roma]].,E kapital di Italia ta e siudad Roma,8,27
"Gayle King (nací 28 di desèmber [[1954]], Chevy Chase) ta un personalidat di televishon, presentadó di programa di diskushon, outor, reportero i editor general di e revista ""[[O, The Oprah Magazine]]"".",Gayle King ta un personalidat di televishon presentadó di programa di diskushon outor reportero i editor general di e revista O_The_Oprah_Magazine,21,348
"Komo resultado di su tata su trabou, Gayle a biba na varios aña na [[Turkia]] i a asistí na e skol merikano einan.",Komo resultado di su tata su trabou Gayle a biba na varios aña na Turkia i a asistí na e skol merikano einan,23,232
"Na aña 1997 el a kuminsá su mes programa di diskushon na televishon yamá The Gayle King Show, ku a wòrdu kanselá despues dor ku poko hende tabata wak e. Gayle a kuminsá traha pa ""[[O, The Oprah Magazine]]"" komo editor prinsipal na aña 1999.",Na aña el a kuminsá su mes programa di diskushon na televishon yamá The Gayle King Show ku a wòrdu kanselá despues dor ku poko hende tabata wak e Gayle a kuminsá traha pa O_The_Oprah_Magazine komo editor prinsipal na aña,40,466
"Na sèptèmber di aña 2006, Gayle a kuminsá presentá e The Gayle King Show na e radio satelite yamá XM Satellite Radio komo parti di e radio emisora Oprah &amp; Friends ku awor yama [[Oprah Radio]].",Na sèptèmber di aña Gayle a kuminsá presentá e The Gayle King Show na e radio satelite yamá XM Satellite Radio komo parti di e radio emisora Oprah amp Friends ku awor yama Oprah_Radio,34,43
Brandenburg ta un di e 16 Estadonan federadonan (Bundesländer) den [[Alemania]].,Brandenburg ta un di e Estadonan federadonan den Alemania,9,490
"Katibunan por wòrdu tené kontra [[di nan]] boluntat for di tempu [[di nan]] kaptura, kompra of nasementu, i wòrdu ningá e derechi di bai for di un luga, rechasá di traha of di demandá pago.",Katibunan por wòrdu tené kontra di_nan boluntat for di tempu di_nan kaptura kompra of nasementu i wòrdu ningá e derechi di bai for di un luga rechasá di traha of di demandá pago,33,63
Esaki ta mas katibu ku na kualkier otro tempu den historia i mas ku dòbel e kantidat di tur katibu afrikano ku a sobrebibí transportashon pa [[Amérika]] den e tráfiko di katibu transatlántiko.,Esaki ta mas katibu ku na kualkier otro tempu den historia i mas ku dòbel e kantidat di tur katibu afrikano ku a sobrebibí transportashon pa Amérika den e tráfiko di katibu transatlántiko,33,389
"Segun ILO, tin aproksimadamente 12 mion hende na [[mundu]] ku ainda ta traha den trabou forsá bou di menasa, sklabitut i práktikanan paresido na sklabitut.",Segun ILO tin aproksimadamente mion hende na mundu ku ainda ta traha den trabou forsá bou di menasa sklabitut i práktikanan paresido na sklabitut,24,189
"Mayoría di esakinan ta katibunan di debe, hopi di nan den sur [[Asia]], ku ta mará na un debe dor di fiadonan di sen. Sierto di nan pa varios generashonan kaba.",Mayoría di esakinan ta katibunan di debe hopi di nan den sur Asia ku ta mará na un debe dor di fiadonan di sen Sierto di nan pa varios generashonan kaba,31,116
"Sklabitut ta konosí di a eksistí den sivilisashonan mes bieu ku Sumeria, i tambe den kasi tur otro sivilisashon antiguo inkluyendo [[Egipto]] antiguo, [[China]] antiguo, e Imperio Akadio, Asiria, [[India]] antiguo, [[Gresia]] antiguo, e Imperio Romano, e Imperio Islamiko i e sivilisashonan pre-colombina di e subkontinentenan di Amérika.",Sklabitut ta konosí di a eksistí den sivilisashonan mes bieu ku Sumeria i tambe den kasi tur otro sivilisashon antiguo inkluyendo Egipto antiguo China antiguo e Imperio Akadio Asiria India antiguo Gresia antiguo e Imperio Romano e Imperio Islamiko i e sivilisashonan precolombina di e subkontinentenan di Amérika,48,40
"Ora ku e Repúblika Romano tabata ekspandé poblashonnan kompletu tabata wòrdu sklabisá, asina kreando un suministro amplio for di henter [[Oropa]] i e areanan Mediteraneo.",Ora ku e Repúblika Romano tabata ekspandé poblashonnan kompletu tabata wòrdu sklabisá asina kreando un suministro amplio for di henter Oropa i e areanan Mediteraneo,25,44
Tráfiko di katibu den [[Oropa]].,Tráfiko di katibu den Oropa,5,245
Sklabitut den [[Polonia]] a wòrdu abolí den siglo 15; den Lituania a wòrdu formalmente abolí den 1588; akinan ela wòrdu remplasá dor di un sistema di siervo kaminda personanan ta mara na un doño di tereno a kambio di protekshon i e derecho pa kultiva e tera.,Sklabitut den Polonia a wòrdu abolí den siglo den Lituania a wòrdu formalmente abolí den akinan ela wòrdu remplasá dor di un sistema di siervo kaminda personanan ta mara na un doño di tereno a kambio di protekshon i e derecho pa kultiva e tera,45,274
Sklabitut a keda un institushon grandi den [[Rusia]] te na aña 1723 ora ku Pedro I a konvertí e katibunan di kas den siervonan.,Sklabitut a keda un institushon grandi den Rusia te na aña ora ku Pedro I a konvertí e katibunan di kas den siervonan,23,258
"Segun Robert Davis, entre 1 i 1.25 mion oropeo a wòrdu kaptura dor di piratanan berber i bendí komo katibu den nort Áfrika i e [[Imperio Otomano]] entre e siglonan 16 i 19.",Segun Robert Davis entre i mion oropeo a wòrdu kaptura dor di piratanan berber i bendí komo katibu den nort Áfrika i e Imperio_Otomano entre e siglonan i,28,183
Na [[Sierra Leone]] den siglo 19 mas o menos mitar di e poblashon tabata konsistí di katibu.,Na Sierra_Leone den siglo mas o menos mitar di e poblashon tabata konsistí di katibu,15,247
"Den siglo 19 por lo menos mitar di e poblashon tabata sklabisá bou di e hendenan Duala di [[Kamerun]], e Igbo i otro pueblonan di e Riu Niger, Kongo i e reinado Kasanje i Chokwe di [[Angola]].",Den siglo por lo menos mitar di e poblashon tabata sklabisá bou di e hendenan Duala di Kamerun e Igbo i otro pueblonan di e Riu Niger Kongo i e reinado Kasanje i Chokwe di Angola,36,246
Entre 65% pa 90% di e poblashon arabe-swahili di [[Zanzibar]] tabata sklabisá.,Entre pa di e poblashon arabeswahili di Zanzibar tabata sklabisá,10,511
"E sosiedad kontra sklabitut a estimá ku tabatin un kantidat di 2 mion katibu na [[Etiopia]] den kuminsamentu di 1930, esaki for di un poblashon total di entre 8 pa 16 mion hende.",E sosiedad kontra sklabitut a estimá ku tabatin un kantidat di mion katibu na Etiopia den kuminsamentu di esaki for di un poblashon total di entre pa mion hende,29,377
"E siudat marítimo di [[Lagos]], [[Portugal]] tabata e promé merkado di katibu krea den Portugal pa e benta di katibunan importá for di e partinan nort di Mauritania.",E siudat marítimo di Lagos Portugal tabata e promé merkado di katibu krea den Portugal pa e benta di katibunan importá for di e partinan nort di Mauritania,28,510
Pa aña 1552 katibunan pretu afrikano tabata suma un 10% di e poblashon total di [[Lisboa]].,Pa aña katibunan pretu afrikano tabata suma un di e poblashon total di Lisboa,14,496
"Den e kaso di Portugal, espesialmente [[Brazil]].",Den e kaso di Portugal espesialmente Brazil,7,333
E promé oropeonan ku a huza katibunan afrikano den e Mundu Nobo tabata e spañonan ku a huzanan komo trahadó riba islanan manera [[Cuba]] i [[Hispañola]] kaminda e kaida alarmante di e poblashon indígena a kousa e promé leinan royal protehando e poblashon indígena.,E promé oropeonan ku a huza katibunan afrikano den e Mundu Nobo tabata e spañonan ku a huzanan komo trahadó riba islanan manera Cuba i Hispañola kaminda e kaida alarmante di e poblashon indígena a kousa e promé leinan royal protehando e poblashon indígena,44,78
E tráfiko di katibu transatlántiko a jega su punto [[mas]] haltu den final di siglo 18 ora ku e kantidat [[mas]] grandi di katibunan a wòrdu kapturá durante ekspedishonnan den e interior di wèst [[Áfrika]].,E tráfiko di katibu transatlántiko a jega su punto mas haltu den final di siglo ora ku e kantidat mas grandi di katibunan a wòrdu kapturá durante ekspedishonnan den e interior di wèst Áfrika,34,11
"E ekspedishonnan aki tabata wòrdu kondusí tipikamente dor di reinonan afrikano, manera e [[Imperio Oyo]] ([[Yoruba]]), e [[Imperio Ashanti]], e [[Reino]] di [[Dahomey]] i e Konfederashon Aro.",E ekspedishonnan aki tabata wòrdu kondusí tipikamente dor di reinonan afrikano manera e Imperio_Oyo e Imperio Ashanti e Reino di Dahomey i e Konfederashon Aro,25,42
Al kontrario di esaki na Cuba hendenan pretu liber tabata konsistí di solamente un 15% di e poblashon na 1827; na Saint-Domingue (kolonia franses awendia konosí komo [[Haiti]]) esaki tabata solamente 5% na 1789.,Al kontrario di esaki na Cuba hendenan pretu liber tabata konsistí di solamente un di e poblashon na na SaintDomingue esaki tabata solamente na,24,389
"Di konosementu contemporary e enkuanto supdividí den [[ciencia]] natural, ku e fin di studia e [[mundu]] material.",Di konosementu contemporary e enkuanto supdividí den ciencia natural ku e fin di studia e mundu material,17,348
"e [[ciencia]] social, ku ta studia na humano i ku e sosiedat, i e siensia formal, e estudio di e lógiko i e matemátika.",e ciencia social ku ta studia na humano i ku e sosiedat i e siensia formal e estudio di e lógiko i e matemátika,24,258
"For di clásica na kla for di siglo 19, e konosementu manera un tipo di konosementu tabata mas estriktamente mará na e [[filosofia]] di e ta awor i den e mundu di Pabou, e fin ""filosofia natural"", un biaha e barco di kunuku di estudio den e actividad ta sosiedat ku e konosementu, manera e astronomy, e salú i e físiko.",For di clásica na kla for di siglo e konosementu manera un tipo di konosementu tabata mas estriktamente mará na e filosofia di e ta awor i den e mundu di Pabou e fin filosofia natural un biaha e barco di kunuku di estudio den e actividad ta sosiedat ku e konosementu manera e astronomy e salú i e físiko,60,128
"Pa diseñadó òf e descubrimiento di pensa riba ""[[naturalesa]]"" (di griego bieu ""pass"") desde Pre En Cortico filosofo, e palabranan ku ta kondusí ta utilisá pa hunga e ""yu di tera"" ""forma"" den un planta krese, i e ""forma"" na e, por ehèmpel, un famia ku adorá un dios den partikular.",Pa diseñadó òf e descubrimiento di pensa riba naturalesa desde Pre En Cortico filosofo e palabranan ku ta kondusí ta utilisá pa hunga e yu di tera forma den un planta krese i e forma na e por ehèmpel un famia ku adorá un dios den partikular,47,79
"Un distinshon kla entre regular (""en"") i pa siensia empíriko (""doxa"") a realisa pa pre en Cortico filosofo [[Parménides]] (fl.",Un distinshon kla entre regular i pa siensia empíriko a realisa pa pre en Cortico filosofo Parménides fl,18,192
"Un punto importante di inflexión den e historia di e tempran [[filosofia]] ta e konosementu a di converted ma intenshon eksitoso pa [[Sócrates]] pa usa e [[filosofia]] na e estudio di e hende, incluyendo e naturalesa di hende, e naturalesa di komunidat polítika, i e konosementu di hende ta nan mes.",Un punto importante di inflexión den e historia di e tempran filosofia ta e konosementu a di converted ma intenshon eksitoso pa Sócrates pa usa e filosofia na e estudio di e hende incluyendo e naturalesa di hende e naturalesa di komunidat polítika i e konosementu di hende ta nan mes,51,128
Crisis nan di [[mas]] grandi tipo di estudio di e físiko komo muchu durante espektativa i cuenta di autorisa.,Crisis nan di mas grandi tipo di estudio di e físiko komo muchu durante espektativa i cuenta di autorisa,19,154
"Di estudio di e hende, a wòrdu e reino di biologia i e tradishon, sinembargo, por ta nan [[Sócrates]] a ejecutado manera un here.",Di estudio di e hende a wòrdu e reino di biologia i e tradishon sinembargo por ta nan Sócrates a ejecutado manera un here,24,183
"[[Aristóteles]] mas lat krea un menos converted programa sistemátika di e filosofia Socrática, ku a teleológico i entrada den e sernan relashonnan.",Aristóteles mas lat krea un menos converted programa sistemátika di e filosofia Socrática ku a teleológico i entrada den e sernan relashonnan,22,466
"Por ehèmpel, na su físiko, e solo di e bahada di [[mundu]] i hopi kosnan ku nos ta gusta un [[parti]] di su naturalesa ku ta bai pa e sernan relashonnan.",Por ehèmpel na su físiko e solo di e bahada di mundu i hopi kosnan ku nos ta gusta un parti di su naturalesa ku ta bai pa e sernan relashonnan,31,389
"Mientras e Coats insistí ku e filosofia mester ta utilisá pa konsiderá e pregunta por realisá e mihó manera di biba un hende (un estudio di [[Aristóteles]] dividí den étika i filosofia polítika), no a keda sostené dor di ningun otro tipo di konosementu pida.",Mientras e Coats insistí ku e filosofia mester ta utilisá pa konsiderá e pregunta por realisá e mihó manera di biba un hende no a keda sostené dor di ningun otro tipo di konosementu pida,35,400
"[[Aristóteles]] wardadó di fuerte distinshon [[entre]] e konosementu i e konosementu práktiko pa e artesanonan, e trahamentu di speculacion teoria manera esun di mas haltu tipo di actividad di hende, e pensamentu práktiko di bon bida komo algu menos montaña i e konosementu di e artesanonan manera algu solamente kapasidat pa klas mas abou.",Aristóteles wardadó di fuerte distinshon entre e konosementu i e konosementu práktiko pa e artesanonan e trahamentu di speculacion teoria manera esun di mas haltu tipo di actividad di hende e pensamentu práktiko di bon bida komo algu menos montaña i e konosementu di e artesanonan manera algu solamente kapasidat pa klas mas abou,54,128
"Den contact ku e konosementu modernu, di [[Aristóteles]] influence enfasis tabata e ""tera"" ta e pasonan di e deducción [[mundial]] di regels di dat di but i no e tratamentu di e reunion di prueba i e dat bruto komo parti di e konosementu mescos.",Den contact ku e konosementu modernu di Aristóteles influence enfasis tabata e tera ta e pasonan di e deducción mundial di regels di dat di but i no e tratamentu di e reunion di prueba i e dat bruto komo parti di e konosementu mescos,45,128
"Durante e tempunan aya lat i e haltu Bieu Mitar, di [[Aristóteles]] enfoque di e investigashon riba e fenómeno natural a utilidat.",Durante e tempunan aya lat i e haltu Bieu Mitar di Aristóteles enfoque di e investigashon riba e fenómeno natural a utilidat,22,8
"Sinembargo, e komandante kampo di konosementu (òf di ""filosofia natural""manera tabata yama) i un gran [[parti]] di e konosemento komandantenan di [[mundu]] bieu ta fortalesé su mes observa kla di e obranan di e promé latino encyclopedie manera con Isidoro di Sivil.",Sinembargo e komandante kampo di konosementu i un gran parti di e konosemento komandantenan di mundu bieu ta fortalesé su mes observa kla di e obranan di e promé latino encyclopedie manera con Isidoro di Sivil,36,246
"Den e dominio Bintiun, hopi di e konosementu pagano text ta poní den Siríaco produccion hasí dor di grupo aki manera e Restorant i [[Manifesta]].",Den e dominio Bintiun hopi di e konosementu pagano text ta poní den Siríaco produccion hasí dor di grupo aki manera e Restorant i Manifesta,25,183
"[./Science#cite_note-31 [laar a apa 7]] Di Kas di Sabiduria a kreá den Bosdi desaster di [[Bida]], Ik.",Sciencecite_note laar a apa Di Kas di Sabiduria a kreá den Bosdi desaster di Bida Ik,16,511
"[./Science#cite_note-34 [laar a apa 8]] Na e atardi di desaster media, manera e deseo di produccion bira grandi (por ehèmpel, di e [[Skol]] Produktor di Tolo), e [[Europe]] oksidente a kuminsá regular text skirbí no solamente na latin, e latino produccion di griego, arabir i hebreo.",Sciencecite_note laar a apa Na e atardi di desaster media manera e deseo di produccion bira grandi e Europe oksidente a kuminsá regular text skirbí no solamente na latin e latino produccion di griego arabir i hebreo,37,246
"Den partikular, e text di [[Aristóteles]], [[Ptolomeo,[./Science#cite_note-36]] [laar a apa 9]] i di Eclips, ku ta preservá den e Kasnan di e Sabiduria, e buska entre edits Katóliko.",Den partikular e text di Aristóteles PtolomeoSciencecite_note laar a apa i di Eclips ku ta preservá den e Kasnan di e Sabiduria e buska entre edits Katóliko,27,8
"Den [[Oropa]], e produccion latin di e Almasen di ""Buki Tica"" korektamente influensia Roep Con (siglo 13), [[Inglatera]], kende bog pa mas konosementu experimenta manera e ta demostrá pa Almasen.",Den Oropa e produccion latin di e Almasen di Buki Tica korektamente influensia Roep Con Inglatera kende bog pa mas konosementu experimenta manera e ta demostrá pa Almasen,28,40
"Na e lat di e Bieu Mitar, un síntesis di [[Catolicismo]] i e vishon aristotélica konosí komo e Scolastica a florin den [[Oropa]] pabou, nan a bira un nobo sentro geográfiko di konosementu, sino tur e aspekto di scolastica tabata critico na semper 15 i 16.",Na e lat di e Bieu Mitar un síntesis di Catolicismo i e vishon aristotélica konosí komo e Scolastica a florin den Oropa pabou nan a bira un nobo sentro geográfiko di konosementu sino tur e aspekto di scolastica tabata critico na semper i,44,246
"Medida di konosementu karga na skinanan di bista di e sivilisadó Helenista di [[Sócrates]], Laten i [[Aristóteles]], manera ta mustra riba Almasen di trabou pèrdè ""Un Buki den mi Recorido na e Konosementu di e Tica di e Dos Bukinan di Eclips i [[Ptolomeo]], e mi a añadí e Nacional e Promé Mensahe na e Falta di [[Ptolomeo]] di Buki"" pa Ibn Abi [[Saba's]] catalogo, sito den (.",Medida di konosementu karga na skinanan di bista di e sivilisadó Helenista di Sócrates Laten i Aristóteles manera ta mustra riba Almasen di trabou pèrdè Un Buki den mi Recorido na e Konosementu di e Tica di e Dos Bukinan di Eclips i Ptolomeo e mi a añadí e Nacional e Promé Mensahe na e Falta di Ptolomeo di Buki pa Ibn Abi Sabas catalogo sito den,67,246
"Almasen di manera consument detenido [[Ptolomeo]] di teoria na e vishon, ma preservá [[Aristóteles]] e antalogia, Roep Con, Vier, i [[John Peckham]] kada construyendo un antalogia scolastica di Almasen di ""Buki Tica"", un kadena cual prinsipio, ku session, e recepcion i por último na e percusion di hende i di forma universal di [[Aristóteles]].",Almasen di manera consument detenido Ptolomeo di teoria na e vishon ma preservá Aristóteles e antalogia Roep Con Vier i John Peckham kada construyendo un antalogia scolastica di Almasen di Buki Tica un kadena cual prinsipio ku session e recepcion i por último na e percusion di hende i di forma universal di Aristóteles,54,384
"[[Merka]] [[Met]] seya di tera perspektiva riba e vishon, e pvda di tres [[Aristóteles]] kuater pleitunan, regular, material i caba, ""ta ekonómiko, ronal i hende.""",Merka Met seya di tera perspektiva riba e vishon e pvda di tres Aristóteles kuater pleitunan regular material i caba ta ekonómiko ronal i hende,25,247
"Esaki lo a kibra na [[Kepler]], , ku a hasi un patronchi pa e wowo manera un awa yen di sera di glas ku un buraku den e [[parti]] aantal di e mesun pa e patronchi di e entrada di e a papia.",Esaki lo a kibra na Kepler ku a hasi un patronchi pa e wowo manera un awa yen di sera di glas ku un buraku den e parti aantal di e mesun pa e patronchi di e entrada di e a papia,42,497
E a topa ku tur e lus di ningun di e asina a ortografia den ningun punto den e [[parti]] patras di e esfera di glas.,E a topa ku tur e lus di ningun di e asina a ortografia den ningun punto den e parti patras di e esfera di glas,26,239
E tica di e puntanan di e kadena na e reina riba e [[parti]] patras di wowo i e imagen ta invertí.,E tica di e puntanan di e kadena na e reina riba e parti patras di wowo i e imagen ta invertí,22,116
"[./Science#cite_note-41 [laar a apa 10]] [[Optico]] formulario un heliocéntrica patronchi di e sistema solo, tin diferensia di e patronchi geocéntrico di [[Ptolomeo's]] ""Logico"".",Sciencecite_note laar a apa Optico formulario un heliocéntrica patronchi di e sistema solo tin diferensia di e patronchi geocéntrico di Ptolomeos Logico,22,348
[[Galileo]] a uza innovatie di experimental i matemátika.,Galileo a uza innovatie di experimental i matemátika,8,365
"Sinembargo, e yega ta tumbá despues di e [[Pap]] [[Urbano VI]] bendishoná [[Galileo]] skirbi riba e sistema Cortico.",Sinembargo e yega ta tumbá despues di e Pap Urbano VI bendishoná Galileo skirbi riba e sistema Cortico,18,193
"[[Galileo]] a utilidat di argumentonan di [[Papia]] i a pone nan den e bos di simpel di e obra ""Diálogo di Dos prinsipal Sistema di Mundu"", ku ta ofendida e buki.",Galileo a utilidat di argumentonan di Papia i a pone nan den e bos di simpel di e obra Diálogo di Dos prinsipal Sistema di Mundu ku ta ofendida e buki,31,246
"Con kuestion di [[Aristóteles]], e konosementu di motibu regular i e motibu caba, i promove e idea pa konosementu mester studia e leinan di e ""simpel"" di e naturalesa, manera e kayente, na lugá di suomi ku no tin ningun naturalesa spesífiko òf ""motibu regular"", di kada un di e complejos di tipo di nada.",Con kuestion di Aristóteles e konosementu di motibu regular i e motibu caba i promove e idea pa konosementu mester studia e leinan di e simpel di e naturalesa manera e kayente na lugá di suomi ku no tin ningun naturalesa spesífiko òf motibu regular di kada un di e complejos di tipo di nada,55,246
Fontein's tera di creatividad i e desaroyo di e tecnica cuenta guia di sustitución di e tecnica clásica ku nobo físiko ku ta kontené [[dos]] [[parti]] e ta describe e distrito tipo di evento den naturalesa.,Fonteins tera di creatividad i e desaroyo di e tecnica cuenta guia di sustitución di e tecnica clásica ku nobo físiko ku ta kontené dos parti e ta describe e distrito tipo di evento den naturalesa,36,128
"Na e tempu ei, na e struktura di tono i su núkleo a bisto, ku ta [[baha]] e liberashon di ""energia atómica"" (energia nuclear).",Na e tempu ei na e struktura di tono i su núkleo a bisto ku ta baha e liberashon di energia atómica,22,400
"Uza general di e sirkulo integridat ta e último kuater di siglo 20, combina ku satellite di communicacion ku guia ta un evolucion den e teknologia di e informashon i e kresementu geval di [[internet]] i e informativo móvil, inkluyendo telefon kapasitá.",Uza general di e sirkulo integridat ta e último kuater di siglo combina ku satellite di communicacion ku guia ta un evolucion den e teknologia di e informashon i e kresementu geval di internet i e informativo móvil inkluyendo telefon kapasitá,41,128
"Por ehèmpel, na su buki ""Konsiente"", [[E. O. Wilson]] a bisa: ""E relashon humano ta [[mas]] importante di frontera di siensia natural"".",Por ehèmpel na su buki Konsiente E_O_Wilson a bisa E relashon humano ta mas importante di frontera di siensia natural,20,63
"Despues di e resultado di un repartimento e notisianan òf publiko, ta un realisá normal pa investigadornan [[independiente]] pa compra ta e resultá ta hiba pafó, i pa e influensia sigui realisa experiences simia pa kousa ta konfiabel e resultado.",Despues di e resultado di un repartimento e notisianan òf publiko ta un realisá normal pa investigadornan independiente pa compra ta e resultá ta hiba pafó i pa e influensia sigui realisa experiences simia pa kousa ta konfiabel e resultado,40,79
"[[Metodo]] estadístika, ku ta téknika matemátika pa abreviá i analisá dat, permit na sientífiko den gusta e nivel di abilidat i e pago di kambio den e resultadonan experiences.",Metodo estadístika ku ta téknika matemátika pa abreviá i analisá dat permit na sientífiko den gusta e nivel di abilidat i e pago di kambio den e resultadonan experiences,29,246
