text,text_preprocessed,LEN,label
Atoll Johnston sa roun atoll di [[loséyan Pasifik]] Nò sitchwé à 1 328 km d'Honolulu (Haway).,Atoll Johnston sa roun atoll di loséyan_Pasifik Nò sitchwé à km dHonolulu,12,281
"[[Tchèk]] mwa aprè koumansman-an di Pronmyé Lagèr mondjal-a, an òktòb 1914, kolonèl-a Swinton (en) di [[British Army]]-a, roun taktisyen militèr, gen [[projè]]-a di konsouvwè oun véyikil armé, blendé é à chéni.",Tchèk mwa aprè koumansmanan di Pronmyé Lagèr mondjala an òktòb kolonèla Swinton di British Armya roun taktisyen militèr gen projèa di konsouvwè oun véyikil armé blendé é à chéni,29,333
"Sa [[projè]] ka atéri asou biro-a di [[Winston Churchill]], alò Pronmyé Lord di Amiroté-a, ki ka konprann lentérè-a é ka konstitchwé an févriyé 1915 oun komité pou étid-a di sa prototip-ya di « lands ships »(litéralman navir di latè), Landships Committee-a.",Sa projè ka atéri asou biroa di Winston Churchill alò Pronmyé Lord di Amirotéa ki ka konprann lentérèa é ka konstitchwé an févriyé oun komité pou étida di sa prototipya di « lands ships » Landships Committeea,37,337
Char-a ka nèt ensi atè [[Lonn]].,Chara ka nèt ensi atè Lonn,6,216
"Moris (an anglè Mauritius), an form long Répiblik di Moris (an annglé Republic of Mauritius), sa roun Léta ensilèr di [[Loséyan Endjen]] à 868 kilonmèt à lès di [[Madagaskar]].",Moris an form long Répiblik di Moris sa roun Léta ensilèr di Loséyan_Endjen à kilonmèt à lès di Madagaskar,19,47
Disette an [[Égypte]] akoz di ensifizant kri-a di [[Nil]] ; troub konsékitif à famin-an (finisman an 1025).,Disette an Égypte akoz di ensifizant kria di Nil troub konsékitif à faminan,13,334
Pélren-yan ki ka randé yé kò à [[La Mecque]] sa dépouyé.,Pélrenyan ki ka randé yé kò à La_Mecque sa dépouyé,10,199
"[[Annan]] larmé-a, èsklav nwè-ya ka révòlté yé kò.",Annan larméa èsklav nwèya ka révòlté yé kò,8,217
"Tanzani, an form long Répiblik ini di Tanzani ou Répiblik-Ini di Tanzani, an swahili Tanzania é Jamhuri ya Muungano wa Tanzania, an anglè Tanzaniaet The United Republic of Tanzania, sa roun péyi di [[Lafrik]] di Lès sitchwé an bòrdir di [[loséyan Endjen]].",Tanzani an form long Répiblik ini di Tanzani ou RépiblikIni di Tanzani an swahili Tanzania é Jamhuri ya Muungano wa Tanzania an anglè Tanzaniaet The United Republic of Tanzania sa roun péyi di Lafrik di Lès sitchwé an bòrdir di loséyan Endjen,42,244
Oun apèl téléfonnik sa opérasyon di miz an konnègsyon ant roun moun ki ka itilizé oun [[téléfonn]] ké so dèstinatèr.,Oun apèl téléfonnik sa opérasyon di miz an konnègsyon ant roun moun ki ka itilizé oun téléfonn ké so dèstinatèr,20,193
"À laswit di nimérotasyon di [[niméro di téléfonn]] di sa dannyé asou roun klavyé di aparèy émétò, oun sonnri téléfonik ka routanti à dèstinasyon jouk ki endividi kontakté ka asèpté apèl-a.",À laswit di nimérotasyon di niméro_di_téléfonn di sa dannyé asou roun klavyé di aparèy émétò oun sonnri téléfonik ka routanti à dèstinasyon jouk ki endividi kontakté ka asèpté apèla,29,323
"[[Nikaragwa]], an form long Répiblik di [[Nikaragwa]], an espagnol [[República de Nicaragua]], sa roun péyi di [[Amérik]] santral.",Nikaragwa an form long Répiblik di Nikaragwa an espagnol República de Nicaragua sa roun péyi di Amérik santral,18,125
"Enjényé Hidalgo [[Don Quichotte]] di Manch-a ou Enjényé Nòb [[Don Quichotte]] di Manch-a (tit orijinal an espagnol ""El ingenioso hidalgo don Quixote de la Mancha"") sa roun roman marké pa [[Miguel de Cervantes]] é pibliyé koté [[Madrid]] an dé [[parti]], an 1605 et 1615.",Enjényé Hidalgo Don_Quichotte di Mancha ou Enjényé Nòb Don_Quichotte di Mancha sa roun roman marké pa Miguel de Cervantes é pibliyé koté Madrid an dé parti an et,28,2
"An sa sans li ka opozé à nosyon-an di lèspri kritik, é ka trouvé so antitèz annan entrimantalism-a ki ka konsidéré ki [[modèl]] syantifik-ya sa pa ki dé enstriman li ka pèrmèt nou di konsouvwè komodéman fénomenn-yan.",An sa sans li ka opozé à nosyonan di lèspri kritik é ka trouvé so antitèz annan entrimantalisma ki ka konsidéré ki modèl syantifikya sa pa ki dé enstriman li ka pèrmèt nou di konsouvwè komodéman fénomennyan,37,218
"[[Montangn Rochéz]]-a, oben senpman Rochéz-ya, an anglé [[Rocky Mountains]] oben [[Rockies]], sa roun grann chenn di montangn annan Lwès di [[Amérik]] di Nò, asou téritwar-a dé [[Étazini]] é di [[Kanada]].",Montangn_Rochéza oben senpman Rochézya an anglé Rocky Mountains oben Rockies sa roun grann chenn di montangn annan Lwès di Amérik di Nò asou téritwara dé Étazini é di Kanada,29,192
"[[Thomas d'Aquin]] (né an 1224/1225 of chato de [[Roccasecca]] prè d'Aquino, an [[Itali]] di Sid, mouri 7 mars 1274 atè abbaye di [[Fossanova]] prè di [[Priverno]] annan [[Latium]]-an), sa roun rélijyé di lòrd dominiken-an, sélèb pou so òv téyolojik é filozofik.",Thomas_dAquin sa roun rélijyé di lòrd dominikenan sélèb pou so òv téyolojik é filozofik,14,281
"Konsidéré kou roun dé prensipal mèt di filozofi skolastik-a é di téyoloji [[katolik]], li té kanonizé 18 jwiyé 1323, épi proklamé dòktò di [[Légliz]]-a pa [[Pie V]], an 1567 é patron dé linivèrsité, lékòl ké akadémi [[katolik]], pa [[Léon XIII]] an 1880.",Konsidéré kou roun dé prensipal mèt di filozofi skolastika é di téyoloji katolik li té kanonizé jwiyé épi proklamé dòktò di Légliza pa Pie V an é patron dé linivèrsité lékòl ké akadémi katolik pa Léon XIII an,38,32
"Néyèrlandé-a ([[Nederlands]], prounonsyasyon /ˈneː.dəɾ.ˌlɑnts/) sa roun lanng prensipalman palé o Péy-Ba é annan so téritwè-ya di lout-lanmè, an [[Bèljik(prensipalman]] annan Réjyon flanmann-an é an Réjyon brigsélwè) é o [[Sourinanm]].",Néyèrlandéa sa roun lanng prensipalman palé o PéyBa é annan so téritwèya di loutlanmè an Bèljik_é_o_Sourinanm,16,208
"Néyèrlandé èstandar-a ka fè [[parti]] di ba-alman, li sa isou pli présizéman di roun sentèz di djalèk di ba-fransik, notanman di olandé é di brabanson.",Néyèrlandé èstandara ka fè parti di baalman li sa isou pli présizéman di roun sentèz di djalèk di bafransik notanman di olandé é di brabanson,25,78
"Afrikans-a sa roun lanng dérivé di tchèk djalèk néyèrlandé di xviie syèk é palé an [[Lafrik di Sid]] é Nanmibi, ki sa òkò larjman konpréyansib pou lokitò-ya di néyèrlandé, omwen annan lékritir-a.",Afrikansa sa roun lanng dérivé di tchèk djalèk néyèrlandé di xviie syèk é palé an Lafrik_di_Sid é Nanmibi ki sa òkò larjman konpréyansib pou lokitòya di néyèrlandé omwen annan lékritira,30,212
Sosyolengwistik-ya ka kalifyé néyèrlandé-a di lanng-twè [[pas]] ki li konstrwi à partir di plizyò djalèk ki té ganyen roun èstandardizasyon é ki enpozé pa pouvwè politik-a pou favorizé roun zouti di lèsprésyon litérèr inik mé osi di lanng polinonmik oben lanng Ausbau.,Sosyolengwistikya ka kalifyé néyèrlandéa di lanngtwè pas ki li konstrwi à partir di plizyò djalèk ki té ganyen roun èstandardizasyon é ki enpozé pa pouvwè politika pou favorizé roun zouti di lèsprésyon litérèr inik mé osi di lanng polinonmik oben lanng Ausbau,42,337
[[Nederlands]] ka kalifyé lorijin jéyografik néyèrlandé-a oben ka dézigné lanng-an ki palé annan sa réjyon.,Nederlands ka kalifyé lorijin jéyografik néyèrlandéa oben ka dézigné lanngan ki palé annan sa réjyon,15,202
"Konfinen, apré roun enpòrtan lèstansyon médjéval, annan atchwèl [[Westhoek]] fransé-a, lanng-an, anba so fòrm djalègtal tradisyonnèl-ya, pratikman disparèt di Flann fransé-a o kour di xxe syèk ; sèl tchèk 20 000 lokitò, laplipa ajé di pli di 50 lannen, ka pratiké li kotidjennman.",Konfinen apré roun enpòrtan lèstansyon médjéval annan atchwèl Westhoek franséa lanngan anba so fòrm djalègtal tradisyonnèlya pratikman disparèt di Flann franséa o kour di xxe syèk sèl tchèk lokitò laplipa ajé di pli di lannen ka pratiké li kotidjennman,39,325
"O total, pli di 30 milyon di moun ka palé li annan monn-an, si nou ka konté lokitò-ya di afrikans-a, lanng ki ka prosédé di fon néyèrlandé méridjonnal di xviie syèk ki [[gen]], di fè dé kondisyon di lizòlman é dé lenfliyans lokal (bantou, maléz…), sibi so pròp lévolisyon (djalègtal, òrtografik ké granmantikal) ; sa lanng ka doumòré fòrtman izité an [[Lafrik di Sid]], koté li sa lanng ofisyèl, ensi ki an Nanmibi, koté li sa lanng roukonnèt.",O total pli di milyon di moun ka palé li annan monnan si nou ka konté lokitòya di afrikansa lanng ki ka prosédé di fon néyèrlandé méridjonnal di xviie syèk ki gen di fè dé kondisyon di lizòlman é dé lenfliyans lokal sibi so pròp lévolisyon sa lanng ka doumòré fòrtman izité an Lafrik di Sid koté li sa lanng ofisyèl ensi ki an Nanmibi koté li sa lanng roukonnèt,70,240
"An [[Léròp]], néyèrlandé-a ki sa roun lanng ofisyèl o Péy-Ba é an [[Bèljik]], li sa donk di sa fè roun dé lanng ofisyèl di [[Linyon éropéyen]]-an.",An Léròp néyèrlandéa ki sa roun lanng ofisyèl o PéyBa é an Bèljik li sa donk di sa fè roun dé lanng ofisyèl di Linyon éropéyenan,26,78
"Annan [[Karayb]]-ya, li sa lanng ofisyèl-a d'Arouba é di [[Lézanti]] néyèrlandé-ya.",Annan Karaybya li sa lanng ofisyèla dArouba é di Lézanti néyèrlandéya,11,54
"An [[Lanmérik di Sid]], li sa lanng ofisyèl-a di [[Sourinanm]].",An Lanmérik_di_Sid li sa lanng ofisyèla di Sourinanm,8,288
"Anfen, an [[Lafrik]], afrikans-a, lanng ki dérivé di néyèrlandé, sa lanng ofisyèl an [[Lafrik di Sid]] é lanng roukonnèt an Nanmibi.",Anfen an Lafrik afrikansa lanng ki dérivé di néyèrlandé sa lanng ofisyèl an Lafrik di Sid é lanng roukonnèt an Nanmibi,21,42
"[[O]] total annan monn-an, néyèrlandé-a sa palé pa pli di 30 milyon di moun.",O total annan monnan néyèrlandéa sa palé pa pli di milyon di moun,13,11
"Néyèrlandé-a ka trouvé so sours annan djalèk jèrmannik-ya ki palé annan nò-a di [[Lanlmangn]] é o Péy-Ba ant [[le Rhin]] ké [[Weser]], réjyon ki ka korèsponn o group arkéyolojik nonmen group [[Rhin]]-[[Weser]].",Néyèrlandéa ka trouvé so sours annan djalèk jèrmannikya ki palé annan nòa di Lanlmangn é o PéyBa ant le Rhin ké Weser réjyon ki ka korèsponn o group arkéyolojik nonmen group RhinWeser,32,329
"[[So]] lanng-gangan sa vyé-fransik (oben vyé-ba-fransik), lanng-an dé Fran salyen é dé Mérovenjyen, gangan dé djalèk ba-fransik modèrn, mé li ka réparti so kò asou roun zonn di lenplantasyon frison é té konnèt pa laswit-a roun sèrten lenfliyans lengwistik di vyé frison.",So lannggangan sa vyéfransik lanngan dé Fran salyen é dé Mérovenjyen gangan dé djalèk bafransik modèrn mé li ka réparti so kò asou roun zonn di lenplantasyon frison é té konnèt pa laswita roun sèrten lenfliyans lengwistik di vyé frison,40,218
"Lenskripsyon rinik-a di Bergakker, ki dékouvèrt annan Betuwe é ka atribiyé o Fran salyen ant 425 ké 450, sa pli ansyen fragman-an di vyé fransik ki parvini jouk nou, sa lanng ka révélé so kò [[tré]] pròch di vyé néyèrlandé di Mwéyen-Laj, sa lenskripsyon pouvé donk fika konsidéré kou pli ansyen-an an néyèrlandé.",Lenskripsyon rinika di Bergakker ki dékouvèrt annan Betuwe é ka atribiyé o Fran salyen ant ké sa pli ansyen fragmanan di vyé fransik ki parvini jouk nou sa lanng ka révélé so kò tré pròch di vyé néyèrlandé di MwéyenLaj sa lenskripsyon pouvé donk fika konsidéré kou pli ansyenan an néyèrlandé,51,218
"[[Tré]] bonnò déja, ba-fransik ka démarké so kò di alman-an é dé ròt djalèk ba-alman, pa so prounonsyasyon ki mwen gitiral di sèrten fonenm ki nou ka routrouvé an annglé, prounonsyasyon néyèrlandé ki ka annonsé déja prémis-ya di prounonsyasyon-an kou anglé-a (ki [[tré]] koulan).",Tré bonnò déja bafransik ka démarké so kò di almanan é dé ròt djalèk baalman pa so prounonsyasyon ki mwen gitiral di sèrten fonenm ki nou ka routrouvé an annglé prounonsyasyon néyèrlandé ki ka annonsé déja prémisya di prounonsyasyonan kou angléa,41,218
"Toutfwè, i ka élwagnen so kò di alman-an é di annglé-a pa so prounonsyasyon di roun « g » vélèr (nonmen pafwè gitiral), artikilé swé kou jota èspangnòl-a, swé kou « ch » (Ach-Laut) alman, swé òkò adousi an roun sòrt di « h » [[tré]] aspiré, sonnò oben pa (ki enpé sanblab à sa ki nou ka trouvé an tchèk oben oukrényen, pa lègzanp).",Toutfwè i ka élwagnen so kò di almanan é di anngléa pa so prounonsyasyon di roun « g » vélèr artikilé swé kou jota èspangnòla swé kou « ch » alman swé òkò adousi an roun sòrt di « h » tré aspiré sonnò oben pa,46,91
"I gen soupannan dipi lontan roun fòrt konpozan fransé annan vokabilèr-a, partikilyèrman annan néyèrlandé-a (flanman) di [[Bèljik]].",I gen soupannan dipi lontan roun fòrt konpozan fransé annan vokabilèra partikilyèrman annan néyèrlandéa di Bèljik,16,202
"Ròtfwè, annan sèrten réjyon, li té ékri ké roun ""y"" ké oben san tréma ([[Ÿ]]/ÿ).",Ròtfwè annan sèrten réjyon li té ékri ké roun y ké oben san tréma,14,292
"An majiskil (pronmyé mo di roun fraz, non pròp, ladjègtif dérivé di roun non pròp) Dé lèt-ya ka ékri yé kò an prensip an kapital : ""het [[IJsselmeer]]"", di Hollandse an di [[Gelderse IJssel]] (l'Yssel olandé ké [[Yssel]] di [[Gueldre]]), [[IJsland(Lislann]]), di IJszee (Loséyan glasyal: argtik oben antargtik), ijs (laglas), een ijsberg(roun iceberg), mé an koumansman di roun fraz : IJset IJsbergen (dé iceberg), etc.",An majiskil Dé lètya ka ékri yé kò an prensip an kapital het IJsselmeer di Hollandse an di Gelderse IJssel IJsland di IJszee ijs een ijsberg mé an koumansman di roun fraz IJset IJsbergen etc,35,284
Li ka an distengé so kò néyanmwen pa kazi-disparisyon dé ka ké fèb distengsyon ki nou ka fè jòdla ant janr maskilen ké féminen-yan (òkò pli fèb o nò di [[Rhin]] ki o sid).,Li ka an distengé so kò néyanmwen pa kazidisparisyon dé ka ké fèb distengsyon ki nou ka fè jòdla ant janr maskilen ké féminenyan,24,213
"[[Parthénon]]-an — grèk ansyen : Ὁ [[Παρθενών]] / [[Parthenṓn]] (à lorijin jénitif pliryèl di παρθένος, non féminen, « jen tifi, vyèrj »), litéralman « “lasal”-a oben “doumò”-a dé vyèrj », — sa roun édifis sitchwé asou akropòl-a d'Athènes.",Parthénonan — grèk ansyen Ὁ Παρθενών Parthenṓn litéralman « “ lasal ” a oben “ doumò ” a dé vyèrj » — sa roun édifis sitchwé asou akropòla dAthènes,29,336
"Réyalizé antchèrman an marb Pantélik, [[Parthénon]]-an sa an menm tan oun tanp é roun trézò, o sans antik di tèrm.",Réyalizé antchèrman an marb Pantélik Parthénonan sa an menm tan oun tanp é roun trézò o sans antik di tèrm,20,324
"Naos-a di [[Parthénon]] té konnèt pou abrité èstati chryséléphantine di déyès-a [[Athéna Parthénos]], òv monimantal di [[Phidias]], à lakèl Athénîen-yan té ka prézanté yé ofrann.",Naosa di Parthénon té konnèt pou abrité èstati chryséléphantine di déyèsa Athéna Parthénos òv monimantal di Phidias à lakèl Athénîenyan té ka prézanté yé ofrann,25,219
"Oun enfèksyon sèkswèlman transmisib ([[IST]]) oben [[ITS]], o [[Kanada]], sa roun enfèksyon ki ka transmèt ant partnèr o kour dé diférant fòrm di rapò sèkswèl.",Oun enfèksyon sèkswèlman transmisib oben ITS o Kanada sa roun enfèksyon ki ka transmèt ant partnèr o kour dé diférant fòrm di rapò sèkswèl,24,2
"Tout pratik-ya ki sèkswèl ka konpòrté oun kontak jénital moutchwèel oben oro-jénital ké rounòt moun, oben so flwid jénital-ya, sa konsidéré kou ka konpòrté oun risk di transmisyon di roun [[IST]].",Tout pratikya ki sèkswèl ka konpòrté oun kontak jénital moutchwèel oben orojénital ké rounòt moun oben so flwid jénitalya sa konsidéré kou ka konpòrté oun risk di transmisyon di roun IST,31,91
Chak [[IST]] ka prézanté roun risk é roun dégré di gravité diféran.,Chak IST ka prézanté roun risk é roun dégré di gravité diféran,12,164
Nou ka pasé [[alò]] di modèrnism o pòsmodèrnism.,Nou ka pasé alò di modèrnism o pòsmodèrnism,8,319
[[Mo-a]] « modèrnism » itilizé andan lannen-yan 1960 ka dézigné rétrospèktivman sa péryòd.,Moa « modèrnism » itilizé andan lannenyan ka dézigné rétrospèktivman sa péryòd,12,219
[[IRM]]-an ki ka roupozé asou prensip-a di rézonnans magnétik nikléyèr-a (RMN) ki ka itilizé propriyété kantik-ya dé nwayo atomik pou spèktroskopi-a an analiz chimik.,IRMan ki ka roupozé asou prensipa di rézonnans magnétik nikléyèra ki ka itilizé propriyété kantikya dé nwayo atomik pou spèktroskopia an analiz chimik,23,325
IRM-an ka nésésité oun [[chan]] magnétik pwisan é èstab ki prodjwi pa roun éman siprakondiktò ki ja kréyé oun magnétizasyon dé tisou pa alignman dé moman magnétik di spin.,IRMan ka nésésité oun chan magnétik pwisan é èstab ki prodjwi pa roun éman siprakondiktò ki ja kréyé oun magnétizasyon dé tisou pa alignman dé moman magnétik di spin,29,220
"Mona Lisa, (La Joconde an fransè), sa oun tablo di lartis [[italyen]] [[Léonard de Vinci]], réalizé antr 1503 é 1506, ki ka rouprézanté oun potrè mi-kò, probabléman di florantin Lisa Gherardini, épouz di Francesco del Giocondo.",Mona Lisa sa oun tablo di lartis italyen Léonard de Vinci réalizé antr é ki ka rouprézanté oun potrè mikò probabléman di florantin Lisa Gherardini épouz di Francesco del Giocondo,30,212
"[[Nwèl]] sa roun fèt d'orijin romenn sélébré chak lannen, majoritèrman andan lannwit di 24 o 25 désanm ensi ki 25 tout lajounen.",Nwèl sa roun fèt dorijin romenn sélébré chak lannen majoritèrman andan lannwit di o désanm ensi ki tout lajounen,19,202
Kannèl sa roun [[zépis]] ki ka provini di entéryòr di lapo pyébwa Pyékannèl di Ceylan.,Kannèl sa roun zépis ki ka provini di entéryòr di lapo pyébwa Pyékannèl di Ceylan,15,221
"Wake sa roun atoll sitchwé annan nò di [[loséyan Pasifik]], à 1 442 km o nò-nò-wès di Delap-Uliga-Darrit, kapital dé zil Marshall, é à 2 267 km à lès-nò-lès di Saipan (Mariannes di Nò), swa à enpé pli di tyèr di chimen ki ka rélyé lil mariannèz à Maui, o zil Away.",Wake sa roun atoll sitchwé annan nò di loséyan_Pasifik à km o nònòwès di DelapUligaDarrit kapital dé zil Marshall é à km à lèsnòlès di Saipan swa à enpé pli di tyèr di chimen ki ka rélyé lil mariannèz à Maui o zil Away,44,99
"[[Kèro]] (arab : [[القاهرة]], romanisation : [[Al-Qāhira]], « Viktoryéz-a » ; italyen : [[Il Cairo]]) sa kapital-a ké pli grann lavil d'Éjip.",Kèro sa kapitala ké pli grann lavil dÉjip,8,222
"[[So]] popilasyon sa di pli di sèz milyon di zabitan, sa ki ka fè di li pli grann lavil di [[Mwayen-Oryan]] é ségonn d'Afrik dèyè [[Lagos]].",So popilasyon sa di pli di sèz milyon di zabitan sa ki ka fè di li pli grann lavil di MwayenOryan é ségonn dAfrik dèyè Lagos,26,154
"Byen k'Al-[[Qāhira]] sa non ofisyèl-a, an arab éjipsyen, li sa pli souvan aplé Masr(non arab di l'Éjip) oben Al-Fustat.",Byen kAlQāhira sa non ofisyèla an arab éjipsyen li sa pli souvan aplé Masr oben AlFustat,16,194
Mèrkir (senbòl : ) sa planèt-a pli pròch-a di [[Solèy]]-a mwen masiv-a di Sistenm solèr.,Mèrkir sa planèta pli pròcha di Solèya mwen masiva di Sistenm solèr,12,151
"[[So]] élwagnman o [[Solèy]] sa konpri ant 0,31 ké 0,47 inité astronomik (46 ké 70 milyon di kilomèt), sa ki ka korèsponn à roun èsantrisité òbital di 0,2 — pli di douz fwè sipéryò à sa di [[Latè]], é di lwen pli élvé-a pou roun planèt di sistenm solèr.",So élwagnman o Solèy sa konpri ant ké inité astronomik sa ki ka korèsponn à roun èsantrisité òbital di — pli di douz fwè sipéryò à sa di Latè é di lwen pli élvéa pou roun planèt di sistenm solèr,40,78
"Li sa vizib à wéy-a touni dipi [[Latè]]-a ké roun djamèt ki aparanté di 4,5 à 13 ségonn d'ark, é roun magnitid ki aparant di 5,7 à −2,3 ; so òbsèrvasyon sa toutfwè té randé difisil pa so élongasyon ki toujou enféryò à 28,3° ki ka nwayé li pli souvan-an annan lékla-a di Solèy-a.",Li sa vizib à wéya touni dipi Latèa ké roun djamèt ki aparanté di à ségonn dark é roun magnitid ki aparant di à − so òbsèrvasyon sa toutfwè té randé difisil pa so élongasyon ki toujou enféryò à ° ki ka nwayé li pli souvanan annan léklaa di Solèya,50,337
"Di nou jou lèspas-a, ki ka sanblé routiré so kò di [[chan]] filozofik, ka pran di nonbré sans prési é pròp à di miltip disiplin syantifik dérivé di jéyométri-a.",Di nou jou lèspasa ki ka sanblé routiré so kò di chan filozofik ka pran di nonbré sans prési é pròp à di miltip disiplin syantifik dérivé di jéyométria,29,44
"Kanmopi sa roun koumin fransé di DROM di [[Lagwiyann]] ki tradisyonnèlman abité pa Nativ anmériken-yan di pèp otogtonn dé Téko ansyennman nonmen Émériyon, ensi ki pa dé anmérendjen Wayanmpi.",Kanmopi sa roun koumin fransé di DROM di Lagwiyann ki tradisyonnèlman abité pa Nativ anmérikenyan di pèp otogtonn dé Téko ansyennman nonmen Émériyon ensi ki pa dé anmérendjen Wayanmpi,29,42
"Koumin-an, di roun sipèrfisi di 10 030 km², sa sitchwé asou bò-ya di flòv Loyapòk é travèrsé pa larivyè-ya [[Kanmopi]] ké Yaloupi.",Kouminan di roun sipèrfisi di km² sa sitchwé asou bòya di flòv Loyapòk é travèrsé pa larivyèya Kanmopi ké Yaloupi,20,19
"[[Sa]] [[tré]] vas koumin kontinantal sid lès (3e di [[Lafrans]] pa so sipèrfisi), ki sitchwé an péy pèp nativ Téko ké Wayanmpi sa agsésib san lotorizasyon préfègtoral pou bour-a, sof pou vilaj-ya di Trwè [[So]], ki enstitchwé an 1970 épi révizé an jen 2015.",Sa tré vas koumin kontinantal sid lès ki sitchwé an péy pèp nativ Téko ké Wayanmpi sa agsésib san lotorizasyon préfègtoral pou boura sof pou vilajya di Trwè So ki enstitchwé an épi révizé an jen,36,44
"Nou pwé alé an lavyon ké roun pis di lavyasyon an béton, pis-a sa achévé an 2016 é louvri pou piblik-a an 2017 oben an piròg an roumontan Loyapòk, an 4 à 6 lèr soulon sézon à pati di [[So]] [[Maripa]] koumin di [[Senjòrj]] Loyapòk oben soulon tip di piròg ké [[motò]] ki itilizé.",Nou pwé alé an lavyon ké roun pis di lavyasyon an béton pisa sa achévé an é louvri pou piblika an oben an piròg an roumontan Loyapòk an à lèr soulon sézon à pati di So Maripa koumin di Senjòrj Loyapòk oben soulon tip di piròg ké motò ki itilizé,50,78
"Koumin-yan ka trouvé so kò an bouchou-a di flòv Loyapòk é di larivyè [[Kanmopi]], li ka anglobé osi vilaj-ya di Trwè So à roun lajòrnen di piròg an sézon rot é dé lajòrnen di piròg an sézon sèk.",Kouminyan ka trouvé so kò an bouchoua di flòv Loyapòk é di larivyè Kanmopi li ka anglobé osi vilajya di Trwè So à roun lajòrnen di piròg an sézon rot é dé lajòrnen di piròg an sézon sèk,38,44
"Koumin-an ka dispozé o bour di lib sèrvis ké 2 zépisri épi roun réstoran, di roun jandanbri é di roun sant koté ka òvré 2 médsen ké 2 enfirmyé, 4 transpòtò flivyal ki ka fè lyannaj ant [[So]] Maripa/[[Kanmopi]] ké Trwè-[[So]].",Kouminan ka dispozé o bour di lib sèrvis ké zépisri épi roun réstoran di roun jandanbri é di roun sant koté ka òvré médsen ké enfirmyé transpòtò flivyal ki ka fè lyannaj ant So MaripaKanmopi ké TrwèSo,37,193
"Plis bò sid, anviron 150 kilonmèt pli laro asou Loyapòk, ka trouvé so kò vilaj-a di Trwè [[So]].",Plis bò sid anviron kilonmèt pli laro asou Loyapòk ka trouvé so kò vilaja di Trwè So,17,35
Sa vilaj ka fè pati di koumin-an di [[Kanmopi]] kou dizenn-yan di piti vilaj égrennen asou sa flòv ké larivyè [[Kanmopi]].,Sa vilaj ka fè pati di kouminan di Kanmopi kou dizennyan di piti vilaj égrennen asou sa flòv ké larivyè Kanmopi,21,324
"Dat-a di kréyasyon di koumin-an ka roumonté à 1969 é sa dannyé sa konsidéré , di fèt, kou pronmyé koumin ""nativ anmériken"" di [[Lafrans]].",Data di kréyasyon di kouminan ka roumonté à é sa dannyé sa konsidéré di fèt kou pronmyé koumin nativ anmériken di Lafrans,22,220
"An mimisouk vilaj-a, i ganyen roun pyéfronmaj, a roun bidim [[pyébwa]].",An mimisouk vilaja i ganyen roun pyéfronmaj a roun bidim pyébwa,11,292
Li sa vizib di [[tré]] lwen ki a dipi lè-ya oben pa flòv-a.,Li sa vizib di tré lwen ki a dipi lèya oben pa flòva,13,122
Bon nonm di ansyen Wayanmpi ki prézan atchwèl asou bour-a sa nèt laba é asou larivyè [[Kanmopi]] Simirit ké vilaj [[W+WA]].,Bon nonm di ansyen Wayanmpi ki prézan atchwèl asou boura sa nèt laba é asou larivyè Kanmopi Simirit ké vilaj WWA,21,188
"Byen ki tourism-an swé limité pa nésésité di roun lotorizasyon di lagsé pou randé so kò annan vilaj-ya di Trwè-[[So]] piski bour di [[Kanmopi]] sa soti di [[ZAR]], à [[Kanmopi]], divèrs [[projé]] touristik sa an kour an 2011.",Byen ki tourisman swé limité pa nésésité di roun lotorizasyon di lagsé pou randé so kò annan vilajya di TrwèSo piski bour di Kanmopi sa soti di ZAR à Kanmopi divèrs projé touristik sa an kour an,37,337
"[[A]] karbé di pasaj, di jit oben di réstoran (Kan MOKATA ké lakrik MEMORA).",A karbé di pasaj di jit oben di réstoran,9,56
Bwéson tradisyonnèl di [[pèp]] nat.,Bwéson tradisyonnèl di pèp nat,5,223
"[[Annan]] bibron-an di timoun, nou ka trouvé égalman di kachiri mé ki pa fèrmanté kidonk san lalkòl.",Annan bibronan di timoun nou ka trouvé égalman di kachiri mé ki pa fèrmanté kidonk san lalkòl,17,111
"[[Nativ]] anmériken-yan pouvé chasé ké [[péché]] libman, menm lèspès-ya ki protéjé pa konvansyon di [[Washington]], anvan ki pèrmi-a di chas fika délivré.",Nativ anmérikenyan pouvé chasé ké péché libman menm lèspèsya ki protéjé pa konvansyon di Washington anvan ki pèrmia di chas fika délivré,22,114
"Zonn-yan di pèch dé Wayanmpi ké Téko di sa koumin é di vilaj té oben sa òkò ilégalman òrpayé é té fika pafwè di manyen entansiv (1986-1987), sa ki ka èspliké to-ya di mèrkir [[tré]] élvé ki détègté annan chivé-ya dé moun tèsté an 1997 pa dé sasò fransé.",Zonnyan di pèch dé Wayanmpi ké Téko di sa koumin é di vilaj té oben sa òkò ilégalman òrpayé é té fika pafwè di manyen entansiv sa ki ka èspliké toya di mèrkir tré élvé ki détègté annan chivéya dé moun tèsté an pa dé sasò fransé,47,329
[[Èspò]] sa roun fénonmenn kazi inivèrsèl annan tan-an é annan lèspas moun-an.,Èspò sa roun fénonmenn kazi inivèrsèl annan tanan é annan lèspas mounan,12,202
