Text,Wiki_ID,Wikidata_ID,Source
kwomozòm,59830,Q37748,Wikipedia
selil elektwochimik,60857,Q80097,Wikipedia
oksidasyon,60267,Q82682,Wikipedia
Katòd,60668,Q175233,Wikipedia
primat,60342,Q7380,Wikipedia
ominide,60064,Q635162,Wikipedia
grès,None,Q677810,OpenTapioca
anbriyon,60869,Q12887356,Wikipedia
gastrila,60913,Q1141026,Wikipedia
etewozigòt,60061,Q501898,Wikipedia
mouch,2515,Q25312,Wikipedia
san,15116,Q2794117,Wikipedia
lajonis,9590,Q65325250,Wikipedia
malarya,59680,Q12156,Wikipedia
entèfaz,60960,Q835950,Wikipedia
mobil,None,Q3088656,OpenTapioca
akselerasyon,57561,Q12887148,Wikipedia
Kòl,None,Q23397,OpenTapioca
ADN,1006,Q7430,Wikipedia
komèt,59846,Q3559,Wikipedia
Pierre Elliott Trudeau,None,Q8619,OpenTapioca
Dorval,None,Q141963,OpenTapioca
Aéroports de Montreal,None,Q2876141,OpenTapioca
Aéroports de Montréal,None,Q2876141,OpenTapioca
Ewop,None,Q46,OpenTapioca
Kigistan,1166,Q813,Wikipedia
Mongol,None,Q711,OpenTapioca
floyèm,60295,Q185138,Wikipedia
pò,14924,Q48688623,Wikipedia
novanm,1939,Q125,Wikipedia
polisye,14933,Q12895624,Wikipedia
zam,58359,Q728,Wikipedia
MINUSTAH,60733,Q740123,Wikipedia
PNH,None,Q1579466,OpenTapioca
Guy Malary,23103,Q3084811,Wikipedia
septanm,1937,Q123,Wikipedia
Polis Nasyonal Ayiti,None,Q3394179,OpenTapioca
Zini,None,Q18505770,OpenTapioca
Polis Nasyonal Ayiti,60732,Q3394179,Wikipedia
ONI,None,Q1065,OpenTapioca
Ekwatè,59936,Q1209541,Wikipedia
CARICOM,60788,Q205995,Wikipedia
jiyè,1935,Q121,Wikipedia
René Préval,32495,Q208834,Wikipedia
Gérard Latortue,32413,Q560895,Wikipedia
Lavalas,11851,Q6502295,Wikipedia
Kevin Pina,17515,Q6397251,Wikipedia
Dread Wilmé,None,Q5373362,OpenTapioca
Fanmi Lavalas,None,Q1395689,OpenTapioca
Gérard Jean-Juste,None,Q669740,OpenTapioca
Mario Joseph,72114,Q3293465,Wikipedia
Dallas,63799,Q111013,Wikipedia
glasye,60031,Q35666,Wikipedia
Sistèm Entènasyonal,60412,Q12457,Wikipedia
Caricom,None,Q205995,OpenTapioca
CARICOM,None,Q205995,OpenTapioca
avril,1932,Q118,Wikipedia
Sen Vensan ak Grenadin,2174,Q757,Wikipedia
oktòb,1938,Q124,Wikipedia
Canadian Bank Note Company,None,Q60162,OpenTapioca
Sirinam,None,Q730,OpenTapioca
Ang,None,Q21,OpenTapioca
to mòbidite,74012,Q1367554,Wikipedia
to letalite,74011,Q1720706,Wikipedia
è Mezozoyik,60180,Q83222,Wikipedia
basen drenaj,59687,Q166620,Wikipedia
sibstans,60463,Q79529,Wikipedia
chimik,15190,Q65324383,Wikipedia
chan,None,Q18712091,OpenTapioca
Tibet,None,Q17269,OpenTapioca
Nepali,None,Q837,OpenTapioca
End,None,Q668,OpenTapioca
Mongoli,None,Q711,OpenTapioca
RPC,None,Q148,OpenTapioca
Mao,None,Q5816,OpenTapioca
PCC,None,Q17427,OpenTapioca
Zhang Zhung,None,Q1358851,OpenTapioca
Tibet,None,Q17252,OpenTapioca
单 同,None,Q1358851,OpenTapioca
Namri Songtsen,None,Q2258522,OpenTapioca
Nyingchi,None,Q1012465,OpenTapioca
Medog,None,Q1028177,OpenTapioca
Karub,None,Q778120,OpenTapioca
Lhassa,None,Q5869,OpenTapioca
Qamdo,None,Q1012419,OpenTapioca
Revel,None,Q1770,OpenTapioca
Gdańsk,11923,Q1792,Wikipedia
mikwoskòp,14761,Q196538,Wikipedia
peristaltis,60285,Q308695,Wikipedia
mal,14679,Q1886611,Wikipedia
espèm,60400,Q9715,Wikipedia
Emira Arab Ini,1049,Q878,Wikipedia
sik selilè,60676,Q188941,Wikipedia
aks,None,Q628419,OpenTapioca
mikwòb,14760,Q25579912,Wikipedia
fosil,60003,Q40614,Wikipedia
polimè,60332,Q81163,Wikipedia
gravite,14303,Q12891161,Wikipedia
Sòl,None,Q231455,OpenTapioca
asid nikleyik,60243,Q123619,Wikipedia
retin,60373,Q169342,Wikipedia
Saffir,None,Q2557554,OpenTapioca
misk volontè,60518,Q12894485,Wikipedia
misk eskèlèt,60417,Q12894484,Wikipedia
C (4,None,Q86707529,OpenTapioca
dansite,59646,Q29539,Wikipedia
endis refraksyon,60095,Q25581421,Wikipedia
diktilite,59688,Q211702,Wikipedia
viskozite,60510,Q128709,Wikipedia
plasma,60314,Q12895503,Wikipedia
twoposfè,60568,Q40631,Wikipedia
fòs,58481,Q11402,Wikipedia
tansyon,61162,Q908584,Wikipedia
Meteyoloji,14754,Q25261,Wikipedia
Echèl,None,Q2013036,OpenTapioca
Philon de Byzance,None,Q334570,OpenTapioca
Héron d'Alexandrie,None,Q161853,OpenTapioca
Galileo Galilei,21182,Q307,Wikipedia
Jezwit,None,Q36380,OpenTapioca
Jean Leurechon,None,Q3173201,OpenTapioca
pwojektil,61066,Q49393,Wikipedia
W,None,Q1741,OpenTapioca
eta matyè,61155,Q11430,Wikipedia
Kara,59635,Q124459,Wikipedia
Lewis Hamilton,77039,Q9673,Wikipedia
Fernando Alonso,59595,Q10514,Wikipedia
Jean François Jean Marie,None,Q12891912,OpenTapioca
"Vallejo, Kalifòni",24471,Q208445,Wikipedia
SA,None,Q258,OpenTapioca
OU,None,Q28513,OpenTapioca
SA,None,Q851,OpenTapioca
SE,None,Q34,OpenTapioca
Lapè,14594,Q15119015,Wikipedia
mèkredi,1754,Q128,Wikipedia
Tokyo,3611,Q1490,Wikipedia
Kostarika,1190,Q800,Wikipedia
Temwen Jewova,59350,Q35269,Wikipedia
bib,2502,Q1845,Wikipedia
Temwen Jewova,None,Q35269,OpenTapioca
Bolivar,None,Q8605,OpenTapioca
Montana,None,Q1212,OpenTapioca
Reina,None,Q584,OpenTapioca
Sen.,None,Q1041,OpenTapioca
Alfredo Leal,None,Q16501298,OpenTapioca
Curro Girón,None,Q3007731,OpenTapioca
Pepe Cáceres,None,Q3375013,OpenTapioca
fete,None,Q17135873,OpenTapioca
Feria del Sol,None,Q82668,OpenTapioca
Valparaíso,None,Q33986,OpenTapioca
Santiago de Cuba,None,Q117040,OpenTapioca
"Manuel Benítez ""El Cordobés",None,Q739560,OpenTapioca
Pasifik,3222,Q251157,Wikipedia
Zile yo Monjes,None,Q1243835,OpenTapioca
Kolonbi,None,Q739,OpenTapioca
Zulia,None,Q1739871,OpenTapioca
Gujarat,None,Q1061,OpenTapioca
Michael Schumacher,61222,Q9671,Wikipedia
inite de kalkil,70231,Q65322942,Wikipedia
inite antresòti,70233,Q65322936,Wikipedia
klavye,14403,Q250,Wikipedia
enprimant,70237,Q65322883,Wikipedia
diskedi,70238,Q65322862,Wikipedia
Phong Nha-Ke Bang,57522,Q23513,Wikipedia
Tequixquiac,61532,Q34828,Wikipedia
Gouvènè,None,Q218536,OpenTapioca
Diane Warren,None,Q237354,OpenTapioca
Rhett Lawrence,None,Q7320466,OpenTapioca
Tom Snow,None,Q7817640,OpenTapioca
"Red"" Moore",None,Q6139968,OpenTapioca
A.B. Quintanilla III,None,Q3298007,OpenTapioca
Barrio Boyzz,None,Q4863720,OpenTapioca
K.C.,None,Q41819,OpenTapioca
Felipe Valdes Leal,None,Q55687683,OpenTapioca
Ayewopò Tan Son Nhat,60832,Q478595,Wikipedia
Lordi,58242,Q23471,Wikipedia
revolisyon ameriken,67348,Q192769,Wikipedia
Santiago Tequixquiac,61467,Q844166,Wikipedia
Da Lat,61533,Q25281,Wikipedia
Ca Mau,61506,Q25262,Wikipedia
Leyon,None,Q456,OpenTapioca
Iasnaïa Poliana,None,Q749556,OpenTapioca
Volkonsky,None,Q4123525,OpenTapioca
Tolstoï,None,Q7243,OpenTapioca
penti,12703,Q11629,Wikipedia
achitekti,3235,Q12271,Wikipedia
eskilti,58647,Q11634,Wikipedia
Map pale nèt,71717,Q65322402,Wikipedia
Canne amère,71170,Q65321871,Wikipedia
Paul Arcelin,13300,Q7149100,Wikipedia
Roland Paret,13324,Q18607375,Wikipedia
tal,None,Q2,OpenTapioca
Albert Mangonès,16000,Q2831378,Wikipedia
André Pierre,32397,Q12887365,Wikipedia
Patrick Vilaire,18517,Q787690,Wikipedia
Mario Delatour,16363,Q12894120,Wikipedia
Richard J. Arens,17775,Q3430904,Wikipedia
Laurence Magloire,17550,Q16946774,Wikipedia
Jean-Claude Bourjolly,17684,Q12891854,Wikipedia
Kharmeliaud Moise,17697,Q12892335,Wikipedia
Raynald Delerme,17531,Q12896030,Wikipedia
Mereng,3824,Q282131,Wikipedia
paskè,None,Q21196,OpenTapioca
Rap,68378,Q6010,Wikipedia
Bronx,None,Q18426,OpenTapioca
Kool Herc,None,Q458787,OpenTapioca
DJ Kool Herc,None,Q458787,OpenTapioca
Pras Michel,32325,Q380634,Wikipedia
kolonize,14421,Q25579605,Wikipedia
Afriken,13628,Q25578809,Wikipedia
tradwi,58826,Q12897848,Wikipedia
Edwidge Danticat,13208,Q450346,Wikipedia
patrimwàn kiltirèl,74818,Q210272,Wikipedia
Tè,15284,Q11081619,Wikipedia
amerik disid,994,Q18,Wikipedia
Kristòf Kolon,None,Q7322,OpenTapioca
Road,None,Q34442,OpenTapioca
Italia 1,None,Q536346,OpenTapioca
Sky. Li,None,Q18415700,OpenTapioca
Luca Cattoretti,None,Q99502840,OpenTapioca
Triennale,None,Q2705493,OpenTapioca
Lucques,None,Q13373,OpenTapioca
Matteo Viviani,None,Q3852239,OpenTapioca
école,None,Q29688996,OpenTapioca
collège,None,Q2237621,OpenTapioca
konesans,14440,Q9081,Wikipedia
 Panyòl,14825,Q241649,Wikipedia
ayewopò Da Nang,61646,Q773330,Wikipedia
Da Nang,57560,Q25282,Wikipedia
"Concepción, Chili",61360,Q1880,Wikipedia
prezidan Repiblik Ayiti,68369,Q3290543,Wikipedia
Sophia Saint Rémy-Martelly,None,Q24951046,OpenTapioca
Kenskòf,None,Q1739016,OpenTapioca
Saint Louis de Gonzague,None,Q310307,OpenTapioca
Kolorado,None,Q1261,OpenTapioca
Repons Peyizan,None,Q3456317,OpenTapioca
Manigat,None,Q470492,OpenTapioca
Danyèl Gérard,None,Q705546,OpenTapioca
Bernard Gousse,None,Q9169225,OpenTapioca
"Michel-Olivier, Michel",None,Q49165600,OpenTapioca
Sèka Kavajal,None,Q2447869,OpenTapioca
Piyon,None,Q385720,OpenTapioca
Ench,None,Q2206238,OpenTapioca
d’Okap,None,Q216835,OpenTapioca
Legliz Katolik,None,Q9592,OpenTapioca
Laviktwa,None,Q2430286,OpenTapioca
zou,59130,Q43501,Wikipedia
Answouj,13694,Q12887425,Wikipedia
Jean-Marc Monnerville,None,Q536538,OpenTapioca
Alianza País,None,Q289078,OpenTapioca
Repiblik Ekwatè,None,Q736,OpenTapioca
Ankara,3101,Q3640,Wikipedia
Bewout,3111,Q3820,Wikipedia
Tiki,None,Q43,OpenTapioca
militè,14766,Q12894424,Wikipedia
Nemours Auguste,None,Q16066424,OpenTapioca
Thanh Hoa,61959,Q36175,Wikipedia
Wikimedia,None,Q180,OpenTapioca
Wikipedya,None,Q52,OpenTapioca
Radio Studio 54 Network,None,Q39841,OpenTapioca
Locri,None,Q54619,OpenTapioca
Messina,None,Q13666,OpenTapioca
Reggio Calabria,None,Q16253,OpenTapioca
Vibo Valentia,None,Q16315,OpenTapioca
Catanzaro,None,Q16159,OpenTapioca
Crotone,None,Q16165,OpenTapioca
Lecce,None,Q13386,OpenTapioca
Pietro,None,Q33923,OpenTapioca
Francesco Massara,None,Q55767770,OpenTapioca
Studio 54,None,Q39841,OpenTapioca
Calabria,None,Q1458,OpenTapioca
Paolo Guerrieri,None,Q18223593,OpenTapioca
Antonio Lombardo,None,Q310922,OpenTapioca
Giuseppe Galluzzo,None,Q3770626,OpenTapioca
Francesco,None,Q450675,OpenTapioca
Regina,None,Q2123,OpenTapioca
Greco,None,Q301,OpenTapioca
Stargate,None,Q1417412,OpenTapioca
Nha Trang,61887,Q19491,Wikipedia
vòlkan,60515,Q8072,Wikipedia
Oseyan Atlantik,3219,Q97,Wikipedia
Vung Tau,61694,Q21194,Wikipedia
128 km,None,Q95119326,OpenTapioca
La Guaira,None,Q205843,OpenTapioca
Baleares,None,Q5765,OpenTapioca
kè an,None,Q45554399,OpenTapioca
Noze,None,Q276503,OpenTapioca
Kadyak,None,Q204387,OpenTapioca
CK,None,Q26988,OpenTapioca
MB,None,Q1948,OpenTapioca
ST,None,Q1065,OpenTapioca
Tabak,None,Q26875081,OpenTapioca
Chittagong,None,Q376749,OpenTapioca
Boutan,None,Q917,OpenTapioca
Nepal,None,Q837,OpenTapioca
Pola,None,Q4656,OpenTapioca
Vrata,None,Q2012785,OpenTapioca
Nije,None,Q1032,OpenTapioca
Budim,None,Q1781,OpenTapioca
Sèbi,1102,Q403,Wikipedia
Kanal,None,Q34640,OpenTapioca
Brugada,None,Q33127774,OpenTapioca
Anomali,None,Q55604020,OpenTapioca
Epizòd,None,Q2615766,OpenTapioca
Koup,None,Q13035219,OpenTapioca
Tchebycheff,None,Q206012,OpenTapioca
divizè,None,Q3599064,OpenTapioca
zero,None,Q136046,OpenTapioca
Mersenne,None,Q188663,OpenTapioca
Prostějov,None,Q470445,OpenTapioca
teste,None,Q4115189,OpenTapioca
Dirichlet,None,Q29193,OpenTapioca
J. M.,None,Q79759,OpenTapioca
Wilson,None,Q34296,OpenTapioca
Bèlfast,13160,Q10686,Wikipedia
Nelson Rolihlahla Mandela,None,Q8023,OpenTapioca
Madiba,None,Q8023,OpenTapioca
Mvezo,None,Q1020378,OpenTapioca
Womantis,67650,Q65323749,Wikipedia
Coritiba,None,Q4361,OpenTapioca
Me,None,Q96,OpenTapioca
Moreau de Saint-Méry,16414,Q1144073,Wikipedia
Le Républicain,None,Q212793,OpenTapioca
Tout,None,Q3535682,OpenTapioca
Ida Faubert,13241,Q3147761,Wikipedia
Yanick Lahens,13337,Q2599418,Wikipedia
Kettly Mars,13273,Q3195618,Wikipedia
Jacques Roche,16224,Q3159899,Wikipedia
Jean-Euphèle Milcé,13258,Q12891863,Wikipedia
Emmelie Prophète,13212,Q3053007,Wikipedia
Pierre-Paul Ancion ,72388,Q56308787,Wikipedia
Inéma Jeudi,73930,Q60833728,Wikipedia
Iléus Papillon,70447,Q55217189,Wikipedia
Handgod Abraham,67438,Q61107709,Wikipedia
Raynaldo Pierre-Louis,80498,Q106581985,Wikipedia
Maximilien Laroche,13294,Q18926023,Wikipedia
Émile Ollivier,13210,Q1923431,Wikipedia
Jean-Robert Léonidas,13263,Q3169950,Wikipedia
Marie-Célie Agnant,13286,Q3291756,Wikipedia
 Rodney Saint-Éloi,13320,Q3438235,Wikipedia
Stanley Péan,13330,Q3496855,Wikipedia
Fred Edson Lafortune,67579,Q3086821,Wikipedia
Thélyson Orélien,62493,Q3526284,Wikipedia
René Depestre,32239,Q59581,Wikipedia
Jean-Claude Charles,13256,Q12891856,Wikipedia
Valencia,None,Q5720,OpenTapioca
Ajaccio,None,Q40104,OpenTapioca
Kors,None,Q14112,OpenTapioca
Bichlamar,13093,Q35452,Wikipedia
Arabi Sawoudit,1025,Q851,Wikipedia
Siri,2177,Q858,Wikipedia
Azèbayidjan,1026,Q227,Wikipedia
René Char,85951,Q315015,Wikipedia
amoni,60929,Q1148098,Wikipedia
Dangerously in Love,63546,Q127503,Wikipedia
B'Day,63547,Q193950,Wikipedia
I Am... Sasha Fierce,63548,Q147006,Wikipedia
Beyoncé,None,Q36153,OpenTapioca
Blue Ivy,None,Q18913048,OpenTapioca
Seoul,3630,Q8684,Wikipedia
Sarayevo,3634,Q11194,Wikipedia
Istočno Sarajevo,62572,Q147556,Wikipedia
Repiblik Sèrb,62571,Q11196,Wikipedia
fwa,59283,Q408881,Wikipedia
ren,15067,Q9377,Wikipedia
chòvsourit,58629,Q28425,Wikipedia
To mòtalite,60805,Q58702,Wikipedia
Dédé Saint-Prix,16857,Q12889759,Wikipedia
Edith Lefel,16865,Q273797,Wikipedia
Marie-José Alie,16921,Q3293053,Wikipedia
Joseph Zobel,16678,Q710952,Wikipedia
Tik,2529,Q354599,Wikipedia
Octave Mirbeau,None,Q23441,OpenTapioca
Julius Caesar,None,Q1048,OpenTapioca
Leonardo,None,Q762,OpenTapioca
Marco Rosci,None,Q24206349,OpenTapioca
Mona Lisa,None,Q153032,OpenTapioca
Nazis,None,Q7320,OpenTapioca
Endyen,3221,Q226324,Wikipedia
lalin,3881,Q405,Wikipedia
"Burbank, Kalifòni",24078,Q39561,Wikipedia
Mickey Mouse,63466,Q11934,Wikipedia
Paul Meurice,None,Q287525,OpenTapioca
rèn,15068,Q16511993,Wikipedia
Martin Luther King,None,Q8027,OpenTapioca
Jipitè,59383,Q97257385,Wikipedia
Mèki,3790,Q48688614,Wikipedia
chèflye,2932,Q956214,Wikipedia
Fort-Royal,None,Q81621,OpenTapioca
Fòd Fwans,None,Q81621,OpenTapioca
abolisyon esklavaj,32006,Q169390,Wikipedia
Jeine chanmbe intèrnasyónal-la,66224,Q65323332,Wikipedia
pârt,None,Q7278,OpenTapioca
qu’Haïti,None,Q790,OpenTapioca
car,None,Q1125520,OpenTapioca
Chambre,None,Q818036,OpenTapioca
Jeune,None,Q886462,OpenTapioca
La Combe,None,Q68420,OpenTapioca
Destiné,None,Q307324,OpenTapioca
Jude,None,Q43945,OpenTapioca
lasante,2731,Q12147,Wikipedia
Laurent Lamothe,61608,Q57854,Wikipedia
Evans Paul,23107,Q5415948,Wikipedia
bonda,57853,Q42165,Wikipedia
zetwal,17145,Q12898490,Wikipedia
Etwal,3814,Q523,Wikipedia
Barikad Crew,57842,Q4860730,Wikipedia
Volo Volo de Boston,17149,Q20563672,Wikipedia
Grégoire Eugène,16195,Q12891178,Wikipedia
pwodui,14996,Q65325037,Wikipedia
abiyman,59301,Q25581291,Wikipedia
Pèt,None,Q3183,OpenTapioca
mitoloji women,62908,Q122173,Wikipedia
kounjugaezon veirby Aguen,63237,Q25581773,Wikipedia
veirby tiu,63260,Q25581791,Wikipedia
Père,None,Q33923,OpenTapioca
règue-io,63261,Q25581798,Wikipedia
Graenmaire Ahytianna,63257,Q25581792,Wikipedia
Graenmaire gjeineiraly,63455,Q25581814,Wikipedia
Tiu,63454,Q65324195,Wikipedia
Aguen,63358,Q25581802,Wikipedia
tiu,63454,Q65324195,Wikipedia
Khi,64095,Q65323926,Wikipedia
e i,None,Q5322331,OpenTapioca
Vocabulaira,63423,Q25581810,Wikipedia
pîdaplong,64768,Q31721096,Wikipedia
Té,None,Q837855,OpenTapioca
Ohar,None,Q12042266,OpenTapioca
Graenmaire khi pou ahytianna,63425,Q25581812,Wikipedia
veirby-pont,63488,Q25581821,Wikipedia
Tai,None,Q869,OpenTapioca
fri,14239,Q65324523,Wikipedia
Restoran KFC,None,Q524757,OpenTapioca
CAT,None,Q6723,OpenTapioca
Ostrali,None,Q408,OpenTapioca
souf,None,Q7564091,OpenTapioca
Djibouti,None,Q977,OpenTapioca
Eritrea,None,Q986,OpenTapioca
Somali,None,Q1045,OpenTapioca
Agnez Mo,None,Q1362169,OpenTapioca
inmpòrtan,64066,Q25581937,Wikipedia
aguen,63358,Q25581802,Wikipedia
twoqay-yeo,64087,Q25581959,Wikipedia
leingue Ahytian ha,63421,Q25581807,Wikipedia
Gwô morceo,64078,Q25581961,Wikipedia
t2,63486,Q65324173,Wikipedia
t8,63483,Q65324176,Wikipedia
Veirby-pont,63488,Q25581821,Wikipedia
alhei,65924,Q65323780,Wikipedia
pihi,65932,Q65324092,Wikipedia
Pârtipryt,63489,Q25581823,Wikipedia
a,4159,Q9659,Wikipedia
b,4160,Q9705,Wikipedia
c,4161,Q9820,Wikipedia
d,4162,Q9884,Wikipedia
e,4163,Q27290,Wikipedia
f,4164,Q9765,Wikipedia
g,4165,Q9739,Wikipedia
j,4170,Q9773,Wikipedia
k,4171,Q9922,Wikipedia
l,4172,Q9927,Wikipedia
m,4173,Q9933,Wikipedia
n,4174,Q9937,Wikipedia
o,4177,Q9941,Wikipedia
p,4178,Q9946,Wikipedia
q,4179,Q9950,Wikipedia
r,4180,Q9852,Wikipedia
t,4182,Q9813,Wikipedia
u,4183,Q9747,Wikipedia
v,4188,Q9963,Wikipedia
w,4184,Q9964,Wikipedia
x,4185,Q9968,Wikipedia
y,4186,Q9973,Wikipedia
z,4187,Q9751,Wikipedia
diulq,63999,Q25581881,Wikipedia
diulqei,64000,Q25581879,Wikipedia
kolon guètty manman ow hou!,66436,Q65323347,Wikipedia
abbaisynman,67214,Q65323185,Wikipedia
Leingue Ahytian ha,63421,Q25581807,Wikipedia
la. [2,None,Q50718,OpenTapioca
Warhol,None,Q5603,OpenTapioca
po,58571,Q1237677,Wikipedia
komik,14430,Q937542,Wikipedia
e” “i,None,Q5322331,OpenTapioca
Unesco,None,Q7809,OpenTapioca
Déjean,None,Q1356941,OpenTapioca
toe,None,Q1157026,OpenTapioca
fort,None,Q3277589,OpenTapioca
Artic,None,Q25322,OpenTapioca
L’i,None,Q1043,OpenTapioca
Marché,None,Q1279,OpenTapioca
Èh’hey,None,Q190353,OpenTapioca
L’anmour,None,Q1043,OpenTapioca
D’anmour,None,Q2013,OpenTapioca
l’aira,None,Q4922697,OpenTapioca
"Non’m, m",None,Q6943248,OpenTapioca
"Nun’m, m",None,Q6943248,OpenTapioca
belle,None,Q1383440,OpenTapioca
An-an,None,Q290147,OpenTapioca
Italy,None,Q38,OpenTapioca
Dagbé,None,Q3011865,OpenTapioca
koru,None,Q207707,OpenTapioca
Sei,None,Q23397,OpenTapioca
Kana,None,Q117,OpenTapioca
Vodu,None,Q15853063,OpenTapioca
Aize,None,Q683078,OpenTapioca
Koklo,None,Q23194454,OpenTapioca
D’antan,None,Q2013,OpenTapioca
Patrick Saint-Eloi,16943,Q983295,Wikipedia
sourit,2595,Q83310,Wikipedia
montay,59390,Q97257545,Wikipedia
lemonn,2679,Q16502,Wikipedia
caé,None,Q180922,OpenTapioca
Caai,None,Q3681243,OpenTapioca
Duc,None,Q183,OpenTapioca
 Pouvoy,63482,Q25581820,Wikipedia
alto,None,Q18719976,OpenTapioca
Nouvo Meksik,4038,Q1522,Wikipedia
syèl,15265,Q527,Wikipedia
chat,2125,Q146,Wikipedia
Jean Pauris Jean-Baptiste,68213,Q61107797,Wikipedia
Élie Lescot,32433,Q274660,Wikipedia
Espanyòl,None,Q8780,OpenTapioca
Ayewopò,59023,Q1248784,Wikipedia
Beyonce,62494,Q36153,Wikipedia
"Me, Myself and I",None,Q12370047,OpenTapioca
Sasha Fierce,None,Q36153,OpenTapioca
Malé,None,Q233,OpenTapioca
Endonezi,987,Q252,Wikipedia
fize,59436,Q41291,Wikipedia
Environmental Protection Agency,None,Q460173,OpenTapioca
EPA,None,Q460173,OpenTapioca
lak,None,Q23397,OpenTapioca
entre~,None,Q98455776,OpenTapioca
Antonio Chéramy,None,Q25581833,OpenTapioca
gens,None,Q899409,OpenTapioca
Unies(OEA,None,Q123759,OpenTapioca
Antonio Cheramy,None,Q25581833,OpenTapioca
Don Kato,None,Q25581833,OpenTapioca
Dallas,None,Q16557,OpenTapioca
Ti Ayiti,63806,Q2745589,Wikipedia
Lekòl Leta Miami-Dade County,63888,Q5640011,Wikipedia
Jean Bernabé,16232,Q1132121,Wikipedia
inmpact dètty-la khi pou délibérasyon-an,65401,Q31721276,Wikipedia
Bastille,None,Q1865480,OpenTapioca
crâne,None,Q2792712,OpenTapioca
Tonnerre,None,Q498854,OpenTapioca
kounman feid viinihi gaan you luotd répiublik su zh'iley ah,69547,Q65322992,Wikipedia
Misisipi,None,Q1494,OpenTapioca
Mississippi,None,Q1494,OpenTapioca
Akennsas,None,Q1612,OpenTapioca
Arkansas,None,Q1612,OpenTapioca
Elizabeth Trump,None,Q23600580,OpenTapioca
Fort-Liberté,None,Q983788,OpenTapioca
Benjamin F. Whidden,None,Q85018095,OpenTapioca
Palais nasyonal,65531,Q509638,Wikipedia
Simon Sam,None,Q886443,OpenTapioca
SS,None,Q958,OpenTapioca
Sylvio Cator,None,Q301677,OpenTapioca
Ferdinand Marcos,64909,Q1463,Wikipedia
"L""', Lopez",None,Q72432253,OpenTapioca
Hugo Chavez,None,Q8440,OpenTapioca
Ramon Rodríguez Chacín,None,Q1269641,OpenTapioca
Karakas,None,Q1533,OpenTapioca
Municipio Libertador de Caracas,None,Q887222,OpenTapioca
Caracas,None,Q1533,OpenTapioca
Guardia Nacional Bolivariana,None,Q3095409,OpenTapioca
Fiscalía General de la República,None,Q60700696,OpenTapioca
Constitución,None,Q1190426,OpenTapioca
Eduardo Mendoza Goiticoa,None,Q5340694,OpenTapioca
Rómulo Betancourt,None,Q332081,OpenTapioca
Leopoldo López,None,Q1672657,OpenTapioca
Ortega,None,Q57402,OpenTapioca
Rafael,None,Q5597,OpenTapioca
Princeton,None,Q21578,OpenTapioca
"Gambier, Ohio",None,Q2093658,OpenTapioca
John F. Kennedy,None,Q9696,OpenTapioca
Katolik,None,Q1841,OpenTapioca
Lilian Tintori,None,Q16217418,OpenTapioca
Susan Hendricks,None,Q7647944,OpenTapioca
"Princeton, New Jersey",None,Q138518,OpenTapioca
Justicia,None,Q1992319,OpenTapioca
Tan,None,Q9683,OpenTapioca
Carabobo,None,Q191186,OpenTapioca
Leopoldo Lopez,None,Q1672657,OpenTapioca
Louvri,None,Q12285078,OpenTapioca
Juan de Dios,None,Q320171,OpenTapioca
Eugenio Mendoza,None,Q5408300,OpenTapioca
Palos,None,Q622030,OpenTapioca
Francisco de Miranda,None,Q311447,OpenTapioca
Chacao,None,Q374734,OpenTapioca
Andrés Bello,None,Q439195,OpenTapioca
San Jose,None,Q3070,OpenTapioca
Washington Post,None,Q166032,OpenTapioca
"Washington, D. C.",None,Q61,OpenTapioca
Mendoza,None,Q44797,OpenTapioca
Manadjè,None,Q667987,OpenTapioca
PDVSA,None,Q718194,OpenTapioca
"SA[""randevou",None,Q258,OpenTapioca
Chavez,None,Q355425,OpenTapioca
IACHR,None,Q1589444,OpenTapioca
Washington D. C.,None,Q61,OpenTapioca
Barack Obama,None,Q76,OpenTapioca
Deta,None,Q851007,OpenTapioca
Kòm,None,Q170573,OpenTapioca
Wall Street Journal,None,Q164746,OpenTapioca
Mercosur,None,Q4264,OpenTapioca
Paragwe,None,Q733,OpenTapioca
Irigwe,None,Q77,OpenTapioca
José Miguel Vivanco,None,Q62579176,OpenTapioca
Human Rights Watch,None,Q187052,OpenTapioca
Human Rights,None,Q2914529,OpenTapioca
Nicolas Maduro,None,Q58132,OpenTapioca
Carter,None,Q23685,OpenTapioca
Alberto Fujimori,None,Q133040,OpenTapioca
Henrique Capriles,None,Q8781,OpenTapioca
Twitter,None,Q918,OpenTapioca
Lahavàn,None,Q1563,OpenTapioca
Reuters,None,Q130879,OpenTapioca
Maduro,None,Q58132,OpenTapioca
Jose Marti,None,Q103285,OpenTapioca
Franklin Nieves,None,Q28803333,OpenTapioca
Guadalupe,None,Q17012,OpenTapioca
Marengo,None,Q501074,OpenTapioca
HRW,None,Q187052,OpenTapioca
Garry Kasparov,None,Q28614,OpenTapioca
Hun,None,Q45813,OpenTapioca
House,None,Q11701,OpenTapioca
Lopez,None,Q40715,OpenTapioca
Diosdado Cabello,None,Q1227076,OpenTapioca
Luisa Ortega Díaz,None,Q5984686,OpenTapioca
Nieves,None,Q207794,OpenTapioca
NTN24,None,Q7068596,OpenTapioca
Ramo Verde,None,Q16554694,OpenTapioca
OEA,None,Q123759,OpenTapioca
