ENT1	ENT2	Properties
Q739	Q419	['P47', 'P530']
Q15	Q5107	['P31']
Q881	Q23533	['P150']
Q1408	Q30	['P17', 'P131']
Q1367571	Q213837	['P54']
Q142	Q14112	['P150']
Q794	Q48	['P30']
Q1041	Q1006	['P47']
Q399	Q6256	['P31']
Q16	Q183	['P530']
Q9326	Q819	['P17', 'P1376']
Q21	Q46	['P30']
Q994	Q230	['P17', 'P131', 'P1376']
Q29	Q45	['P47', 'P530']
Q148	Q142	['P530']
Q22	Q23436	['P36']
Q1212	Q30	['P17', 'P131']
Q1948	Q2135	['P36']
Q928694	Q790	['P17', 'P131']
Q833	Q884	['P530']
Q778	Q778	['P17']
Q773202	Q739	['P495']
Q30	Q142	['P530']
Q96	Q7178	['P463']
Q790	Q96	['P530']
Q529	Q142	['P27']
Q7239	Q7868	['P527']
Q801	Q1218	['P36']
Q837	Q843	['P530']
Q30	Q6256	['P31']
Q3711	Q384	['P190']
Q142	Q1032	['P530']
Q155	Q97	['P206', 'P1589']
Q30	Q1439	['P150']
Q31	Q239	['P36']
Q241	Q115497	['P150']
Q865	Q8646	['P530']
Q46	Q458	['P1889']
Q8646	Q865	['P530']
Q17641254	Q30	['P27']
Q456	Q13598	['P47']
Q1033	Q6256	['P31']
Q183	Q40	['P47', 'P530']
Q3367619	Q33999	['P106']
Q142	Q252	['P530']
Q47263	Q3133	['P462']
Q1365867	Q142	['P17']
Q1845	Q18813	['P527']
Q16826993	Q30	['P27']
Q11690	Q30	['P17']
Q2868	Q419	['P17', 'P1376']
Q750	Q298	['P47', 'P530']
Q38	Q183	['P530']
Q796	Q1530	['P36']
Q730	Q142	['P47', 'P530']
Q30	Q1553	['P150']
Q639669	Q483501	['P279']
Q96	Q60176	['P150']
Q14833	Q204793	['P47']
Q42814	Q30	['P3461']
Q869	Q233588	['P150']
Q33	Q16	['P530']
Q241	Q16	['P530']
Q1016	Q233	['P530']
Q1019	Q15	['P30']
Q1022933	Q77	['P17']
Q13813	Q39673	['P150']
Q5151	Q577	['P361']
Q145	Q142	['P530']
Q38469029	Q2961084	['P361']
Q29	Q5813	['P150']
Q30	Q1415	['P150']
Q1334492	Q17012	['P131']
Q42814	Q458	['P3461']
Q16967	Q42666	['P150']
Q298	Q155	['P530']
Q17054	Q81621	['P36', 'P150']
Q96	Q414	['P530']
Q3040147	Q30	['P27']
Q16	Q39	['P530']
Q3433722	Q790	['P17']
Q1588	Q34404	['P1589']
Q5783	Q95028	['P150']
Q3040461	Q790	['P17']
Q241	Q1321	['P37', 'P2936']
Q46	Q11081619	['P279']
Q711	Q148	['P47', 'P530']
Q276005	Q724208	['P451']
Q312258	Q229990	['P26', 'P737']
Q35	Q1748	['P36']
Q148	Q17	['P47', 'P530']
Q801	Q9268	['P3075']
Q155	Q241	['P530']
Q180810	Q230	['P17']
Q1006	Q3733	['P36', 'P150']
Q77	Q298	['P530']
Q5783	Q82142	['P150']
Q142	Q39	['P47', 'P530']
Q865	Q6256	['P31']
Q29	Q145	['P530']
Q786	Q790	['P47']
Q30	Q262	['P530']
Q11574	Q7727	['P361']
Q155	Q766	['P530']
Q200180	Q180	['P127', 'P137']
Q208448	Q170790	['P106']
Q392169	Q142	['P17']
Q3963507	Q34820	['P19']
Q948	Q3572	['P36', 'P138']
Q30	Q1509	['P150']
Q249420	Q983788	['P159']
Q142	Q148	['P530']
Q29	Q29	['P17']
Q16533	Q185351	['P279']
Q127623	Q47034	['P47']
Q889	Q16	['P530']
Q347	Q8932	['P361', 'P463']
Q114680	Q142	['P17']
Q30	Q1204	['P150']
Q8072	Q42278	['P186']
Q414	Q30	['P530']
Q419	Q2868	['P36']
Q77	Q750	['P530']
Q739	Q2841	['P36', 'P150']
Q213	Q46	['P30']
Q347	Q6256	['P31']
Q40	Q142	['P530']
Q28792854	Q790	['P27']
Q784	Q36281	['P36']
Q142	Q36	['P530']
Q817	Q796	['P47', 'P530']
Q34261	Q790	['P17', 'P1376']
Q419	Q750	['P47', 'P530']
Q2973186	Q790	['P17', 'P276']
Q55	Q38	['P530']
Q766	Q34692	['P36']
Q142	Q96	['P530']
Q1463	Q928	['P27']
Q90	Q142	['P17', 'P1376']
Q142	Q1009	['P530']
Q450675	Q19546	['P39', 'P106']
Q17	Q884	['P47', 'P530']
Q43	Q6256	['P31']
Q1311	Q1313	['P461']
Q16	Q176	['P150']
Q46862	Q11746	['P36', 'P150']
Q207973	Q922867	['P150']
Q965	Q965	['P17']
Q790	Q608361	['P150']
Q3579383	Q90	['P159', 'P740']
Q2840	Q44512	['P1542']
Q71355	Q46862	['P131']
Q810	Q6256	['P31']
Q851	Q794	['P47', 'P530']
Q37776	Q142	['P17']
Q7640789	Q16	['P17']
Q77	Q155	['P47', 'P530']
Q414	Q298	['P47', 'P530']
Q1314	Q24384	['P279']
Q45	Q916	['P530']
Q455462	Q7156	['P54']
Q15	Q5401	['P47']
Q717	Q29	['P530']
Q241	Q115441	['P150']
Q223955	Q3505937	['P26']
Q31	Q159	['P530']
Q1166	Q30	['P17', 'P131']
Q419	Q155	['P47', 'P530']
Q784	Q664609	['P361', 'P706']
Q8774004	Q47099	['P272', 'P750']
Q1755608	Q30	['P17']
Q57751738	Q808	['P279']
Q34787	Q9061	['P737', 'P1327']
Q339811	Q928	['P27']
Q468470	Q939319	['P26']
Q7239	Q283	['P2283']
Q34	Q34	['P17']
Q717	Q30	['P47', 'P530']
Q48245	Q786	['P17']
Q30	Q61	['P36']
Q77	Q733	['P530']
Q54823925	Q1914697	['P3373']
Q29	Q5783	['P150']
Q801	Q23792	['P1382']
Q123	Q124	['P156']
Q760	Q664609	['P361', 'P706']
Q99214421	Q2526255	['P106']
Q1009	Q3808	['P36']
Q912	Q6256	['P31']
Q27	Q1761	['P36']
Q30	Q1227	['P150']
Q1028181	Q483501	['P279']
Q403	Q236	['P47', 'P530']
Q16	Q30	['P47', 'P530']
Q1006	Q1006	['P17']
Q881	Q6256	['P31']
Q878	Q6256	['P31']
Q939319	Q468470	['P26']
Q30	Q774	['P530']
Q48245	Q790	['P17']
Q5401	Q15	['P47']
Q30	Q1454	['P150']
Q1029	Q15	['P30']
Q711	Q668	['P530']
Q58389	Q29	['P17']
Q90	Q46	['P30']
Q262	Q38	['P47']
Q733	Q155	['P47', 'P530']
Q16	Q159	['P530']
Q191	Q1770	['P36']
Q127552	Q7414	['P127']
Q2861263	Q2829753	['P26']
Q924	Q114	['P47', 'P530']
Q1005	Q6256	['P31']
Q159	Q649	['P36', 'P150']
Q9682	Q145	['P27']
Q523	Q333	['P2579']
Q790	Q107451258	['P35']
Q2778106	Q74428	['P1327']
Q5785	Q30	['P530']
Q29	Q155	['P530']
Q352302	Q29	['P27']
Q39	Q142	['P47', 'P530']
Q881	Q1858	['P36', 'P150']
Q221882	Q414	['P17']
Q38	Q29	['P530']
Q219	Q218	['P47', 'P530']
Q869	Q6256	['P31']
Q954	Q6256	['P31']
Q159	Q148	['P47', 'P530']
Q142	Q458	['P361', 'P463']
Q39	Q6256	['P31']
Q1012419	Q778120	['P150']
Q800	Q3070	['P36']
Q30	Q790	['P530']
Q5372	Q30	['P495']
Q844003	Q790	['P17']
Q1489	Q96	['P17', 'P131', 'P1376']
Q38	Q30	['P530']
Q9174	Q11042	['P1269']
Q16563	Q30	['P17']
Q106394	Q82595	['P118']
Q17	Q6256	['P31']
Q374734	Q717	['P17']
Q74428	Q2778106	['P1327']
Q75961157	Q75961161	['P26']
Q1049	Q986	['P47']
Q60	Q18424	['P150']
Q41	Q403	['P530']
Q13598	Q142	['P17']
Q786	Q96	['P530']
Q34692	Q766	['P17', 'P1376']
Q1490	Q60	['P190']
Q38	Q794	['P530']
Q142	Q90	['P36']
Q28	Q40	['P47', 'P530']
Q908584	Q11402	['P279']
Q185	Q52	['P800']
Q7804	Q265277	['P169', 'P1037', 'P3320']
Q1033	Q916	['P530']
Q38	Q159	['P530']
Q30	Q35	['P530']
Q5783	Q95025	['P150']
Q30	Q664	['P530']
Q79	Q843	['P530']
Q148	Q902	['P530']
Q33	Q215	['P530']
Q20	Q585	['P36', 'P150']
Q57512	Q2726026	['P136']
Q142	Q34617	['P150']
Q1183	Q30	['P17']
Q1399	Q131719	['P800']
Q1490	Q84	['P190']
Q35452	Q686	['P17', 'P2341']
Q2743342	Q33121853	['P355']
Q17496643	Q3844	['P19']
Q216466	Q142	['P27']
Q30	Q183	['P530']
Q760	Q6256	['P31', 'P1889']
Q96	Q241	['P530']
Q49	Q5107	['P31']
Q42810	Q3579995	['P6']
Q183	Q414	['P530']
Q2659710	Q3116170	['P4552']
Q790	Q717	['P530']
Q12565265	Q22299157	['P155']
Q96	Q766	['P530']
Q2655086	Q604581	['P54']
Q4918	Q1333963	['P200']
Q28498516	Q188	['P407']
Q148	Q766	['P530']
Q1009	Q142	['P530']
Q40936	Q11158	['P1269']
Q302	Q5043	['P1049']
Q103148	Q1199	['P131']
Q221	Q403	['P47', 'P530']
Q30	Q1183	['P150']
Q77	Q739	['P530']
Q1930	Q16	['P17', 'P1376']
Q851	Q846	['P47', 'P530']
Q16	Q31	['P530']
Q29	Q46	['P30', 'P361']
Q142	Q218	['P530']
Q16	Q155	['P530']
Q790	Q913231	['P150']
Q865	Q790	['P530']
Q221	Q236	['P530']
Q858	Q148	['P530']
Q1142	Q6602	['P36']
Q142	Q31	['P47', 'P530']
Q39	Q70	['P36']
Q106418	Q3427179	['P25']
Q11746	Q46862	['P131', 'P361', 'P1376']
Q1844621	Q295093	['P451']
Q17	Q17	['P17']
Q3294676	Q618992	['P26']
Q34	Q1754	['P36']
Q34261	Q844003	['P206']
Q30072039	Q15777045	['P463']
Q96	Q80245	['P150']
Q374760	Q470798	['P22']
Q49757	Q36180	['P279']
Q499588	Q102728	['P47']
Q77	Q4264	['P463']
Q12576	Q142	['P17']
Q30	Q34	['P530']
Q244	Q36168	['P36']
Q1049	Q15	['P30']
Q30	Q419	['P530']
Q710	Q30	['P47', 'P530']
Q212015	Q106573	['P451']
Q165040	Q46	['P30']
Q736	Q419	['P47']
Q11473	Q45003	['P2578']
Q173	Q1509	['P47']
Q38	Q155	['P530']
Q145	Q754	['P530']
Q837	Q183	['P530']
Q30	Q39	['P530']
Q241	Q241	['P17']
Q148	Q45	['P530']
Q1715	Q183	['P17']
Q1032	Q912	['P47']
Q99	Q30	['P17', 'P131']
Q221479	Q155	['P27']
Q30	Q16551	['P150']
Q21	Q145	['P17', 'P131']
Q2348226	Q176	['P131', 'P2541']
Q974	Q3838	['P36', 'P150']
Q30	Q1649	['P150']
Q30	Q1041	['P530']
Q183	Q36	['P47', 'P530']
Q1489	Q90	['P190']
Q298	Q414	['P47', 'P530']
Q2494	Q19546	['P39', 'P106']
Q106956631	Q604581	['P54']
Q197	Q61509	['P1542']
Q3078622	Q142	['P17']
Q214317	Q142	['P27']
Q458	Q142	['P112', 'P150', 'P527']
Q22065910	Q33491	['P1269']
Q604581	Q419	['P17']
Q419	Q38	['P530']
Q45	Q29	['P47', 'P530']
Q45	Q597	['P36']
Q3874	Q103148	['P206']
Q9441	Q9174	['P101']
Q11432	Q11435	['P5136']
Q155	Q6256	['P31']
Q77	Q736	['P530']
Q971	Q7809	['P463']
Q8810	Q82142	['P131', 'P1376']
Q5	Q372949	['P1552']
Q733	Q4264	['P463']
Q643589	Q56061	['P279']
Q298	Q419	['P47', 'P530']
Q1019	Q668	['P530']
Q796	Q38	['P530']
Q30	Q1211	['P150']
Q750	Q414	['P47', 'P530']
Q232	Q6256	['P31']
Q977	Q15	['P30']
Q142	Q717	['P530']
Q971	Q15	['P30']
Q865	Q48	['P30']
Q3116170	Q2659710	['P610']
Q30	Q759	['P150']
Q884	Q48	['P30']
Q869	Q1861	['P36', 'P150']
Q77	Q1335	['P36']
Q145	Q45	['P530']
Q837	Q48	['P30']
Q657461	Q230597	['P131', 'P1376']
Q244	Q142	['P530']
Q12193	Q142	['P17']
Q790	Q142	['P530']
Q29	Q16	['P530']
Q16511993	Q12097	['P460', 'P461']
Q962	Q159	['P530']
Q38	Q1458	['P150']
Q38	Q46	['P30', 'P361']
Q12860	Q1841	['P140']
Q928	Q17	['P47', 'P530']
Q1166701	Q17760	['P403']
Q790	Q6256	['P31']
Q945	Q962	['P47']
Q444417	Q30	['P27']
Q30	Q779	['P150']
Q794	Q16	['P530']
Q1065	Q790	['P112']
Q664609	Q49	['P30', 'P361']
Q26	Q10686	['P36', 'P150']
Q61107709	Q790	['P27']
Q29	Q38	['P530']
Q189	Q20	['P530']
Q21005754	Q790	['P27', 'P1532']
Q225	Q11194	['P36']
Q31	Q16	['P530']
Q1372161	Q790	['P17', 'P131']
Q21	Q84	['P36']
Q1014	Q3748	['P36']
Q30	Q145	['P530']
Q77	Q414	['P47', 'P530']
Q1527	Q30	['P17', 'P131']
Q223955	Q17054	['P937']
Q794	Q38	['P530']
Q30	Q782	['P150']
Q114	Q924	['P47', 'P530']
Q340	Q16	['P17']
Q5783	Q81972	['P150']
Q298	Q96	['P530']
Q16946256	Q790	['P27']
Q637689	Q36180	['P106']
Q1142	Q142	['P17']
Q20	Q96	['P530']
Q225	Q11196	['P150', 'P527']
Q96	Q29	['P530']
Q123242	Q39	['P27']
Q200959	Q30	['P17']
Q28	Q1781	['P36', 'P150']
Q921159	Q156913	['P127', 'P749']
Q30	Q724	['P150']
Q2538562	Q790	['P17']
Q4968009	Q790	['P20', 'P27']
Q38	Q884	['P530']
Q912	Q3703	['P36', 'P150']
Q241	Q220692	['P150']
Q1045616	Q63059	['P26']
Q30	Q1033	['P530']
Q7430	Q123619	['P279']
Q11260	Q30	['P17']
Q801	Q142	['P530']
Q733	Q183	['P530']
Q103717	Q33	['P17']
Q30	Q30	['P17']
Q148	Q794	['P530']
Q1354	Q902	['P17', 'P1376']
Q203559	Q42504	['P140']
Q2887	Q34820	['P190']
Q29	Q183	['P530']
Q30	Q99	['P150']
Q819	Q869	['P47', 'P530']
Q419	Q419	['P17']
Q11196	Q225	['P17', 'P131', 'P1336']
Q1395689	Q209617	['P112']
Q884	Q9176	['P37', 'P2936']
Q30	Q159	['P530']
Q11746	Q148	['P17']
Q45	Q155	['P530']
Q6583	Q15	['P30']
Q833	Q1865	['P36', 'P150']
Q8646	Q928	['P530']
Q48	Q46	['P47']
Q52	Q181	['P50', 'P112', 'P170', 'P178']
Q228	Q228	['P17']
Q16	Q16	['P17']
Q2599418	Q8261	['P136']
Q30	Q173	['P150']
Q865	Q865	['P17']
Q145	Q145	['P17']
Q345	Q302	['P40']
Q1379752	Q142	['P27']
Q43595	Q962	['P17', 'P1376']
Q754	Q39178	['P36', 'P150']
Q36	Q38	['P530']
Q733	Q414	['P47', 'P530']
Q414	Q414	['P17']
Q16	Q38	['P530']
Q30	Q20	['P530']
Q283	Q556	['P527']
Q81621	Q17054	['P131', 'P1376']
Q29	Q5831	['P150']
Q145	Q29	['P530']
Q907311	Q30	['P17', 'P495']
Q1029	Q924	['P47']
Q917	Q48	['P30']
Q85852990	Q790	['P27']
Q403	Q219	['P47', 'P530']
Q17760	Q1166701	['P974']
Q3418669	Q3591196	['P1327']
Q193680	Q30974	['P20']
Q608361	Q790	['P17', 'P131']
Q145	Q30	['P530']
Q8684	Q9176	['P37', 'P2936']
Q142	Q142	['P17']
Q921159	Q520445	['P355']
Q8810	Q29	['P17']
Q38	Q16	['P530']
Q117147	Q298905	['P22']
Q283317	Q1609167	['P3373']
Q1318954	Q983295	['P527']
Q560895	Q790	['P27']
Q142	Q6256	['P31']
Q12190	Q12187	['P2868']
Q79	Q38	['P530']
Q145	Q159	['P530']
Q536635	Q945890	['P26']
Q25	Q10690	['P36']
Q12772	Q142	['P17']
Q274767	Q142	['P27', 'P1532']
Q3438839	Q658160	['P26']
Q79815	Q142	['P17']
Q241	Q215147	['P150']
Q697	Q697	['P17']
Q172	Q16	['P17']
Q797	Q30	['P17', 'P131', 'P500']
Q717	Q252	['P530']
Q36	Q183	['P47', 'P530']
Q44401	Q3769	['P131', 'P1376']
Q39	Q218	['P530']
Q38	Q38	['P17']
Q1370	Q30	['P17', 'P131']
Q28	Q28	['P17']
Q782	Q18094	['P36']
Q17012	Q142	['P17', 'P131']
Q5783	Q81802	['P150']
Q1522	Q38555	['P36']
Q154425	Q34583	['P279', 'P1889']
Q41	Q6256	['P31']
Q403	Q3711	['P36']
Q20380	Q10965	['P403']
Q87475391	Q948	['P27']
Q1014	Q1014	['P17']
Q557272	Q262822	['P26']
Q97367383	Q923362	['P159']
Q142	Q43	['P530']
Q739	Q230597	['P150']
Q550067	Q651863	['P26']
Q1243	Q38	['P17', 'P131']
Q30	Q31	['P530']
Q14309	Q17760	['P974']
Q30	Q155	['P530']
Q16070339	Q33240	['P112']
Q219	Q472	['P36']
Q30	Q1428	['P150']
Q846	Q846	['P17']
Q8091	Q8162	['P279', 'P361']
Q1014	Q1006	['P47']
Q145	Q84	['P36']
Q188971	Q142	['P27']
Q29	Q3995	['P150']
Q12138	Q5151	['P527']
Q1194988	Q142	['P17']
Q794	Q148	['P530']
Q49	Q16	['P17']
Q822	Q142	['P530']
Q142	Q8908	['P463']
Q414	Q96	['P530']
Q1183	Q1321	['P37', 'P2936']
Q3718	Q1041	['P17', 'P1376']
Q851	Q148	['P530']
Q155	Q790	['P530']
Q29	Q96	['P530']
Q822	Q6256	['P31']
Q828	Q5107	['P31']
Q819	Q819	['P17']
Q52847	Q458	['P156', 'P1366']
Q2554585	Q1715	['P159']
Q20	Q1049	['P530']
Q47099	Q96	['P17']
Q155	Q916	['P530']
Q790	Q786	['P47']
Q79	Q252	['P530']
Q20	Q189	['P530']
Q766	Q148	['P530']
Q543169	Q449640	['P26']
Q142	Q262	['P530']
Q16975	Q19546	['P39']
Q35224	Q143	['P144']
Q191	Q34	['P530']
Q1166	Q28237	['P36']
Q790	Q34261	['P36']
Q881	Q25282	['P150']
Q828	Q30	['P1889']
Q419	Q30	['P530']
Q205783	Q142	['P27']
Q5831	Q5823	['P190']
Q76	Q61	['P937']
Q5146	Q1011	['P17']
Q16181	Q116716	['P150']
Q1420	Q61509	['P1542']
Q668	Q1027	['P530']
Q423	Q148	['P47', 'P530']
Q155	Q183	['P530']
Q693690	Q830	['P279']
Q241	Q6256	['P31']
Q25	Q21	['P47']
Q928	Q1461	['P36']
Q230	Q994	['P36', 'P150']
Q916	Q916	['P17']
Q717	Q96	['P530']
Q46	Q48	['P47']
Q262	Q3561	['P36']
Q15	Q48	['P47']
Q786	Q6256	['P31']
Q159	Q142	['P530']
Q41493	Q11756	['P155']
Q2851691	Q461111	['P26']
Q1841	Q1841	['P140']
Q929	Q6256	['P31']
Q859	Q913	['P737', 'P1066']
Q36	Q36	['P17']
Q754	Q244	['P530']
Q536635	Q106544	['P40']
Q159	Q6256	['P31']
Q17252	Q148	['P17']
Q750	Q77	['P530']
Q11473	Q413	['P361']
Q779	Q30	['P17', 'P131']
Q1391	Q1370	['P47']
Q2068218	Q1132121	['P184']
Q33491	Q790	['P17', 'P2341']
Q142	Q657	['P530']
Q258	Q155	['P530']
Q1009	Q1009	['P17']
Q1509	Q1612	['P47']
Q837	Q917	['P530']
Q38	Q39	['P47', 'P530']
Q553147	Q42504	['P140']
Q79	Q148	['P530']
Q228	Q6256	['P31']
